ws_gap,odds_min,odds_max,ev_min,f1_n,f1_wr,f1_roi,f2_n,f2_wr,f2_roi,avg_roi
60,2.0,3.5,0.05,155,0.4645161290322581,12.79354838709677,259,0.3861003861003861,-8.613899613899614,2.089824386598578
60,2.0,3.5,0.0,155,0.4645161290322581,12.79354838709677,259,0.3861003861003861,-8.613899613899614,2.089824386598578
60,2.0,3.5,0.03,155,0.4645161290322581,12.79354838709677,259,0.3861003861003861,-8.613899613899614,2.089824386598578
60,2.0,3.5,0.1,155,0.4645161290322581,12.79354838709677,259,0.3861003861003861,-8.613899613899614,2.089824386598578
50,1.65,2.8,0.08,260,0.5269230769230769,8.799999999999999,461,0.4642082429501085,-4.652928416485905,2.073535791757047
60,2.0,4.0,0.08,159,0.4591194968553459,12.34591194968553,266,0.38345864661654133,-8.199248120300753,2.073331914692388
60,2.0,4.0,0.1,159,0.4591194968553459,12.34591194968553,266,0.38345864661654133,-8.199248120300753,2.073331914692388
60,2.0,4.0,0.0,159,0.4591194968553459,12.34591194968553,266,0.38345864661654133,-8.199248120300753,2.073331914692388
60,2.0,4.0,0.03,159,0.4591194968553459,12.34591194968553,266,0.38345864661654133,-8.199248120300753,2.073331914692388
60,2.0,4.0,0.05,159,0.4591194968553459,12.34591194968553,266,0.38345864661654133,-8.199248120300753,2.073331914692388
80,1.75,3.5,0.0,157,0.5222929936305732,10.433121019108283,233,0.44635193133047213,-6.309012875536481,2.062054071785901
40,2.0,3.5,0.03,204,0.45098039215686275,9.769607843137251,384,0.3932291666666667,-5.687499999999998,2.0410539215686265
40,2.0,3.5,0.0,204,0.45098039215686275,9.769607843137251,384,0.3932291666666667,-5.687499999999998,2.0410539215686265
40,2.0,3.5,0.05,204,0.45098039215686275,9.769607843137251,384,0.3932291666666667,-5.687499999999998,2.0410539215686265
40,1.65,2.5,0.0,275,0.5381818181818182,6.461818181818181,494,0.4898785425101215,-2.3805668016194326,2.0406256900993744
80,1.75,3.5,0.05,155,0.5225806451612903,10.729032258064517,230,0.4434782608695652,-6.665217391304348,2.0319074333800846
90,1.5,2.5,0.1,147,0.564625850340136,8.666666666666668,243,0.5102880658436214,-4.609053497942388,2.02880658436214
80,1.5,2.5,0.1,174,0.5632183908045977,9.948275862068968,288,0.4965277777777778,-5.972222222222223,1.9880268199233724
90,1.5,4.0,0.03,180,0.5611111111111111,7.572222222222223,295,0.5186440677966102,-3.606779661016948,1.9827212806026375
70,1.65,2.8,0.08,202,0.5445544554455446,10.915841584158416,321,0.46105919003115264,-7.034267912772589,1.9407868356929137
50,1.75,3.0,0.05,239,0.497907949790795,7.401673640167365,426,0.44835680751173707,-3.5281690140845123,1.9367523130414264
50,1.75,3.0,0.03,240,0.5,7.683333333333334,433,0.44803695150115475,-3.845265588914554,1.9190338722093898
70,1.75,3.0,0.1,171,0.5146198830409356,11.222222222222225,278,0.4352517985611511,-7.449640287769784,1.8862909672262207
40,2.0,4.0,0.0,211,0.44549763033175355,9.682464454976298,397,0.3879093198992443,-5.979848866498741,1.8513077942387786
40,2.0,4.0,0.03,211,0.44549763033175355,9.682464454976298,397,0.3879093198992443,-5.979848866498741,1.8513077942387786
40,2.0,4.0,0.05,211,0.44549763033175355,9.682464454976298,397,0.3879093198992443,-5.979848866498741,1.8513077942387786
90,1.5,4.0,0.0,188,0.5585106382978723,6.425531914893619,302,0.5264900662251656,-2.728476821192052,1.8485275468507836
80,1.5,2.8,0.08,194,0.5567010309278351,9.80412371134021,320,0.496875,-6.131250000000003,1.8364368556701036
80,1.5,3.0,0.08,199,0.5527638190954773,9.949748743718594,327,0.4923547400611621,-6.305810397553518,1.8219691730825378
40,1.5,2.5,0.08,269,0.5353159851301115,5.319702602230487,529,0.5085066162570888,-1.7429111531190942,1.7883957245556965
80,2.0,4.0,0.0,101,0.46534653465346537,7.237623762376237,142,0.4225352112676056,-3.697183098591549,1.770220331892344
80,2.0,4.0,0.05,101,0.46534653465346537,7.237623762376237,142,0.4225352112676056,-3.697183098591549,1.770220331892344
80,2.0,4.0,0.03,101,0.46534653465346537,7.237623762376237,142,0.4225352112676056,-3.697183098591549,1.770220331892344
80,2.0,4.0,0.1,101,0.46534653465346537,7.237623762376237,142,0.4225352112676056,-3.697183098591549,1.770220331892344
80,2.0,4.0,0.08,101,0.46534653465346537,7.237623762376237,142,0.4225352112676056,-3.697183098591549,1.770220331892344
70,1.5,2.5,0.05,228,0.5526315789473685,6.333333333333338,377,0.519893899204244,-2.7984084880636595,1.7674624226348394
40,1.65,2.8,0.08,276,0.5253623188405797,8.615942028985504,518,0.4594594594594595,-5.148648648648651,1.7336466901684267
70,1.65,3.0,0.08,210,0.5380952380952381,10.871428571428572,335,0.4537313432835821,-7.408955223880602,1.731236673773985
50,2.0,3.5,0.0,179,0.45251396648044695,9.513966480446925,325,0.39384615384615385,-6.086153846153844,1.7139063171465403
50,2.0,3.5,0.03,179,0.45251396648044695,9.513966480446925,325,0.39384615384615385,-6.086153846153844,1.7139063171465403
50,2.0,3.5,0.05,179,0.45251396648044695,9.513966480446925,325,0.39384615384615385,-6.086153846153844,1.7139063171465403
50,2.0,3.5,0.08,179,0.45251396648044695,9.513966480446925,325,0.39384615384615385,-6.086153846153844,1.7139063171465403
40,2.0,3.5,0.08,203,0.4482758620689655,9.300492610837436,383,0.391644908616188,-5.989556135770236,1.6554682375335998
50,1.65,2.8,0.1,253,0.5217391304347826,8.237154150197625,445,0.4606741573033708,-5.024719101123601,1.606217524537012
50,1.75,3.0,0.0,245,0.49795918367346936,6.9142857142857155,436,0.44954128440366975,-3.704128440366975,1.6050786369593701
70,2.0,3.5,0.1,128,0.46875,11.078124999999998,199,0.3969849246231156,-7.874371859296479,1.6018765703517595
70,2.0,3.5,0.08,128,0.46875,11.078124999999998,199,0.3969849246231156,-7.874371859296479,1.6018765703517595
70,2.0,3.5,0.0,128,0.46875,11.078124999999998,199,0.3969849246231156,-7.874371859296479,1.6018765703517595
70,2.0,3.5,0.03,128,0.46875,11.078124999999998,199,0.3969849246231156,-7.874371859296479,1.6018765703517595
70,2.0,3.5,0.05,128,0.46875,11.078124999999998,199,0.3969849246231156,-7.874371859296479,1.6018765703517595
40,1.65,2.8,0.03,296,0.5304054054054054,8.422297297297296,547,0.4625228519195612,-5.261425959780624,1.5804356687583363
80,1.5,2.8,0.03,214,0.5607476635514018,8.640186915887853,349,0.5071633237822349,-5.481375358166188,1.5794057788608322
50,2.2,3.5,0.0,135,0.43703703703703706,11.17037037037037,230,0.36086956521739133,-8.01304347826087,1.5786634460547493
50,2.2,3.5,0.1,135,0.43703703703703706,11.17037037037037,230,0.36086956521739133,-8.01304347826087,1.5786634460547493
50,2.2,3.5,0.08,135,0.43703703703703706,11.17037037037037,230,0.36086956521739133,-8.01304347826087,1.5786634460547493
50,2.2,3.5,0.05,135,0.43703703703703706,11.17037037037037,230,0.36086956521739133,-8.01304347826087,1.5786634460547493
50,2.2,3.5,0.03,135,0.43703703703703706,11.17037037037037,230,0.36086956521739133,-8.01304347826087,1.5786634460547493
80,1.5,3.0,0.03,219,0.5570776255707762,8.799086757990871,356,0.5028089887640449,-5.654494382022473,1.572296187984199
50,1.5,2.5,0.08,256,0.53515625,5.062500000000002,481,0.5114345114345115,-1.9230769230769242,1.5697115384615388
40,1.75,2.8,0.1,233,0.5021459227467812,8.133047210300427,433,0.44341801385681295,-5.043879907621253,1.544583651339587
80,1.5,2.8,0.0,223,0.5605381165919282,7.8520179372197365,363,0.5151515151515151,-4.763085399449031,1.5444662688853525
80,1.5,3.0,0.0,228,0.5570175438596491,8.021929824561408,370,0.5108108108108108,-4.9432432432432405,1.5393432906590836
50,1.65,2.8,0.03,279,0.5304659498207885,8.236559139784944,484,0.46487603305785125,-5.188016528925625,1.5242713054296595
70,1.65,2.8,0.1,195,0.5384615384615384,10.261538461538462,314,0.4585987261146497,-7.273885350318474,1.4938265556099943
70,1.5,2.5,0.1,200,0.545,6.865,339,0.504424778761062,-3.908554572271386,1.4782227138643071
40,2.0,4.0,0.08,210,0.44285714285714284,9.228571428571424,396,0.38636363636363635,-6.272727272727274,1.477922077922075
70,1.65,2.8,0.03,214,0.5420560747663551,9.66355140186916,337,0.4658753709198813,-6.727002967359052,1.468274217255054
90,1.5,2.8,0.1,151,0.5629139072847682,9.165562913907285,250,0.5,-6.240000000000002,1.4627814569536417
60,1.75,2.8,0.03,202,0.5148514851485149,10.00990099009901,337,0.44510385756676557,-7.0919881305638,1.4589564297676052
80,1.5,2.8,0.05,208,0.5576923076923077,8.625000000000002,336,0.5029761904761905,-5.717261904761907,1.4538690476190474
80,1.5,3.0,0.05,213,0.5539906103286385,8.788732394366198,343,0.49854227405247814,-5.89212827988338,1.448302057241409
40,1.65,2.8,0.05,290,0.5241379310344828,7.734482758620688,532,0.462406015037594,-4.881578947368421,1.4264519056261333
80,1.75,3.5,0.08,154,0.5194805194805194,10.24675324675325,226,0.43805309734513276,-7.424778761061946,1.4109872428456525
90,1.5,3.5,0.1,157,0.554140127388535,8.675159235668788,259,0.4942084942084942,-5.868725868725871,1.4032166834714586
70,1.5,2.5,0.03,235,0.5531914893617021,5.953191489361704,397,0.5214105793450882,-3.148614609571786,1.402288439894959
40,1.65,3.0,0.08,290,0.5172413793103449,8.468965517241376,549,0.44990892531876137,-5.670309653916217,1.3993279316625795
50,1.65,2.5,0.0,259,0.5328185328185329,5.362934362934365,438,0.4908675799086758,-2.6004566210045645,1.3812388709649004
70,1.65,2.8,0.05,211,0.5402843601895735,9.597156398104268,328,0.4634146341463415,-6.8384146341463445,1.3793708819789616
50,2.0,3.5,0.1,179,0.45251396648044695,9.513966480446925,323,0.39009287925696595,-6.804953560371516,1.3545064600377046
40,2.0,3.5,0.1,203,0.4482758620689655,9.300492610837436,381,0.3884514435695538,-6.598425196850395,1.3510337069935203
100,2.0,2.5,0.0,41,0.5121951219512195,12.146341463414632,56,0.4107142857142857,-9.464285714285715,1.3410278745644586
100,2.0,2.5,0.05,41,0.5121951219512195,12.146341463414632,56,0.4107142857142857,-9.464285714285715,1.3410278745644586
100,2.0,2.5,0.03,41,0.5121951219512195,12.146341463414632,56,0.4107142857142857,-9.464285714285715,1.3410278745644586
100,2.0,2.5,0.1,41,0.5121951219512195,12.146341463414632,56,0.4107142857142857,-9.464285714285715,1.3410278745644586
100,2.0,2.5,0.08,41,0.5121951219512195,12.146341463414632,56,0.4107142857142857,-9.464285714285715,1.3410278745644586
40,1.5,2.5,0.05,295,0.535593220338983,4.044067796610173,555,0.5135135135135135,-1.43063063063063,1.3067185829897712
80,1.75,4.0,0.03,157,0.5159235668789809,9.318471337579618,234,0.4444444444444444,-6.7094017094017095,1.3045348140889543
70,1.65,3.0,0.1,203,0.5320197044334976,10.24137931034483,328,0.45121951219512196,-7.64634146341464,1.2975189234650948
70,1.65,3.0,0.03,222,0.536036036036036,9.66666666666667,351,0.4586894586894587,-7.096866096866098,1.284900284900286
50,1.65,2.8,0.05,273,0.5238095238095238,7.501831501831502,470,0.46382978723404256,-4.957446808510644,1.2721923466604288
40,1.65,3.0,0.03,310,0.5225806451612903,8.293548387096774,578,0.4532871972318339,-5.750865051903117,1.2713416675968285
50,1.65,3.0,0.08,271,0.5166051660516605,7.623616236162359,488,0.45491803278688525,-5.104508196721317,1.2595540197205213
60,1.75,2.8,0.0,206,0.5145631067961165,9.572815533980583,339,0.44542772861356933,-7.1238938053097405,1.2244608643354211
70,1.65,3.0,0.05,219,0.5342465753424658,9.6027397260274,342,0.45614035087719296,-7.213450292397663,1.1946447168148682
50,1.75,3.0,0.1,228,0.49122807017543857,6.942982456140351,409,0.4400977995110024,-4.562347188264062,1.1903176339381445
60,1.75,2.8,0.08,196,0.5102040816326531,9.653061224489795,326,0.44171779141104295,-7.279141104294484,1.1869600600976553
60,1.75,2.8,0.05,201,0.5124378109452736,9.686567164179106,332,0.4427710843373494,-7.3132530120481976,1.1866570760654542
40,2.0,4.0,0.1,210,0.44285714285714284,9.228571428571424,394,0.383248730964467,-6.86294416243655,1.182813633067437
70,1.65,2.8,0.0,218,0.536697247706422,8.454128440366976,342,0.47076023391812866,-6.114035087719301,1.1700466763238375
80,1.75,4.0,0.0,159,0.5157232704402516,9.044025157232703,234,0.4444444444444444,-6.7094017094017095,1.1673117239154966
40,1.75,3.0,0.1,247,0.4939271255060729,7.987854251012144,464,0.4331896551724138,-5.668103448275865,1.1598754013681396
40,1.5,2.5,0.03,305,0.5409836065573771,4.442622950819673,581,0.5129087779690189,-2.144578313253011,1.1490223187833308
50,2.0,4.0,0.03,183,0.44808743169398907,9.19672131147541,336,0.3869047619047619,-6.928571428571425,1.134074941451992
50,2.0,4.0,0.0,183,0.44808743169398907,9.19672131147541,336,0.3869047619047619,-6.928571428571425,1.134074941451992
50,2.0,4.0,0.08,183,0.44808743169398907,9.19672131147541,336,0.3869047619047619,-6.928571428571425,1.134074941451992
50,2.0,4.0,0.05,183,0.44808743169398907,9.19672131147541,336,0.3869047619047619,-6.928571428571425,1.134074941451992
80,1.75,4.0,0.05,157,0.5159235668789809,9.318471337579618,231,0.44155844155844154,-7.069264069264067,1.1246036341577756
40,1.65,3.0,0.05,304,0.5164473684210527,7.63486842105263,563,0.45293072824156305,-5.40497335701599,1.11494753201832
90,1.5,4.0,0.1,158,0.5506329113924051,7.987341772151899,259,0.4942084942084942,-5.868725868725871,1.0593079517130137
40,1.65,2.8,0.1,269,0.5204460966542751,8.081784386617096,499,0.4529058116232465,-6.0661322645290605,1.007826061044018
70,1.65,3.0,0.0,226,0.5309734513274337,8.500000000000005,356,0.46348314606741575,-6.502808988764046,0.9985955056179798
80,1.65,3.5,0.03,190,0.5421052631578948,9.794736842105264,279,0.4551971326164875,-7.84229390681003,0.9762214676476169
80,1.65,3.5,0.0,192,0.5416666666666666,9.562500000000002,282,0.4574468085106383,-7.638297872340422,0.96210106382979
80,2.2,4.0,0.08,69,0.43478260869565216,5.521739130434782,86,0.3953488372093023,-3.6627906976744202,0.929474216380181
80,2.2,4.0,0.1,69,0.43478260869565216,5.521739130434782,86,0.3953488372093023,-3.6627906976744202,0.929474216380181
80,2.2,4.0,0.05,69,0.43478260869565216,5.521739130434782,86,0.3953488372093023,-3.6627906976744202,0.929474216380181
80,2.2,4.0,0.03,69,0.43478260869565216,5.521739130434782,86,0.3953488372093023,-3.6627906976744202,0.929474216380181
80,2.2,4.0,0.0,69,0.43478260869565216,5.521739130434782,86,0.3953488372093023,-3.6627906976744202,0.929474216380181
40,1.75,3.5,0.05,290,0.4793103448275862,7.358620689655172,541,0.4269870609981516,-5.57116451016636,0.893728089744406
50,1.5,2.8,0.08,286,0.5244755244755245,6.020979020979022,537,0.48789571694599626,-4.23836126629423,0.891308877342396
40,1.65,2.8,0.0,308,0.525974025974026,7.0064935064935066,560,0.4642857142857143,-5.339285714285714,0.8336038961038961
100,2.0,4.0,0.0,45,0.5111111111111111,15.02222222222222,65,0.38461538461538464,-13.384615384615383,0.8188034188034186
100,2.0,4.0,0.03,45,0.5111111111111111,15.02222222222222,65,0.38461538461538464,-13.384615384615383,0.8188034188034186
100,2.0,4.0,0.1,45,0.5111111111111111,15.02222222222222,65,0.38461538461538464,-13.384615384615383,0.8188034188034186
100,2.0,4.0,0.05,45,0.5111111111111111,15.02222222222222,65,0.38461538461538464,-13.384615384615383,0.8188034188034186
100,2.0,4.0,0.08,45,0.5111111111111111,15.02222222222222,65,0.38461538461538464,-13.384615384615383,0.8188034188034186
40,1.75,3.5,0.03,291,0.48109965635738833,7.5910652920962205,549,0.4262295081967213,-5.967213114754101,0.8119260886710595
50,2.2,4.0,0.08,139,0.4316546762589928,10.70503597122302,241,0.35269709543568467,-9.09958506224066,0.8027254544911804
50,2.2,4.0,0.05,139,0.4316546762589928,10.70503597122302,241,0.35269709543568467,-9.09958506224066,0.8027254544911804
50,2.2,4.0,0.03,139,0.4316546762589928,10.70503597122302,241,0.35269709543568467,-9.09958506224066,0.8027254544911804
50,2.2,4.0,0.0,139,0.4316546762589928,10.70503597122302,241,0.35269709543568467,-9.09958506224066,0.8027254544911804
50,2.2,4.0,0.1,139,0.4316546762589928,10.70503597122302,241,0.35269709543568467,-9.09958506224066,0.8027254544911804
50,1.65,3.0,0.1,264,0.5113636363636364,7.053030303030301,472,0.451271186440678,-5.47033898305085,0.7913456599897253
70,1.5,2.5,0.0,247,0.5465587044534413,4.05263157894737,414,0.5289855072463768,-2.4734299516908194,0.7896008136282753
40,1.75,4.0,0.05,297,0.47474747474747475,7.353535353535354,554,0.4223826714801444,-5.783393501805056,0.7850709258651487
50,2.0,4.0,0.1,183,0.44808743169398907,9.19672131147541,334,0.38323353293413176,-7.628742514970059,0.7839893982526749
50,1.65,3.0,0.03,290,0.5206896551724138,7.158620689655171,511,0.45596868884540115,-5.5909980430528385,0.7838113233011663
40,1.5,2.5,0.1,259,0.528957528957529,4.718146718146721,496,0.4959677419354839,-3.179435483870968,0.7693556171378764
50,1.5,2.5,0.1,246,0.5284552845528455,4.418699186991872,451,0.5011086474501109,-2.9068736141906877,0.7559127864005921
70,1.5,2.8,0.08,227,0.5418502202643172,7.660792951541853,391,0.49104859335038364,-6.219948849104857,0.720422051218498
40,2.2,3.5,0.05,155,0.432258064516129,10.890322580645156,276,0.35144927536231885,-9.452898550724639,0.7187120149602588
40,2.2,3.5,0.08,155,0.432258064516129,10.890322580645156,276,0.35144927536231885,-9.452898550724639,0.7187120149602588
40,2.2,3.5,0.1,155,0.432258064516129,10.890322580645156,276,0.35144927536231885,-9.452898550724639,0.7187120149602588
40,2.2,3.5,0.03,155,0.432258064516129,10.890322580645156,276,0.35144927536231885,-9.452898550724639,0.7187120149602588
40,2.2,3.5,0.0,155,0.432258064516129,10.890322580645156,276,0.35144927536231885,-9.452898550724639,0.7187120149602588
80,1.65,3.5,0.08,183,0.5409836065573771,10.207650273224045,270,0.44814814814814813,-8.774074074074074,0.7167880995749858
60,1.75,2.8,0.1,191,0.5026178010471204,8.696335078534032,320,0.440625,-7.268750000000006,0.713792539267013
40,1.75,4.0,0.03,298,0.47651006711409394,7.580536912751677,562,0.42170818505338076,-6.1672597864768735,0.7066385631374019
60,1.65,2.5,0.08,207,0.5314009661835749,6.483091787439617,345,0.4753623188405797,-5.075362318840587,0.7038647342995148
40,1.65,3.0,0.1,283,0.5123674911660777,7.957597173144873,530,0.44339622641509435,-6.55283018867925,0.7023834922328116
40,1.5,2.8,0.08,302,0.5231788079470199,6.000000000000001,595,0.4823529411764706,-4.598319327731095,0.7008403361344531
80,1.5,3.0,0.1,193,0.5440414507772021,8.958549222797929,311,0.4790996784565916,-7.646302250803862,0.6561234859970337
50,1.5,2.5,0.05,281,0.5338078291814946,3.391459074733098,502,0.5139442231075697,-2.0956175298804776,0.6479207724263103
80,1.5,2.8,0.1,188,0.5478723404255319,8.781914893617024,304,0.48355263157894735,-7.493421052631581,0.6442469204927215
60,1.65,2.5,0.1,200,0.525,5.69,335,0.47761194029850745,-4.408955223880601,0.6405223880596997
80,1.65,3.5,0.05,187,0.5401069518716578,9.721925133689842,275,0.4509090909090909,-8.450909090909091,0.6355080213903754
40,1.75,3.5,0.08,283,0.47703180212014135,7.328621908127209,530,0.4226415094339623,-6.064150943396232,0.6322354823654885
50,1.65,2.8,0.0,289,0.5224913494809689,6.280276816608998,494,0.4676113360323887,-5.040485829959521,0.6198954933247385
70,1.75,3.5,0.0,196,0.5051020408163265,9.48979591836735,311,0.43086816720257237,-8.29581993569132,0.5969879913380147
70,1.5,3.0,0.08,235,0.5361702127659574,7.731914893617025,405,0.4839506172839506,-6.558024691358024,0.5869451011295008
50,1.5,2.5,0.03,291,0.5395189003436426,3.831615120274915,527,0.5142314990512334,-2.6641366223908904,0.5837392489420123
70,1.75,3.5,0.03,194,0.5051546391752577,9.716494845360828,310,0.4290322580645161,-8.564516129032262,0.575989358164283
40,1.65,3.0,0.0,322,0.5186335403726708,6.944099378881987,591,0.45516074450084604,-5.813874788494081,0.5651122951939529
60,1.75,3.0,0.03,213,0.5023474178403756,8.450704225352114,357,0.4369747899159664,-7.355742296918775,0.5474809642166694
40,1.75,4.0,0.08,290,0.4724137931034483,7.32413793103448,543,0.4180478821362799,-6.268876611418051,0.5276306598082146
50,1.65,3.0,0.05,284,0.5140845070422535,6.429577464788734,497,0.45472837022132795,-5.384305835010065,0.5226358148893344
40,2.2,4.0,0.1,162,0.42592592592592593,10.728395061728389,289,0.3460207612456747,-9.685121107266438,0.5216369772309752
40,2.2,4.0,0.08,162,0.42592592592592593,10.728395061728389,289,0.3460207612456747,-9.685121107266438,0.5216369772309752
40,2.2,4.0,0.05,162,0.42592592592592593,10.728395061728389,289,0.3460207612456747,-9.685121107266438,0.5216369772309752
40,2.2,4.0,0.03,162,0.42592592592592593,10.728395061728389,289,0.3460207612456747,-9.685121107266438,0.5216369772309752
40,2.2,4.0,0.0,162,0.42592592592592593,10.728395061728389,289,0.3460207612456747,-9.685121107266438,0.5216369772309752
40,1.75,3.5,0.0,297,0.48148148148148145,7.185185185185183,554,0.4259927797833935,-6.1841155234657075,0.5005348308597379
80,1.75,4.0,0.08,156,0.5128205128205128,8.833333333333336,227,0.43612334801762115,-7.83259911894273,0.5003671071953026
60,1.65,2.5,0.03,222,0.536036036036036,6.373873873873874,363,0.4765840220385675,-5.399449035812679,0.48721241903059775
40,1.5,3.0,0.08,316,0.5158227848101266,5.981012658227847,626,0.4728434504792332,-5.083067092651757,0.448972782788045
70,1.75,3.5,0.05,194,0.5051546391752577,9.716494845360828,305,0.4262295081967213,-8.829508196721319,0.4434933243197543
120,1.65,2.5,0.03,50,0.66,23.340000000000003,72,0.4166666666666667,-22.499999999999996,0.4200000000000035
40,1.75,4.0,0.0,304,0.4769736842105263,7.184210526315788,567,0.42151675485008816,-6.377425044091713,0.40339274111203727
60,1.75,3.0,0.0,217,0.5023041474654378,8.06451612903226,359,0.4373259052924791,-7.384401114206131,0.3400575074130643
40,1.5,2.5,0.0,326,0.5368098159509203,2.7883435582822083,611,0.5171849427168577,-2.1751227495908347,0.30661040434568676
40,1.5,2.8,0.05,328,0.524390243902439,4.798780487804876,621,0.48792270531400966,-4.199677938808373,0.2995512744982518
80,1.75,3.5,0.1,151,0.5099337748344371,8.821192052980136,224,0.4330357142857143,-8.25,0.2855960264900679
60,1.75,3.0,0.05,212,0.5,8.13679245283019,352,0.4346590909090909,-7.56818181818182,0.2843053173241845
70,1.75,3.5,0.08,189,0.5026455026455027,9.682539682539684,300,0.42333333333333334,-9.12666666666667,0.2779365079365066
60,1.75,3.0,0.08,207,0.4975845410628019,8.067632850241548,346,0.43352601156069365,-7.540462427745669,0.26358521124793954
70,2.2,3.5,0.03,92,0.44565217391304346,11.33695652173913,131,0.35877862595419846,-10.816793893129768,0.2600813143046814
70,2.2,3.5,0.0,92,0.44565217391304346,11.33695652173913,131,0.35877862595419846,-10.816793893129768,0.2600813143046814
70,2.2,3.5,0.08,92,0.44565217391304346,11.33695652173913,131,0.35877862595419846,-10.816793893129768,0.2600813143046814
70,2.2,3.5,0.1,92,0.44565217391304346,11.33695652173913,131,0.35877862595419846,-10.816793893129768,0.2600813143046814
70,2.2,3.5,0.05,92,0.44565217391304346,11.33695652173913,131,0.35877862595419846,-10.816793893129768,0.2600813143046814
80,1.65,4.0,0.03,192,0.5364583333333334,8.651041666666668,280,0.45357142857142857,-8.17142857142857,0.23980654761904852
80,1.65,4.0,0.0,194,0.5360824742268041,8.432989690721651,283,0.4558303886925795,-7.96466431095406,0.23416268988379585
40,1.5,2.8,0.03,338,0.5295857988165681,5.1360946745562135,647,0.4884080370942813,-4.729520865533228,0.20328690451149267
50,1.5,3.0,0.08,297,0.5151515151515151,5.050505050505052,564,0.4787234042553192,-4.6489361702127665,0.20078444014614272
100,1.65,3.5,0.05,107,0.5794392523364486,13.373831775700934,167,0.4491017964071856,-13.011976047904186,0.1809278638983738
100,1.65,3.0,0.05,107,0.5794392523364486,13.373831775700934,167,0.4491017964071856,-13.011976047904186,0.1809278638983738
50,1.75,3.5,0.08,257,0.4785992217898833,6.688715953307393,461,0.42516268980477223,-6.394793926247287,0.1469610135300532
50,1.5,2.8,0.1,276,0.5181159420289855,5.481884057971014,507,0.47731755424063116,-5.250493096646945,0.11569548066203428
60,1.65,2.5,0.05,217,0.5299539170506913,5.677419354838709,354,0.4745762711864407,-5.468926553672322,0.10424640058319357
70,1.5,2.8,0.05,246,0.540650406504065,6.101626016260165,409,0.4963325183374083,-5.91931540342298,0.09115530641859282
80,1.65,3.5,0.1,179,0.5363128491620112,9.620111731843576,266,0.44360902255639095,-9.443609022556394,0.08825135464359057
40,1.5,3.0,0.05,342,0.5175438596491229,4.830409356725145,652,0.4785276073619632,-4.6840490797546,0.07318013848527238
50,1.5,2.8,0.05,311,0.5241157556270096,4.434083601286176,558,0.4910394265232975,-4.306451612903227,0.06381599419147443
50,1.5,2.8,0.03,321,0.5295950155763239,4.800623052959502,583,0.4922813036020583,-4.7255574614065186,0.037532795776491934
40,1.5,3.0,0.03,352,0.5227272727272727,5.153409090909092,678,0.47935103244837757,-5.171091445427728,-0.008841177259318211
70,1.5,3.0,0.05,254,0.5354330708661418,6.216535433070868,423,0.48936170212765956,-6.252955082742316,-0.018209824835723865
40,1.65,3.5,0.08,321,0.4953271028037383,7.246105919003111,601,0.43094841930116473,-7.294509151414312,-0.024201616205600462
50,1.75,3.5,0.03,264,0.4810606060606061,6.625000000000002,474,0.42616033755274263,-6.67721518987342,-0.026107594936709333
50,1.75,3.5,0.05,263,0.4790874524714829,6.365019011406845,467,0.4261241970021413,-6.430406852248395,-0.032693920420775235
80,1.65,4.0,0.08,185,0.5351351351351351,9.016216216216218,271,0.44649446494464945,-9.110701107011069,-0.04724244539742539
120,1.65,2.5,0.08,49,0.6530612244897959,22.38775510204082,72,0.4166666666666667,-22.499999999999996,-0.05612244897958796
120,1.65,2.5,0.05,49,0.6530612244897959,22.38775510204082,72,0.4166666666666667,-22.499999999999996,-0.05612244897958796
50,1.65,3.0,0.0,300,0.5133333333333333,5.3100000000000005,521,0.45873320537428025,-5.443378119001925,-0.06668905950096216
40,1.65,3.5,0.03,341,0.501466275659824,7.1583577712609925,630,0.43492063492063493,-7.2936507936508,-0.06764651119490361
100,1.65,3.0,0.0,111,0.5765765765765766,12.396396396396394,168,0.4523809523809524,-12.535714285714286,-0.06965894465894618
100,1.65,3.5,0.0,111,0.5765765765765766,12.396396396396394,168,0.4523809523809524,-12.535714285714286,-0.06965894465894618
100,1.65,3.5,0.03,109,0.5779816513761468,12.85321100917431,167,0.4491017964071856,-13.011976047904186,-0.07938251936493845
100,1.65,3.0,0.03,109,0.5779816513761468,12.85321100917431,167,0.4491017964071856,-13.011976047904186,-0.07938251936493845
40,1.65,4.0,0.08,328,0.49085365853658536,7.243902439024389,614,0.42671009771986973,-7.4495114006514696,-0.10280448081354043
120,1.65,2.8,0.03,50,0.66,23.340000000000003,73,0.410958904109589,-23.56164383561644,-0.11082191780821837
120,1.65,3.5,0.03,50,0.66,23.340000000000003,73,0.410958904109589,-23.56164383561644,-0.11082191780821837
120,1.65,3.0,0.03,50,0.66,23.340000000000003,73,0.410958904109589,-23.56164383561644,-0.11082191780821837
120,1.65,4.0,0.03,50,0.66,23.340000000000003,73,0.410958904109589,-23.56164383561644,-0.11082191780821837
80,1.65,4.0,0.05,189,0.5343915343915344,8.560846560846562,276,0.4492753623188406,-8.78260869565217,-0.11088106740280423
40,1.65,4.0,0.03,348,0.49712643678160917,7.158045977011493,643,0.4307931570762053,-7.441679626749617,-0.14181682486906233
100,1.75,3.5,0.05,86,0.5465116279069767,11.825581395348834,127,0.4330708661417323,-12.157480314960626,-0.16594945980589593
