gap_min,dom_min,odds_min,kelly_cap,bets,win_rate,avg_odds,roi,profit,bankroll
70,50,2.2,0.02,343,0.5422740524781341,2.6348979591836734,38.75,9713.03,10713.03
50,50,2.0,0.02,781,0.5505761843790012,2.6449935979513444,38.75,279103.0,280103.0
70,70,2.2,0.02,343,0.5422740524781341,2.6348979591836734,38.75,9713.03,10713.03
70,60,2.2,0.02,343,0.5422740524781341,2.6348979591836734,38.75,9713.03,10713.03
60,50,2.2,0.06,469,0.5223880597014925,2.743923240938166,38.64,5017310.03,5018310.03
60,60,2.2,0.06,469,0.5223880597014925,2.743923240938166,38.64,5017310.03,5018310.03
70,60,1.7,0.03,770,0.6428571428571429,2.227064935064935,38.58,2081737.01,2082737.01
70,70,1.7,0.03,770,0.6428571428571429,2.227064935064935,38.58,2081737.01,2082737.01
70,50,1.7,0.03,770,0.6428571428571429,2.227064935064935,38.58,2081737.01,2082737.01
70,80,1.8,0.02,587,0.6132879045996593,2.291567291311755,38.48,50221.42,51221.42
70,50,1.8,0.03,650,0.6123076923076923,2.3166153846153845,38.37,666089.42,667089.42
70,60,1.8,0.03,650,0.6123076923076923,2.3166153846153845,38.37,666089.42,667089.42
70,70,1.8,0.03,650,0.6123076923076923,2.3166153846153845,38.37,666089.42,667089.42
30,60,2.0,0.02,790,0.549367088607595,2.693101265822785,38.35,297628.62,298628.62
80,80,1.8,0.06,489,0.6278118609406953,2.231451942740286,38.29,7132518.81,7133518.81
80,60,1.8,0.06,489,0.6278118609406953,2.231451942740286,38.29,7132518.81,7133518.81
80,70,1.8,0.06,489,0.6278118609406953,2.231451942740286,38.29,7132518.81,7133518.81
80,50,1.8,0.06,489,0.6278118609406953,2.231451942740286,38.29,7132518.81,7133518.81
50,60,1.5,0.04,1550,0.675483870967742,2.153948387096774,38.26,67659520244.2,67659521244.2
50,50,2.0,0.03,781,0.5505761843790012,2.6449935979513444,38.09,3817753.91,3818753.91
50,60,1.5,0.03,1550,0.675483870967742,2.153948387096774,38.05,1328191190.27,1328192190.27
50,60,1.5,0.02,1550,0.675483870967742,2.153948387096774,38.02,17884976.03,17885976.03
50,60,1.7,0.04,1159,0.6264020707506471,2.342683347713546,37.81,3454324231.81,3454325231.81
50,60,1.7,0.03,1159,0.6264020707506471,2.342683347713546,37.64,121909756.74,121910756.74
80,60,1.8,0.04,489,0.6278118609406953,2.231451942740286,37.62,620297.15,621297.15
80,50,1.8,0.04,489,0.6278118609406953,2.231451942740286,37.62,620297.15,621297.15
80,80,1.8,0.04,489,0.6278118609406953,2.231451942740286,37.62,620297.15,621297.15
80,70,1.8,0.04,489,0.6278118609406953,2.231451942740286,37.62,620297.15,621297.15
80,60,1.8,0.03,489,0.6278118609406953,2.231451942740286,37.5,143488.58,144488.58
80,80,1.8,0.03,489,0.6278118609406953,2.231451942740286,37.5,143488.58,144488.58
80,70,1.8,0.03,489,0.6278118609406953,2.231451942740286,37.5,143488.58,144488.58
80,50,1.8,0.03,489,0.6278118609406953,2.231451942740286,37.5,143488.58,144488.58
50,60,1.7,0.02,1159,0.6264020707506471,2.342683347713546,37.47,3234621.14,3235621.14
70,70,1.7,0.02,770,0.6428571428571429,2.227064935064935,37.44,190022.0,191022.0
70,50,1.7,0.02,770,0.6428571428571429,2.227064935064935,37.44,190022.0,191022.0
70,60,1.7,0.02,770,0.6428571428571429,2.227064935064935,37.44,190022.0,191022.0
30,60,2.0,0.03,790,0.549367088607595,2.693101265822785,37.29,4161619.1,4162619.1
50,50,2.0,0.04,781,0.5505761843790012,2.6449935979513444,37.27,45165982.32,45166982.32
70,70,1.8,0.02,650,0.6123076923076923,2.3166153846153845,37.22,83756.96,84756.96
70,60,1.8,0.02,650,0.6123076923076923,2.3166153846153845,37.22,83756.96,84756.96
70,50,1.8,0.02,650,0.6123076923076923,2.3166153846153845,37.22,83756.96,84756.96
80,80,1.8,0.02,489,0.6278118609406953,2.231451942740286,37.09,28691.71,29691.71
80,70,1.8,0.02,489,0.6278118609406953,2.231451942740286,37.09,28691.71,29691.71
80,50,1.8,0.02,489,0.6278118609406953,2.231451942740286,37.09,28691.71,29691.71
80,60,1.8,0.02,489,0.6278118609406953,2.231451942740286,37.09,28691.71,29691.71
50,60,1.8,0.06,991,0.5973763874873865,2.444460141271443,36.72,86865907565.25,86865908565.25
50,60,1.8,0.02,991,0.5973763874873865,2.444460141271443,36.57,1112418.26,1113418.26
50,60,1.8,0.04,991,0.5973763874873865,2.444460141271443,36.52,566351136.34,566352136.34
50,60,1.8,0.03,991,0.5973763874873865,2.444460141271443,36.51,27931667.55,27932667.55
30,60,1.5,0.06,1652,0.6700968523002422,2.18456416464891,36.32,109229027472314.33,109229027473314.33
30,60,1.5,0.02,1652,0.6700968523002422,2.18456416464891,36.15,27038166.39,27039166.39
50,50,1.5,0.02,1620,0.6709876543209876,2.1653827160493826,36.1,26929594.17,26930594.17
30,60,2.0,0.04,790,0.549367088607595,2.693101265822785,36.1,48894095.47,48895095.47
50,50,2.0,0.06,781,0.5505761843790012,2.6449935979513444,36.04,3534157474.55,3534158474.55
30,60,1.5,0.04,1652,0.6700968523002422,2.18456416464891,35.94,139273342521.5,139273343521.5
30,60,1.5,0.03,1652,0.6700968523002422,2.18456416464891,35.93,2395934645.39,2395935645.39
50,50,1.5,0.06,1620,0.6709876543209876,2.1653827160493826,35.87,124508471476638.94,124508471477638.94
50,100,1.5,0.06,652,0.7177914110429447,1.91851226993865,35.66,17135846.1,17136846.1
30,100,1.5,0.06,652,0.7177914110429447,1.91851226993865,35.66,17135846.1,17136846.1
60,100,1.5,0.06,650,0.7184615384615385,1.9180000000000001,35.63,17998254.05,17999254.05
50,50,1.7,0.02,1227,0.6234718826405868,2.3481581092094537,35.61,4870816.88,4871816.88
50,50,1.5,0.03,1620,0.6709876543209876,2.1653827160493826,35.5,2362958090.6,2362959090.6
30,60,1.7,0.02,1249,0.6212970376301041,2.374923939151321,35.46,4694341.05,4695341.05
50,50,1.5,0.04,1620,0.6709876543209876,2.1653827160493826,35.27,141993155223.81,141993156223.81
30,60,1.7,0.03,1249,0.6212970376301041,2.374923939151321,35.25,207143449.86,207144449.86
30,60,1.7,0.06,1249,0.6212970376301041,2.374923939151321,35.22,2077929850784.71,2077929851784.71
30,100,1.5,0.04,652,0.7177914110429447,1.91851226993865,35.08,1388300.09,1389300.09
50,100,1.5,0.04,652,0.7177914110429447,1.91851226993865,35.08,1388300.09,1389300.09
30,60,1.7,0.04,1249,0.6212970376301041,2.374923939151321,35.07,6635718385.62,6635719385.62
60,100,1.5,0.04,650,0.7184615384615385,1.9180000000000001,35.03,1427815.97,1428815.97
30,50,2.0,0.02,959,0.5401459854014599,2.719374348279458,35.01,881778.01,882778.01
50,100,1.5,0.03,652,0.7177914110429447,1.91851226993865,35.0,300170.55,301170.55
30,100,1.5,0.03,652,0.7177914110429447,1.91851226993865,35.0,300170.55,301170.55
60,100,1.5,0.03,650,0.7184615384615385,1.9180000000000001,34.95,305543.58,306543.58
50,50,1.7,0.06,1227,0.6234718826405868,2.3481581092094537,34.92,2562566565021.42,2562566566021.42
50,50,1.7,0.03,1227,0.6234718826405868,2.3481581092094537,34.89,216887890.78,216888890.78
50,50,1.8,0.02,1054,0.594876660341556,2.447590132827324,34.72,1637803.83,1638803.83
30,60,1.8,0.02,1071,0.5901027077497666,2.480205415499533,34.45,1539942.81,1540942.81
50,50,1.7,0.04,1227,0.6234718826405868,2.3481581092094537,34.44,7249393220.77,7249394220.77
50,50,2.2,0.02,605,0.515702479338843,2.8110909090909093,34.42,72499.19,73499.19
30,100,1.5,0.02,652,0.7177914110429447,1.91851226993865,34.35,50963.63,51963.63
50,100,1.5,0.02,652,0.7177914110429447,1.91851226993865,34.35,50963.63,51963.63
50,60,2.2,0.02,569,0.5166959578207382,2.80634446397188,34.35,53327.47,54327.47
60,100,1.5,0.02,650,0.7184615384615385,1.9180000000000001,34.29,51426.45,52426.45
30,60,2.0,0.06,790,0.549367088607595,2.693101265822785,34.24,3792131005.94,3792132005.94
30,60,1.8,0.03,1071,0.5901027077497666,2.480205415499533,34.03,44790546.37,44791546.37
60,100,2.0,0.06,222,0.5675675675675675,2.3172972972972974,33.82,25986.74,26986.74
50,50,1.8,0.03,1054,0.594876660341556,2.447590132827324,33.74,47876600.99,47877600.99
30,60,1.8,0.04,1071,0.5901027077497666,2.480205415499533,33.69,1024575934.26,1024576934.26
30,100,2.0,0.06,223,0.5650224215246636,2.3185650224215246,33.67,24367.53,25367.53
50,100,2.0,0.06,223,0.5650224215246636,2.3185650224215246,33.67,24367.53,25367.53
30,50,1.5,0.02,1899,0.6598209583991574,2.2271985255397575,33.39,131813366.16,131814366.16
80,100,1.5,0.02,623,0.7255216693418941,1.9063723916532906,33.31,48178.62,49178.62
30,50,2.0,0.03,959,0.5401459854014599,2.719374348279458,33.14,20066854.67,20067854.67
50,50,1.8,0.04,1054,0.594876660341556,2.447590132827324,33.1,1128714949.99,1128715949.99
30,60,1.8,0.06,1071,0.5901027077497666,2.480205415499533,33.03,187756229574.61,187756230574.61
70,100,1.5,0.03,643,0.71850699844479,1.9142768273716952,32.94,271405.53,272405.53
80,100,1.5,0.03,623,0.7255216693418941,1.9063723916532906,32.93,281133.12,282133.12
70,100,1.5,0.02,643,0.71850699844479,1.9142768273716952,32.92,47411.95,48411.95
30,50,1.7,0.02,1480,0.6155405405405405,2.4063513513513515,32.82,22888514.97,22889514.97
50,50,1.8,0.06,1054,0.594876660341556,2.447590132827324,32.75,227738907586.61,227738908586.61
30,60,2.2,0.02,617,0.5105348460291734,2.8666126418152347,32.54,71036.78,72036.78
30,50,1.5,0.03,1899,0.6598209583991574,2.2271985255397575,32.52,23222269482.22,23222270482.22
70,100,1.5,0.04,643,0.71850699844479,1.9142768273716952,32.43,1222000.47,1223000.47
30,50,1.5,0.06,1899,0.6598209583991574,2.2271985255397575,32.42,5186055507638079.0,5186055507639079.0
50,60,2.2,0.03,569,0.5166959578207382,2.80634446397188,32.3,338488.45,339488.45
30,50,1.5,0.04,1899,0.6598209583991574,2.2271985255397575,32.22,2460878562034.13,2460878563034.13
80,100,1.5,0.04,623,0.7255216693418941,1.9063723916532906,32.11,1304288.61,1305288.61
50,50,2.2,0.03,605,0.515702479338843,2.8110909090909093,32.11,526444.0,527444.0
70,100,1.5,0.06,643,0.71850699844479,1.9142768273716952,31.9,14228421.11,14229421.11
60,100,2.0,0.04,222,0.5675675675675675,2.3172972972972974,31.8,9402.81,10402.81
30,50,1.8,0.02,1284,0.5864485981308412,2.507733644859813,31.79,7178045.67,7179045.67
60,100,1.7,0.06,437,0.6590389016018307,2.0761098398169335,31.68,831668.7,832668.7
30,100,1.7,0.06,438,0.6575342465753424,2.077305936073059,31.67,781708.58,782708.58
50,100,1.7,0.06,438,0.6575342465753424,2.077305936073059,31.67,781708.58,782708.58
30,50,1.7,0.03,1480,0.6155405405405405,2.4063513513513515,31.62,2007717551.55,2007718551.55
50,100,2.0,0.04,223,0.5650224215246636,2.3185650224215246,31.58,8986.7,9986.7
30,100,2.0,0.04,223,0.5650224215246636,2.3185650224215246,31.58,8986.7,9986.7
30,50,2.0,0.04,959,0.5401459854014599,2.719374348279458,31.55,373531096.34,373532096.34
80,100,2.0,0.06,203,0.5763546798029556,2.3107881773399015,31.2,23342.7,24342.7
80,100,2.0,0.04,203,0.5763546798029556,2.3107881773399015,31.12,8803.92,9803.92
100,50,1.5,0.02,462,0.7359307359307359,1.8653896103896106,31.04,16927.46,17927.46
100,80,1.5,0.02,462,0.7359307359307359,1.8653896103896106,31.04,16927.46,17927.46
100,60,1.5,0.02,462,0.7359307359307359,1.8653896103896106,31.04,16927.46,17927.46
100,100,1.5,0.02,462,0.7359307359307359,1.8653896103896106,31.04,16927.46,17927.46
100,70,1.5,0.02,462,0.7359307359307359,1.8653896103896106,31.04,16927.46,17927.46
80,100,2.0,0.03,203,0.5763546798029556,2.3107881773399015,31.01,4791.02,5791.02
80,100,1.5,0.06,623,0.7255216693418941,1.9063723916532906,30.99,15856075.06,15857075.06
60,100,2.0,0.03,222,0.5675675675675675,2.3172972972972974,30.97,5077.73,6077.73
30,50,1.7,0.04,1480,0.6155405405405405,2.4063513513513515,30.94,117249281407.49,117249282407.49
30,50,1.7,0.06,1480,0.6155405405405405,2.4063513513513515,30.88,98657470468271.39,98657470469271.39
80,100,2.0,0.02,203,0.5763546798029556,2.3107881773399015,30.82,2311.11,3311.11
30,50,2.2,0.02,750,0.5053333333333333,2.898693333333333,30.79,191559.86,192559.86
60,100,1.7,0.02,437,0.6590389016018307,2.0761098398169335,30.76,13683.44,14683.44
60,100,1.7,0.03,437,0.6590389016018307,2.0761098398169335,30.71,48114.93,49114.93
50,100,2.0,0.03,223,0.5650224215246636,2.3185650224215246,30.69,4895.4,5895.4
30,100,2.0,0.03,223,0.5650224215246636,2.3185650224215246,30.69,4895.4,5895.4
30,100,1.7,0.02,438,0.6575342465753424,2.077305936073059,30.68,13389.77,14389.77
50,100,1.7,0.02,438,0.6575342465753424,2.077305936073059,30.68,13389.77,14389.77
50,100,1.7,0.03,438,0.6575342465753424,2.077305936073059,30.67,46641.49,47641.49
30,100,1.7,0.03,438,0.6575342465753424,2.077305936073059,30.67,46641.49,47641.49
60,100,1.7,0.04,437,0.6590389016018307,2.0761098398169335,30.56,142168.8,143168.8
50,100,1.7,0.04,438,0.6575342465753424,2.077305936073059,30.55,136442.04,137442.04
30,100,1.7,0.04,438,0.6575342465753424,2.077305936073059,30.55,136442.04,137442.04
50,60,2.2,0.04,569,0.5166959578207382,2.80634446397188,30.35,1913141.8,1914141.8
30,50,1.8,0.03,1284,0.5864485981308412,2.507733644859813,30.29,403448416.16,403449416.16
60,100,2.0,0.02,222,0.5675675675675675,2.3172972972972974,30.13,2428.35,3428.35
70,100,2.0,0.06,216,0.5648148148148148,2.3162962962962963,30.08,21230.58,22230.58
100,60,2.0,0.02,126,0.5793650793650794,2.285714285714285,30.04,1135.7,2135.7
100,50,2.0,0.02,126,0.5793650793650794,2.285714285714285,30.04,1135.7,2135.7
100,70,2.0,0.02,126,0.5793650793650794,2.285714285714285,30.04,1135.7,2135.7
100,80,2.0,0.02,126,0.5793650793650794,2.285714285714285,30.04,1135.7,2135.7
100,100,2.0,0.02,126,0.5793650793650794,2.285714285714285,30.04,1135.7,2135.7
50,50,2.2,0.04,605,0.515702479338843,2.8110909090909093,29.98,3386355.06,3387355.06
100,50,2.2,0.02,80,0.55,2.41,29.88,623.34,1623.34
100,70,2.2,0.02,80,0.55,2.41,29.88,623.34,1623.34
100,80,2.2,0.02,80,0.55,2.41,29.88,623.34,1623.34
100,100,2.2,0.02,80,0.55,2.41,29.88,623.34,1623.34
100,60,2.2,0.02,80,0.55,2.41,29.88,623.34,1623.34
30,60,2.2,0.03,617,0.5105348460291734,2.8666126418152347,29.86,508196.68,509196.68
80,100,1.7,0.02,413,0.6658595641646489,2.0652058111380147,29.84,12614.99,13614.99
100,50,1.5,0.03,462,0.7359307359307359,1.8653896103896106,29.81,66209.89,67209.89
100,60,1.5,0.03,462,0.7359307359307359,1.8653896103896106,29.81,66209.89,67209.89
100,70,1.5,0.03,462,0.7359307359307359,1.8653896103896106,29.81,66209.89,67209.89
100,80,1.5,0.03,462,0.7359307359307359,1.8653896103896106,29.81,66209.89,67209.89
100,100,1.5,0.03,462,0.7359307359307359,1.8653896103896106,29.81,66209.89,67209.89
30,100,2.0,0.02,223,0.5650224215246636,2.3185650224215246,29.77,2359.78,3359.78
50,100,2.0,0.02,223,0.5650224215246636,2.3185650224215246,29.77,2359.78,3359.78
30,50,2.0,0.06,959,0.5401459854014599,2.719374348279458,29.71,64014497503.6,64014498503.6
70,100,1.7,0.02,430,0.6581395348837209,2.0731162790697675,29.41,12559.07,13559.07
30,50,1.8,0.04,1284,0.5864485981308412,2.507733644859813,29.37,16457644664.18,16457645664.18
100,60,2.0,0.03,126,0.5793650793650794,2.285714285714285,29.32,2042.51,3042.51
100,80,2.0,0.03,126,0.5793650793650794,2.285714285714285,29.32,2042.51,3042.51
100,70,2.0,0.03,126,0.5793650793650794,2.285714285714285,29.32,2042.51,3042.51
100,100,2.0,0.03,126,0.5793650793650794,2.285714285714285,29.32,2042.51,3042.51
100,50,2.0,0.03,126,0.5793650793650794,2.285714285714285,29.32,2042.51,3042.51
70,100,2.0,0.04,216,0.5648148148148148,2.3162962962962963,29.31,8153.65,9153.65
70,100,2.0,0.03,216,0.5648148148148148,2.3162962962962963,29.0,4514.31,5514.31
100,60,2.2,0.03,80,0.55,2.41,28.95,1031.42,2031.42
100,80,2.2,0.03,80,0.55,2.41,28.95,1031.42,2031.42
100,100,2.2,0.03,80,0.55,2.41,28.95,1031.42,2031.42
100,70,2.2,0.03,80,0.55,2.41,28.95,1031.42,2031.42
100,50,2.2,0.03,80,0.55,2.41,28.95,1031.42,2031.42
80,100,1.7,0.03,413,0.6658595641646489,2.0652058111380147,28.8,43226.71,44226.71
70,100,1.7,0.03,430,0.6581395348837209,2.0731162790697675,28.78,42645.28,43645.28
70,100,2.0,0.02,216,0.5648148148148148,2.3162962962962963,28.63,2210.15,3210.15
100,80,2.0,0.04,126,0.5793650793650794,2.285714285714285,28.58,3257.87,4257.87
100,100,2.0,0.04,126,0.5793650793650794,2.285714285714285,28.58,3257.87,4257.87
100,70,2.0,0.04,126,0.5793650793650794,2.285714285714285,28.58,3257.87,4257.87
100,50,2.0,0.04,126,0.5793650793650794,2.285714285714285,28.58,3257.87,4257.87
100,60,2.0,0.04,126,0.5793650793650794,2.285714285714285,28.58,3257.87,4257.87
100,80,1.5,0.04,462,0.7359307359307359,1.8653896103896106,28.57,220675.86,221675.86
100,60,1.5,0.04,462,0.7359307359307359,1.8653896103896106,28.57,220675.86,221675.86
100,70,1.5,0.04,462,0.7359307359307359,1.8653896103896106,28.57,220675.86,221675.86
100,50,1.5,0.04,462,0.7359307359307359,1.8653896103896106,28.57,220675.86,221675.86
100,100,1.5,0.04,462,0.7359307359307359,1.8653896103896106,28.57,220675.86,221675.86
30,50,1.8,0.06,1284,0.5864485981308412,2.507733644859813,28.54,7786563242122.47,7786563243122.47
100,100,1.7,0.02,290,0.6724137931034483,2.02548275862069,28.44,5112.49,6112.49
100,60,1.7,0.02,290,0.6724137931034483,2.02548275862069,28.44,5112.49,6112.49
100,70,1.7,0.02,290,0.6724137931034483,2.02548275862069,28.44,5112.49,6112.49
100,50,1.7,0.02,290,0.6724137931034483,2.02548275862069,28.44,5112.49,6112.49
100,80,1.7,0.02,290,0.6724137931034483,2.02548275862069,28.44,5112.49,6112.49
70,100,1.7,0.04,430,0.6581395348837209,2.0731162790697675,28.06,121545.88,122545.88
100,60,2.2,0.04,80,0.55,2.41,28.03,1512.26,2512.26
100,50,2.2,0.04,80,0.55,2.41,28.03,1512.26,2512.26
100,80,2.2,0.04,80,0.55,2.41,28.03,1512.26,2512.26
100,70,2.2,0.04,80,0.55,2.41,28.03,1512.26,2512.26
100,100,2.2,0.04,80,0.55,2.41,28.03,1512.26,2512.26
70,100,1.7,0.06,430,0.6581395348837209,2.0731162790697675,27.93,657271.37,658271.37
80,100,2.2,0.02,128,0.5390625,2.4485937499999997,27.91,1044.33,2044.33
80,100,1.7,0.04,413,0.6658595641646489,2.0652058111380147,27.79,125644.79,126644.79
30,50,2.2,0.03,750,0.5053333333333333,2.898693333333333,27.72,2097301.62,2098301.62
30,60,2.2,0.04,617,0.5105348460291734,2.8666126418152347,27.44,3174278.76,3175278.76
60,100,1.8,0.02,354,0.615819209039548,2.1538418079096044,27.3,6364.42,7364.42
80,100,2.2,0.03,128,0.5390625,2.4485937499999997,27.28,1839.57,2839.57
50,100,1.8,0.02,355,0.6140845070422535,2.1550985915492955,27.17,6217.14,7217.14
30,100,1.8,0.02,355,0.6140845070422535,2.1550985915492955,27.17,6217.14,7217.14
50,60,2.2,0.06,569,0.5166959578207382,2.80634446397188,27.13,43480863.56,43481863.56
80,100,1.8,0.02,332,0.6234939759036144,2.1433734939759037,27.11,6030.78,7030.78
60,100,2.2,0.02,143,0.5314685314685315,2.4497902097902102,27.03,1105.59,2105.59
80,100,1.7,0.06,413,0.6658595641646489,2.0652058111380147,27.01,694514.41,695514.41
100,100,1.8,0.02,225,0.6311111111111111,2.106711111111111,26.95,2789.59,3789.59
100,80,1.8,0.02,225,0.6311111111111111,2.106711111111111,26.95,2789.59,3789.59
100,50,1.8,0.02,225,0.6311111111111111,2.106711111111111,26.95,2789.59,3789.59
100,70,1.8,0.02,225,0.6311111111111111,2.106711111111111,26.95,2789.59,3789.59
100,60,1.8,0.02,225,0.6311111111111111,2.106711111111111,26.95,2789.59,3789.59
60,100,2.2,0.03,143,0.5314685314685315,2.4497902097902102,26.91,1958.75,2958.75
100,100,2.0,0.06,126,0.5793650793650794,2.285714285714285,26.91,6664.79,7664.79
100,80,2.0,0.06,126,0.5793650793650794,2.285714285714285,26.91,6664.79,7664.79
100,60,2.0,0.06,126,0.5793650793650794,2.285714285714285,26.91,6664.79,7664.79
100,50,2.0,0.06,126,0.5793650793650794,2.285714285714285,26.91,6664.79,7664.79
100,70,2.0,0.06,126,0.5793650793650794,2.285714285714285,26.91,6664.79,7664.79
60,100,2.2,0.06,143,0.5314685314685315,2.4497902097902102,26.88,6258.38,7258.38
60,100,2.2,0.04,143,0.5314685314685315,2.4497902097902102,26.85,3070.91,4070.91
100,80,1.5,0.06,462,0.7359307359307359,1.8653896103896106,26.76,1671472.52,1672472.52
100,50,1.5,0.06,462,0.7359307359307359,1.8653896103896106,26.76,1671472.52,1672472.52
100,70,1.5,0.06,462,0.7359307359307359,1.8653896103896106,26.76,1671472.52,1672472.52
100,60,1.5,0.06,462,0.7359307359307359,1.8653896103896106,26.76,1671472.52,1672472.52
100,100,1.5,0.06,462,0.7359307359307359,1.8653896103896106,26.76,1671472.52,1672472.52
60,100,1.8,0.03,354,0.615819209039548,2.1538418079096044,26.74,17272.86,18272.86
80,100,2.2,0.04,128,0.5390625,2.4485937499999997,26.73,2870.01,3870.01
30,100,1.8,0.03,355,0.6140845070422535,2.1550985915492955,26.67,16724.68,17724.68
50,100,1.8,0.03,355,0.6140845070422535,2.1550985915492955,26.67,16724.68,17724.68
50,50,2.2,0.06,605,0.515702479338843,2.8110909090909093,26.59,95596169.53,95597169.53
50,100,2.2,0.06,144,0.5277777777777778,2.4508333333333336,26.45,5822.87,6822.87
30,100,2.2,0.06,144,0.5277777777777778,2.4508333333333336,26.45,5822.87,6822.87
30,100,2.2,0.02,144,0.5277777777777778,2.4508333333333336,26.35,1063.48,2063.48
50,100,2.2,0.02,144,0.5277777777777778,2.4508333333333336,26.35,1063.48,2063.48
50,100,2.2,0.04,144,0.5277777777777778,2.4508333333333336,26.32,2908.08,3908.08
30,100,2.2,0.04,144,0.5277777777777778,2.4508333333333336,26.32,2908.08,3908.08
50,100,2.2,0.03,144,0.5277777777777778,2.4508333333333336,26.31,1869.99,2869.99
30,100,2.2,0.03,144,0.5277777777777778,2.4508333333333336,26.31,1869.99,2869.99
100,80,1.7,0.03,290,0.6724137931034483,2.02548275862069,26.3,13052.47,14052.47
100,60,1.7,0.03,290,0.6724137931034483,2.02548275862069,26.3,13052.47,14052.47
100,50,1.7,0.03,290,0.6724137931034483,2.02548275862069,26.3,13052.47,14052.47
100,70,1.7,0.03,290,0.6724137931034483,2.02548275862069,26.3,13052.47,14052.47
100,100,1.7,0.03,290,0.6724137931034483,2.02548275862069,26.3,13052.47,14052.47
100,70,2.2,0.06,80,0.55,2.41,26.22,2704.73,3704.73
100,80,2.2,0.06,80,0.55,2.41,26.22,2704.73,3704.73
100,100,2.2,0.06,80,0.55,2.41,26.22,2704.73,3704.73
100,50,2.2,0.06,80,0.55,2.41,26.22,2704.73,3704.73
100,60,2.2,0.06,80,0.55,2.41,26.22,2704.73,3704.73
70,100,1.8,0.02,348,0.6149425287356322,2.1504022988505747,26.15,5895.71,6895.71
60,100,1.8,0.04,354,0.615819209039548,2.1538418079096044,26.09,39949.58,40949.58
30,100,1.8,0.04,355,0.6140845070422535,2.1550985915492955,26.04,38311.59,39311.59
50,100,1.8,0.04,355,0.6140845070422535,2.1550985915492955,26.04,38311.59,39311.59
80,100,1.8,0.03,332,0.6234939759036144,2.1433734939759037,25.77,16130.12,17130.12
80,100,2.2,0.06,128,0.5390625,2.4485937499999997,25.76,5785.53,6785.53
60,100,1.8,0.06,354,0.615819209039548,2.1538418079096044,25.5,151975.37,152975.37
30,100,1.8,0.06,355,0.6140845070422535,2.1550985915492955,25.48,142796.85,143796.85
50,100,1.8,0.06,355,0.6140845070422535,2.1550985915492955,25.48,142796.85,143796.85
30,50,2.2,0.04,750,0.5053333333333333,2.898693333333333,25.19,19301788.57,19302788.57
70,100,1.8,0.03,348,0.6149425287356322,2.1504022988505747,25.16,15578.91,16578.91
70,100,2.2,0.02,139,0.5251798561151079,2.449640287769784,25.13,977.36,1977.36
100,100,1.8,0.03,225,0.6311111111111111,2.106711111111111,25.02,6065.25,7065.25
100,80,1.8,0.03,225,0.6311111111111111,2.106711111111111,25.02,6065.25,7065.25
100,60,1.8,0.03,225,0.6311111111111111,2.106711111111111,25.02,6065.25,7065.25
100,70,1.8,0.03,225,0.6311111111111111,2.106711111111111,25.02,6065.25,7065.25
100,50,1.8,0.03,225,0.6311111111111111,2.106711111111111,25.02,6065.25,7065.25
70,100,2.2,0.03,139,0.5251798561151079,2.449640287769784,24.78,1695.33,2695.33
70,100,2.2,0.04,139,0.5251798561151079,2.449640287769784,24.49,2599.73,3599.73
80,100,1.8,0.04,332,0.6234939759036144,2.1433734939759037,24.4,36969.82,37969.82
100,80,1.7,0.04,290,0.6724137931034483,2.02548275862069,24.37,29562.84,30562.84
100,60,1.7,0.04,290,0.6724137931034483,2.02548275862069,24.37,29562.84,30562.84
100,100,1.7,0.04,290,0.6724137931034483,2.02548275862069,24.37,29562.84,30562.84
100,70,1.7,0.04,290,0.6724137931034483,2.02548275862069,24.37,29562.84,30562.84
100,50,1.7,0.04,290,0.6724137931034483,2.02548275862069,24.37,29562.84,30562.84
70,100,1.8,0.04,348,0.6149425287356322,2.1504022988505747,24.07,35032.37,36032.37
70,100,2.2,0.06,139,0.5251798561151079,2.449640287769784,24.02,5058.93,6058.93
30,60,2.2,0.06,617,0.5105348460291734,2.8666126418152347,23.64,84172650.02,84173650.02
100,100,1.8,0.04,225,0.6311111111111111,2.106711111111111,23.25,11850.74,12850.74
100,70,1.8,0.04,225,0.6311111111111111,2.106711111111111,23.25,11850.74,12850.74
100,80,1.8,0.04,225,0.6311111111111111,2.106711111111111,23.25,11850.74,12850.74
100,50,1.8,0.04,225,0.6311111111111111,2.106711111111111,23.25,11850.74,12850.74
100,60,1.8,0.04,225,0.6311111111111111,2.106711111111111,23.25,11850.74,12850.74
70,100,1.8,0.06,348,0.6149425287356322,2.1504022988505747,22.57,125014.92,126014.92
80,100,1.8,0.06,332,0.6234939759036144,2.1433734939759037,22.28,134762.62,135762.62
30,50,2.2,0.06,750,0.5053333333333333,2.898693333333333,21.83,976342981.42,976343981.42
100,60,1.7,0.06,290,0.6724137931034483,2.02548275862069,21.69,114956.7,115956.7
100,70,1.7,0.06,290,0.6724137931034483,2.02548275862069,21.69,114956.7,115956.7
100,50,1.7,0.06,290,0.6724137931034483,2.02548275862069,21.69,114956.7,115956.7
100,80,1.7,0.06,290,0.6724137931034483,2.02548275862069,21.69,114956.7,115956.7
100,100,1.7,0.06,290,0.6724137931034483,2.02548275862069,21.69,114956.7,115956.7
100,100,1.8,0.06,225,0.6311111111111111,2.106711111111111,20.04,34409.19,35409.19
100,80,1.8,0.06,225,0.6311111111111111,2.106711111111111,20.04,34409.19,35409.19
