date,league,outcome,actual,ws_dominant,ws_weak,ws_gap,odds,p_elo,won,fold
2025-04-05 13:00:00,Serie B,away,away,15,12,3,3.7,0.4719358827401423,True,10
2025-04-05 13:30:00,Bundesliga,away,away,52,22,30,2.28,0.45001606099696023,True,10
2025-04-05 13:30:00,Bundesliga,away,away,99,14,85,2.62,0.6122340098238173,True,10
2025-04-05 13:30:00,Bundesliga,home,home,76,22,54,1.69,0.5994482541710109,True,10
2025-04-05 13:30:00,Bundesliga,away,away,145,6,139,1.56,0.8080732888613712,True,10
2025-04-05 14:00:00,Jupiler Pro League,home,home,66,18,48,1.52,0.63081989284449,True,10
2025-04-05 14:15:00,La Liga,home,away,113,3,110,1.35,0.7048313067712626,False,10
2025-04-05 14:30:00,Eredivisie,away,away,79,30,49,2.89,0.5755361978949619,True,10
2025-04-05 15:00:00,Ligue 1,home,home,120,5,115,1.18,0.8526072249659395,True,10
2025-04-05 15:15:00,Serie B,home,away,78,6,72,2.04,0.6561877365974134,False,10
2025-04-05 16:30:00,La Liga,away,away,19,3,16,3.04,0.5229578275373105,True,10
2025-04-05 16:30:00,Bundesliga,away,home,74,8,66,3.09,0.6067679178300447,False,10
2025-04-05 17:00:00,Ligue 1,away,home,107,10,97,1.86,0.5707679447265102,False,10
2025-04-05 17:00:00,Primeira Liga,away,away,51,1,50,2.87,0.5442989595216082,True,10
2025-04-05 17:30:00,Serie B,home,home,57,5,52,2.24,0.6369190435700005,True,10
2025-04-05 18:00:00,Eredivisie,away,away,116,12,104,1.53,0.6687001245494006,True,10
2025-04-05 18:45:00,Jupiler Pro League,away,away,136,5,131,1.88,0.6323382087327791,True,10
2025-04-05 19:05:00,Ligue 1,home,home,38,19,19,2.38,0.5023698232826709,True,10
2025-04-05 19:30:00,Primeira Liga,home,home,38,10,28,2.06,0.5236623011445793,True,10
2025-04-06 11:30:00,Jupiler Pro League,away,away,130,9,121,1.75,0.6559854973300085,True,10
2025-04-06 12:00:00,La Liga,away,away,88,6,82,2.47,0.5861047958696662,True,11
2025-04-06 12:30:00,Eredivisie,home,home,22,3,19,1.84,0.48533657524624024,True,11
2025-04-06 13:00:00,Serie B,away,home,102,17,85,2.78,0.7170018677282542,False,11
2025-04-06 13:00:00,Ligue 1,home,home,61,13,48,1.7,0.6194077954711904,True,11
2025-04-06 14:00:00,Jupiler Pro League,home,away,60,2,58,1.92,0.5728683944081275,False,11
2025-04-06 14:15:00,La Liga,away,away,97,8,89,2.42,0.6505927750512696,True,11
2025-04-06 14:30:00,Primeira Liga,away,away,59,7,52,3.72,0.5640540239820897,True,11
2025-04-06 14:45:00,Eredivisie,home,home,117,6,111,1.31,0.8074218116914554,True,11
2025-04-06 15:15:00,Ligue 1,away,away,83,5,78,3.02,0.6019132430856926,True,11
2025-04-06 15:15:00,Serie B,home,home,79,12,67,1.88,0.6487889181279438,True,11
2025-04-06 15:15:00,Ligue 1,away,away,41,23,18,4.7,0.5613305392467614,True,11
2025-04-06 15:15:00,Ligue 1,away,away,106,2,104,2.24,0.7354605311714665,True,11
2025-04-06 15:30:00,Bundesliga,away,home,48,9,39,3.36,0.5656493967179927,False,11
2025-04-06 16:00:00,Serie A,home,away,58,33,25,1.79,0.5477631785322095,False,11
2025-04-06 16:30:00,La Liga,away,away,105,5,100,2.06,0.7307910189370097,True,11
2025-04-06 16:30:00,Jupiler Pro League,away,away,113,9,104,2.46,0.688183781873583,True,11
2025-04-06 17:00:00,Primeira Liga,home,away,44,7,37,2.17,0.5692314548297406,False,11
2025-04-06 17:15:00,Jupiler Pro League,home,home,18,15,3,1.96,0.47497338293094343,True,11
2025-04-06 18:45:00,Ligue 1,home,home,75,25,50,1.82,0.5786707954927363,True,11
2025-04-06 19:30:00,Primeira Liga,away,away,112,46,66,2.38,0.5787175163327696,True,11
2025-04-07 19:15:00,Primeira Liga,home,away,62,16,46,1.91,0.6595093216797537,False,11
2025-04-11 18:00:00,Eredivisie,home,home,63,16,47,1.73,0.572662669865804,True,11
2025-04-11 18:30:00,Serie B,away,home,41,2,39,2.77,0.5430169343055107,False,11
2025-04-11 18:30:00,Bundesliga,away,away,97,10,87,2.41,0.5626221079883797,True,11
2025-04-11 18:45:00,Serie A,away,away,93,11,82,2.01,0.581647076046673,True,11
2025-04-11 18:45:00,Ligue 1,home,away,98,3,95,1.59,0.64213433574745,False,11
2025-04-11 19:00:00,La Liga,home,home,36,6,30,2.32,0.5441753854862468,True,11
2025-04-11 19:15:00,Primeira Liga,away,away,117,5,112,2.04,0.7115776887925841,True,11
2025-04-12 12:00:00,La Liga,home,away,18,2,16,2.04,0.515613242579352,False,11
2025-04-12 13:00:00,Serie B,away,home,43,13,30,3.96,0.5604048176291991,False,11
2025-04-12 13:00:00,Serie B,away,away,100,8,92,2.33,0.7184137273218817,True,11
2025-04-12 13:00:00,Serie A,home,home,59,24,35,1.9,0.6199052410411271,True,11
2025-04-12 13:30:00,Bundesliga,away,away,75,10,65,2.38,0.5693397667874944,True,11
2025-04-12 13:30:00,Bundesliga,away,away,88,2,86,3.04,0.6916775631617565,True,11
2025-04-12 13:30:00,Bundesliga,home,away,32,7,25,2.2,0.5498390180121745,False,11
2025-04-12 13:30:00,Bundesliga,away,home,80,1,79,2.68,0.6546984891926291,False,11
2025-04-12 14:00:00,Jupiler Pro League,home,home,68,8,60,1.68,0.6069888611229706,True,11
2025-04-12 14:15:00,La Liga,home,away,70,7,63,1.82,0.6539841885125686,False,11
2025-04-12 14:30:00,Primeira Liga,home,home,18,6,12,2.08,0.4973607297948028,True,11
2025-04-12 14:30:00,Primeira Liga,away,away,74,7,67,2.67,0.6217598844118521,True,11
2025-04-12 14:30:00,Eredivisie,away,away,128,3,125,1.58,0.7284630591718977,True,11
2025-04-12 15:00:00,Ligue 1,home,home,49,20,29,2.11,0.5011166625842692,True,11
2025-04-12 15:15:00,Serie B,home,home,19,18,1,1.84,0.48260276013648246,True,11
2025-04-12 16:00:00,Serie A,home,home,119,9,110,1.37,0.777385773313343,True,11
2025-04-12 16:15:00,Jupiler Pro League,home,home,18,13,5,2.36,0.46143600748091845,True,11
2025-04-12 16:30:00,La Liga,home,away,68,4,64,1.71,0.5600441877413477,False,11
2025-04-12 16:45:00,Eredivisie,home,home,37,10,27,1.98,0.4854415670884422,True,11
2025-04-12 17:00:00,Primeira Liga,away,away,135,7,128,1.65,0.6958246692914782,True,11
2025-04-12 17:00:00,Ligue 1,away,away,78,12,66,2.68,0.6039177673322905,True,11
2025-04-12 17:30:00,Serie B,away,away,112,10,102,2.44,0.684323369347787,True,11
2025-04-12 18:00:00,Eredivisie,home,home,104,6,98,1.18,0.7744694176168611,True,11
2025-04-12 18:45:00,Serie A,home,home,98,4,94,1.39,0.7736499407122422,True,11
2025-04-12 18:45:00,Jupiler Pro League,home,home,97,4,93,1.71,0.6483538100722477,True,11
2025-04-12 19:00:00,La Liga,away,away,150,3,147,1.35,0.7822737888112494,True,11
2025-04-12 19:30:00,Primeira Liga,away,away,126,14,112,1.69,0.6211410607521537,True,11
2025-04-13 10:15:00,Eredivisie,home,home,89,2,87,1.84,0.6456685279848626,True,11
2025-04-13 10:30:00,Serie A,away,home,86,23,63,3.74,0.5537886767151907,False,11
2025-04-13 11:30:00,Jupiler Pro League,away,away,11,9,2,3.87,0.5246099316106749,True,11
2025-04-13 12:00:00,La Liga,home,home,26,17,9,2.61,0.5505283638562846,True,11
2025-04-13 12:30:00,Eredivisie,away,home,92,21,71,2.25,0.5821922216927258,False,11
2025-04-13 13:30:00,Bundesliga,away,away,29,16,13,4.6,0.5079694771046035,True,11
2025-04-13 14:15:00,La Liga,away,away,123,8,115,1.73,0.724574504723524,True,11
2025-04-13 14:30:00,Primeira Liga,home,away,36,15,21,3.0,0.5639237084388924,False,11
2025-04-13 14:45:00,Eredivisie,away,away,156,2,154,1.44,0.8669631228290426,True,11
2025-04-13 15:15:00,Ligue 1,away,away,43,18,25,2.27,0.527951102352237,True,11
2025-04-13 15:15:00,Ligue 1,home,home,48,19,29,2.02,0.6183784952485968,True,11
2025-04-13 15:30:00,Bundesliga,home,home,56,7,49,1.82,0.6963814799776168,True,11
2025-04-13 16:00:00,Serie A,away,home,69,18,51,4.77,0.5730386478180816,False,11
2025-04-13 16:30:00,La Liga,away,away,30,28,2,3.59,0.47135944538383157,True,11
2025-04-13 16:30:00,Jupiler Pro League,away,home,97,57,40,4.85,0.5741358516607658,False,11
2025-04-13 17:00:00,Primeira Liga,home,home,119,3,116,1.46,0.7763476316972356,True,11
2025-04-13 18:45:00,Ligue 1,away,away,112,14,98,1.95,0.58181239195804,True,11
2025-04-13 19:00:00,La Liga,home,home,71,8,63,2.02,0.635071860254628,True,11
2025-04-13 19:30:00,Primeira Liga,home,away,39,1,38,2.44,0.567280080454832,False,11
2025-04-14 18:45:00,Serie A,home,home,109,5,104,1.44,0.81258929265311,True,11
2025-04-14 19:00:00,La Liga,home,home,82,2,80,1.19,0.836851040379431,True,11
2025-04-18 17:00:00,Primeira Liga,home,home,79,31,48,1.54,0.5865267004130629,True,11
2025-04-18 18:45:00,Ligue 1,home,home,16,13,3,1.85,0.49626475816648424,True,11
2025-04-18 19:00:00,La Liga,away,home,28,8,20,3.26,0.4871942771773846,False,11
2025-04-18 19:30:00,Primeira Liga,home,home,110,6,104,1.26,0.7689924753079034,True,11
2025-04-19 13:00:00,Serie A,away,away,98,1,97,2.3,0.6378166207330864,True,11
2025-04-19 13:30:00,Bundesliga,away,away,137,7,130,1.38,0.8348334865575147,True,11
2025-04-19 13:30:00,Bundesliga,home,home,91,6,85,1.63,0.6854390836599739,True,11
2025-04-19 13:30:00,Bundesliga,home,home,45,10,35,2.0,0.5949592299575227,True,11
2025-04-19 14:15:00,La Liga,home,home,112,36,76,1.34,0.7014151420884546,True,11
2025-04-19 14:30:00,Primeira Liga,home,away,43,7,36,2.49,0.5864163020663713,False,11
2025-04-19 15:00:00,Ligue 1,home,home,118,11,107,1.2,0.860448689351618,True,12
2025-04-19 16:00:00,Serie A,away,away,146,6,140,1.35,0.8758792931894422,True,12
2025-04-19 16:15:00,Jupiler Pro League,away,home,25,4,21,3.29,0.5093586440395824,False,12
2025-04-19 17:00:00,Primeira Liga,away,away,138,6,132,1.88,0.6693636239607772,True,12
2025-04-19 17:00:00,Primeira Liga,home,home,30,16,14,2.24,0.5769928963741727,True,12
2025-04-19 18:00:00,Eredivisie,home,home,66,12,54,1.83,0.6067822875194162,True,12
2025-04-19 18:45:00,Serie A,home,home,99,5,94,1.54,0.705023280893279,True,12
2025-04-19 19:00:00,La Liga,away,home,136,3,133,1.71,0.7471266835014079,False,12
2025-04-19 19:05:00,Ligue 1,home,home,103,14,89,1.25,0.776733540017356,True,12
2025-04-19 19:30:00,Primeira Liga,away,away,124,42,82,1.68,0.6224856431673775,True,12
2025-04-20 10:15:00,Eredivisie,away,home,115,39,76,2.2,0.6639841373626535,False,12
2025-04-20 12:00:00,La Liga,away,away,113,10,103,1.91,0.7264663474290007,True,12
2025-04-20 13:00:00,Ligue 1,home,home,72,16,56,1.45,0.5713592073774176,True,12
2025-04-20 14:00:00,Jupiler Pro League,home,away,57,50,7,2.51,0.5310034037726921,False,12
2025-04-20 15:15:00,Ligue 1,away,home,36,13,23,2.36,0.5446684500243821,False,12
2025-04-20 15:15:00,Ligue 1,home,away,34,28,6,2.47,0.5672771314877956,False,12
2025-04-20 15:15:00,Ligue 1,home,home,90,11,79,1.41,0.663745897227611,True,12
2025-04-20 15:30:00,Bundesliga,home,home,28,8,20,1.45,0.4860946417959934,True,12
2025-04-20 16:00:00,Serie A,away,home,112,46,66,2.61,0.5974599962026736,False,12
2025-04-20 16:30:00,Jupiler Pro League,away,away,129,4,125,1.64,0.6663816328079288,True,12
2025-04-20 18:45:00,Ligue 1,away,home,141,2,139,1.74,0.7444209639866226,False,12
2025-04-20 18:45:00,Serie A,away,away,73,39,34,2.74,0.5640050327973409,True,12
2025-04-20 19:00:00,La Liga,home,home,62,36,26,1.68,0.5256742505668826,True,12
2025-04-21 19:00:00,La Liga,away,away,86,7,79,2.68,0.6839270745382287,True,12
2025-04-22 18:30:00,Jupiler Pro League,away,home,86,1,85,2.33,0.6034555124543974,False,12
2025-04-22 18:30:00,Jupiler Pro League,home,away,27,3,24,1.77,0.5246001001085796,False,12
2025-04-22 18:30:00,Jupiler Pro League,away,away,20,7,13,3.57,0.5222891595769387,True,12
2025-04-23 16:30:00,Serie A,away,away,69,7,62,2.78,0.668914075724016,True,12
2025-04-23 16:30:00,Serie A,home,home,25,8,17,2.58,0.5470067196941142,True,12
2025-04-23 16:30:00,Serie A,away,away,92,16,76,2.24,0.6244971807441352,True,12
2025-04-23 17:00:00,La Liga,away,home,72,11,61,2.71,0.597816942847081,False,12
2025-04-23 17:00:00,La Liga,home,home,88,1,87,1.44,0.6929131883444806,True,12
2025-04-23 18:00:00,Eredivisie,away,home,49,10,39,4.12,0.5687779471191052,False,12
2025-04-23 18:30:00,Jupiler Pro League,home,home,21,14,7,1.96,0.49160431021565104,True,12
2025-04-23 19:30:00,La Liga,away,away,134,3,131,1.73,0.7156566464833853,True,12
2025-04-23 19:30:00,La Liga,away,home,61,7,54,3.4,0.5574137847820178,False,12
2025-04-24 17:00:00,La Liga,home,home,30,0,30,2.58,0.550619619579921,True,12
2025-04-24 18:30:00,Jupiler Pro League,home,away,53,50,3,2.07,0.5001467671612375,False,12
2025-04-24 19:00:00,Eredivisie,away,away,132,28,104,1.75,0.6260017743823107,True,12
2025-04-24 19:30:00,La Liga,home,home,94,2,92,1.58,0.64235994978098,True,12
2025-04-25 13:00:00,Serie B,home,home,17,9,8,3.19,0.5027146941038105,True,12
2025-04-25 13:00:00,Serie B,away,away,96,6,90,2.13,0.6964872367160626,True,12
2025-04-25 13:00:00,Serie B,away,home,31,10,21,4.28,0.5482403534585908,False,12
2025-04-25 13:00:00,Serie B,home,away,9,8,1,2.55,0.5234603434695112,False,12
2025-04-25 13:00:00,Serie B,home,home,31,2,29,1.85,0.53206622498565,True,12
2025-04-25 16:00:00,Serie B,home,home,96,4,92,1.63,0.6150151330082227,True,12
2025-04-25 18:30:00,Serie B,away,away,133,7,126,2.5,0.7113344392621751,True,12
2025-04-25 18:30:00,Bundesliga,home,away,73,22,51,1.54,0.6422415817654675,False,12
2025-04-25 18:45:00,Ligue 1,home,away,107,25,82,1.75,0.7232902281877288,False,12
2025-04-25 19:00:00,Jupiler Pro League,away,home,104,2,102,2.03,0.6409438654757074,False,12
2025-04-26 13:30:00,Bundesliga,home,home,113,13,100,1.3,0.7004281545355427,True,12
2025-04-26 13:30:00,Bundesliga,home,home,99,13,86,1.44,0.6367572466741843,True,12
2025-04-26 13:30:00,Bundesliga,away,home,105,2,103,2.51,0.6802600003529689,False,12
2025-04-26 13:30:00,Bundesliga,away,away,79,8,71,2.87,0.5860380591398184,True,12
2025-04-26 13:30:00,Bundesliga,away,away,118,1,117,1.93,0.6214241969539156,True,12
2025-04-26 14:30:00,Primeira Liga,home,home,35,5,30,1.91,0.5299996955277491,True,12
2025-04-26 15:00:00,Ligue 1,home,home,73,1,72,1.69,0.7245809803984746,True,12
2025-04-26 16:30:00,Bundesliga,away,home,31,21,10,3.78,0.4858646980802558,False,12
2025-04-26 17:00:00,Primeira Liga,home,home,29,15,14,2.42,0.5395583788837148,True,12
2025-04-26 18:45:00,Jupiler Pro League,away,home,24,6,18,3.41,0.510961084931495,False,12
2025-04-26 18:45:00,Jupiler Pro League,home,home,34,5,29,1.7,0.549230691738292,True,12
2025-04-26 19:05:00,Ligue 1,home,home,82,26,56,1.77,0.6221192069463549,True,12
2025-04-26 19:30:00,Primeira Liga,away,home,143,2,141,1.7,0.7690813082285182,False,12
2025-04-27 10:15:00,Eredivisie,home,home,57,18,39,1.84,0.607564742564221,True,12
2025-04-27 10:30:00,Serie A,home,home,34,5,29,1.98,0.5236325976849971,True,12
2025-04-27 10:30:00,Serie A,away,away,115,4,111,1.76,0.6663611161863326,True,12
2025-04-27 11:30:00,Jupiler Pro League,away,away,57,8,49,2.35,0.5383530071838281,True,12
2025-04-27 12:30:00,Eredivisie,home,home,16,5,11,2.32,0.5220153699320972,True,12
2025-04-27 13:00:00,Ligue 1,away,away,110,2,108,1.56,0.706510571268856,True,12
2025-04-27 13:00:00,Serie B,away,home,78,9,69,3.27,0.6361042814821858,False,12
2025-04-27 13:00:00,Serie B,away,away,25,16,9,2.66,0.46463538239036983,True,12
2025-04-27 13:00:00,Serie A,home,away,89,46,43,1.85,0.5514778300657521,False,12
2025-04-27 13:00:00,Serie A,home,home,79,4,75,1.98,0.7426768583990175,True,12
2025-04-27 14:00:00,Jupiler Pro League,home,away,104,4,100,1.6,0.7037353348112374,False,12
2025-04-27 14:15:00,La Liga,home,home,54,25,29,1.56,0.5438153967565966,True,12
2025-04-27 15:15:00,Ligue 1,home,away,55,11,44,1.61,0.5180004211359093,False,12
2025-04-27 16:00:00,Serie A,home,home,99,4,95,1.25,0.8381365594515515,True,12
2025-04-27 17:00:00,Primeira Liga,home,home,123,2,121,1.14,0.8243472936667845,True,12
2025-04-27 17:00:00,Primeira Liga,home,home,87,1,86,1.5,0.6501829575896706,True,12
2025-04-27 18:45:00,Ligue 1,home,home,81,20,61,1.47,0.5398059983146979,True,12
2025-04-27 18:45:00,Serie A,home,home,109,5,104,1.49,0.6893109193627291,True,12
2025-04-27 19:30:00,Primeira Liga,away,away,153,7,146,1.23,0.8571047512919684,True,12
2025-04-28 18:45:00,Serie A,home,away,14,12,2,2.63,0.5241789281876323,False,13
2025-04-29 19:30:00,Primeira Liga,home,away,16,10,6,2.56,0.48203539108141463,False,13
2025-05-01 10:30:00,Serie B,home,home,35,6,29,2.32,0.5003317877167773,True,13
2025-05-01 11:30:00,Jupiler Pro League,away,away,41,3,38,2.82,0.5445026094274572,True,13
2025-05-01 13:00:00,Serie B,home,home,73,11,62,1.83,0.6609206019275906,True,13
2025-05-01 13:00:00,Serie B,away,home,85,11,74,2.15,0.6408450719912744,False,13
2025-05-01 13:00:00,Serie B,home,home,89,17,72,1.89,0.6449334027263994,True,13
2025-05-01 13:00:00,Serie B,home,away,70,4,66,1.86,0.5934772749470394,False,13
2025-05-01 13:00:00,Serie B,home,away,54,1,53,2.07,0.6274189154960484,False,13
2025-05-01 13:00:00,Serie B,away,home,58,7,51,3.02,0.5501439835908337,False,13
2025-05-01 14:15:00,Jupiler Pro League,home,home,110,4,106,1.29,0.7129525159676406,True,13
2025-05-01 16:20:00,Serie B,away,away,32,11,21,2.56,0.515304752488194,True,13
2025-05-01 17:30:00,Serie B,home,home,103,11,92,1.76,0.7411367975073805,True,13
2025-05-02 18:45:00,Ligue 1,home,home,83,13,70,1.48,0.6936823890928321,True,13
2025-05-02 18:45:00,Jupiler Pro League,home,home,42,11,31,1.82,0.5585638537932125,True,13
2025-05-02 19:00:00,La Liga,away,home,25,8,17,3.49,0.4898315902303959,False,13
2025-05-02 19:15:00,Primeira Liga,home,home,94,3,91,1.42,0.6834478154071654,True,13
2025-05-03 13:00:00,Serie A,home,away,13,12,1,2.74,0.47348921945486433,False,13
2025-05-03 13:00:00,Serie A,away,away,93,2,91,2.27,0.5832975996482652,True,13
2025-05-03 13:30:00,Bundesliga,away,away,40,9,31,2.7,0.5061737669919074,True,13
2025-05-03 14:00:00,Jupiler Pro League,home,away,35,17,18,1.91,0.5689725749746329,False,13
2025-05-03 14:15:00,La Liga,home,home,76,18,58,1.5,0.5741993290355343,True,13
2025-05-03 14:30:00,Primeira Liga,away,home,94,5,89,2.87,0.7098974813858044,False,13
2025-05-03 14:30:00,Primeira Liga,away,away,121,4,117,1.97,0.6811885694303581,True,13
2025-05-03 15:00:00,Ligue 1,away,home,104,34,70,2.67,0.633905829347224,False,13
2025-05-03 16:00:00,Serie A,away,away,146,2,144,1.63,0.8319063094340272,True,13
2025-05-03 16:15:00,Jupiler Pro League,home,away,30,24,6,2.69,0.553147169675868,False,13
2025-05-03 16:30:00,La Liga,away,away,74,1,73,2.95,0.6159456488732797,True,13
2025-05-03 16:30:00,Bundesliga,home,home,90,3,87,1.36,0.6119393337557747,True,13
2025-05-03 16:45:00,Eredivisie,away,away,136,14,122,1.65,0.7089971506660874,True,13
2025-05-03 17:00:00,Ligue 1,away,home,49,2,47,3.43,0.5384522839697112,False,13
2025-05-03 18:00:00,Eredivisie,home,home,70,14,56,1.76,0.637102730000503,True,13
2025-05-03 18:45:00,Serie A,home,home,106,5,101,1.47,0.7652394463704923,True,13
2025-05-03 18:45:00,Jupiler Pro League,home,home,89,33,56,1.99,0.5806347537607632,True,13
2025-05-03 19:00:00,Eredivisie,home,home,112,2,110,1.16,0.7315276593451289,True,13
2025-05-03 19:00:00,La Liga,away,away,160,2,158,1.36,0.8944099227745228,True,13
2025-05-03 19:05:00,Ligue 1,away,away,125,5,120,1.44,0.6958781246556134,True,13
2025-05-03 19:30:00,Primeira Liga,away,away,142,1,141,1.27,0.7215224448894022,True,13
2025-05-04 10:15:00,Eredivisie,away,away,15,8,7,3.29,0.5121076813801491,True,13
2025-05-04 10:30:00,Serie A,away,away,132,2,130,1.95,0.7713116061979765,True,13
2025-05-04 11:30:00,Jupiler Pro League,away,away,80,8,72,2.4,0.5601804184297148,True,13
2025-05-04 12:00:00,La Liga,home,home,109,9,100,1.41,0.6779317886858299,True,13
2025-05-04 12:30:00,Eredivisie,home,away,42,40,2,2.29,0.4697248242755543,False,13
2025-05-04 12:30:00,Eredivisie,away,away,42,19,23,2.27,0.46704154361339156,True,13
2025-05-04 13:00:00,Serie B,home,home,63,3,60,1.75,0.5889027907134528,True,13
2025-05-04 13:00:00,Serie B,away,home,65,6,59,3.0,0.5552784867485616,False,13
2025-05-04 13:00:00,Serie B,away,home,40,10,30,4.39,0.5444390255730256,False,13
2025-05-04 13:00:00,Serie B,away,home,107,5,102,3.06,0.6805933684656376,False,13
2025-05-04 13:00:00,Serie B,away,home,13,3,10,3.26,0.5342547643728606,False,13
2025-05-04 13:00:00,Ligue 1,home,away,33,12,21,2.0,0.5746149567379669,False,13
2025-05-04 13:00:00,Serie A,away,away,142,2,140,1.29,0.8491388455338086,True,13
2025-05-04 13:00:00,Serie B,away,home,107,7,100,2.58,0.6809858274916207,False,13
2025-05-04 13:30:00,Bundesliga,home,away,64,15,49,1.9,0.6834289126104819,False,13
2025-05-04 14:00:00,Jupiler Pro League,home,home,70,10,60,1.56,0.6169441153508937,True,13
2025-05-04 15:15:00,Ligue 1,home,away,46,9,37,2.23,0.6300404798675324,False,13
2025-05-04 15:15:00,Ligue 1,home,home,80,6,74,1.42,0.7410493066249885,True,13
2025-05-04 15:15:00,Ligue 1,home,away,96,21,75,1.6,0.6269395479325064,False,13
2025-05-04 16:00:00,Serie A,home,home,88,14,74,1.83,0.5758426833121106,True,13
2025-05-04 16:30:00,La Liga,away,away,94,20,74,2.32,0.6004213594690209,True,13
2025-05-04 19:30:00,Primeira Liga,home,home,107,12,95,1.23,0.8093111822293938,True,13
2025-05-05 18:30:00,Primeira Liga,away,home,19,4,15,3.09,0.47872986036713394,False,13
2025-05-05 18:45:00,Serie A,away,away,126,9,117,1.79,0.6165678475016455,True,13
2025-05-05 19:00:00,La Liga,away,home,77,11,66,4.43,0.5991620355655569,False,13
2025-05-05 19:15:00,Primeira Liga,away,away,26,22,4,3.39,0.44862085738757607,True,13
2025-05-09 18:00:00,Eredivisie,away,away,78,7,71,2.78,0.6634448420632155,True,13
2025-05-09 18:30:00,Serie B,home,away,54,5,49,2.51,0.590150685855196,False,13
2025-05-09 18:30:00,Serie B,home,home,40,16,24,1.98,0.5161465862139077,True,13
2025-05-09 18:30:00,Serie B,away,home,24,7,17,3.46,0.5044419972380094,False,13
2025-05-09 18:30:00,Serie B,away,away,30,26,4,3.17,0.5053698111998642,True,13
2025-05-09 18:30:00,Serie B,home,away,100,2,98,2.11,0.7224857894955772,False,13
2025-05-09 18:30:00,Serie B,away,home,29,4,25,4.32,0.5516321229742689,False,13
2025-05-09 18:30:00,Serie B,away,away,100,7,93,1.89,0.6165988679417281,True,13
2025-05-09 18:30:00,Serie B,away,home,87,7,80,2.55,0.6242689442835674,False,13
2025-05-09 18:45:00,Serie A,away,home,40,38,2,3.19,0.5703888487003489,False,13
2025-05-09 18:45:00,Jupiler Pro League,home,home,37,16,21,1.69,0.5319561481054379,True,13
2025-05-09 19:00:00,La Liga,away,away,67,13,54,3.25,0.592458047694502,True,13
2025-05-10 12:00:00,La Liga,home,home,51,1,50,2.08,0.6132203506442555,True,13
2025-05-10 13:00:00,Serie A,home,home,78,2,76,1.84,0.6394249177253691,True,13
2025-05-10 13:30:00,Bundesliga,away,away,94,9,85,2.43,0.6888124722418416,True,13
2025-05-10 13:30:00,Bundesliga,home,away,40,11,29,2.31,0.6181987841954897,False,13
2025-05-10 13:30:00,Bundesliga,away,away,96,6,90,2.2,0.6852760500771085,True,13
2025-05-10 14:00:00,Jupiler Pro League,away,home,94,4,90,1.66,0.6426177402121775,False,13
2025-05-10 14:15:00,La Liga,home,home,72,11,61,1.96,0.587703609780439,True,13
2025-05-10 14:30:00,Eredivisie,away,home,102,6,96,2.04,0.6755827794889446,False,13
2025-05-10 14:30:00,Primeira Liga,home,home,15,12,3,2.22,0.5256108186182183,True,13
2025-05-10 16:30:00,La Liga,home,home,77,10,67,1.39,0.720748370577407,True,13
2025-05-10 16:30:00,Bundesliga,home,home,114,9,105,1.2,0.7506442560551404,True,13
2025-05-10 16:30:00,La Liga,away,away,122,4,118,2.52,0.695123082001334,True,13
2025-05-10 16:45:00,Eredivisie,away,home,21,18,3,4.43,0.4743429094477587,False,13
2025-05-10 18:45:00,Serie A,away,home,81,9,72,3.68,0.6026605377153322,False,14
2025-05-10 18:45:00,Jupiler Pro League,away,away,108,17,91,2.24,0.6783336816518526,True,14
2025-05-10 19:00:00,Eredivisie,away,away,90,5,85,2.65,0.6352299049553445,True,14
2025-05-10 19:00:00,Ligue 1,home,away,23,7,16,2.07,0.5263780505859624,False,14
2025-05-10 19:00:00,Ligue 1,away,home,117,6,111,2.06,0.6903221296257389,False,14
2025-05-10 19:00:00,Ligue 1,away,away,145,2,143,1.52,0.8939443006890234,True,14
2025-05-10 19:00:00,Ligue 1,away,home,121,9,112,1.82,0.5979861952791219,False,14
2025-05-10 19:00:00,Ligue 1,away,home,125,5,120,1.85,0.7590528786057031,False,14
2025-05-10 19:00:00,Ligue 1,away,away,124,4,120,1.54,0.6692099397779767,True,14
2025-05-10 19:00:00,La Liga,home,home,95,3,92,1.91,0.675443150205447,True,14
2025-05-10 19:00:00,Ligue 1,home,home,51,35,16,1.94,0.5210104757885199,True,14
2025-05-10 19:30:00,Primeira Liga,away,home,138,4,134,1.61,0.7167941796802573,False,14
2025-05-11 10:30:00,Serie A,home,away,77,11,66,1.59,0.7374503587805624,False,14
2025-05-11 11:30:00,Jupiler Pro League,away,away,22,8,14,2.82,0.5285386104568257,True,14
2025-05-11 12:00:00,La Liga,away,home,74,5,69,3.46,0.5938075767182889,False,14
2025-05-11 12:30:00,Eredivisie,away,away,69,54,15,2.31,0.48333413249937685,True,14
2025-05-11 12:30:00,Eredivisie,away,home,96,23,73,3.91,0.6129102549208867,False,14
2025-05-11 13:30:00,Bundesliga,home,away,66,39,27,3.04,0.6303835197801161,False,14
2025-05-11 14:15:00,La Liga,home,home,62,46,16,1.93,0.5298068520455507,True,14
2025-05-11 14:30:00,Primeira Liga,home,away,26,11,15,2.13,0.5456759317310655,False,14
2025-05-11 14:45:00,Eredivisie,home,home,80,18,62,1.76,0.5741983700294492,True,14
2025-05-11 14:45:00,Eredivisie,home,away,111,4,107,1.29,0.7895612969245164,False,14
