date,league,side,actual,won,odds,model_prob,mkt_prob,ev,fold
2025-09-24 19:30:00,La Liga,home,home,True,1.85,0.6856767786971661,0.5405405405405405,0.2685020405897576,Fold2 (2025-26)
2025-09-25 17:30:00,La Liga,home,draw,False,2.02,0.7095606644618608,0.4953764861294584,0.43236646132700995,Fold2 (2025-26)
2025-09-28 13:00:00,Serie A,away,draw,False,2.25,0.5433834189933208,0.4446939921392476,0.22192660255947505,Fold2 (2025-26)
2025-10-05 12:00:00,La Liga,home,home,True,2.42,0.5464598959081086,0.41257367387033406,0.3245147000820343,Fold2 (2025-26)
2025-10-19 12:00:00,La Liga,away,draw,False,2.0,0.6128227773869253,0.5011933174224343,0.22272735107200803,Fold2 (2025-26)
2025-10-20 19:00:00,La Liga,home,draw,False,2.32,0.5376094320498648,0.43088803088803085,0.24767780377163984,Fold2 (2025-26)
2025-10-24 19:00:00,La Liga,home,home,True,2.13,0.5802874861899853,0.4701492537313433,0.2342622722136194,Fold2 (2025-26)
2025-10-25 14:15:00,La Liga,home,home,True,2.16,0.569639908828348,0.46373365041617115,0.22837734185805325,Fold2 (2025-26)
2025-10-26 15:30:00,Primeira Liga,home,home,True,2.02,0.6030103137874624,0.4945015963107485,0.21943046956015522,Fold2 (2025-26)
2025-10-26 20:30:00,Primeira Liga,home,home,True,1.52,0.7951016300281232,0.6585824796153043,0.20729241156333744,Fold2 (2025-26)
2025-11-01 18:00:00,Primeira Liga,home,away,False,2.38,0.5324078308126218,0.4193548387096774,0.26958790424548296,Fold2 (2025-26)
2025-11-02 14:00:00,Serie A,home,draw,False,2.01,0.6007817227007556,0.4969841134992779,0.20885498425822102,Fold2 (2025-26)
2025-11-03 20:45:00,Primeira Liga,home,home,True,2.22,0.5563119357486924,0.4512877939529675,0.23272098914040296,Fold2 (2025-26)
2025-11-08 13:00:00,La Liga,home,home,True,2.38,0.5058168104411099,0.4193548387096774,0.20617854797495472,Fold2 (2025-26)
2025-11-23 16:15:00,Ligue 1,home,home,True,1.9,0.7139632715900944,0.5256916996047432,0.3581406594909313,Fold2 (2025-26)
2025-11-30 16:15:00,Ligue 1,away,away,True,1.93,0.6355930099686734,0.517875474669351,0.22730857330998688,Fold2 (2025-26)
2025-12-06 20:30:00,Primeira Liga,away,away,True,2.32,0.5624600321775771,0.43029595015576316,0.30714693450861397,Fold2 (2025-26)
2025-12-07 14:00:00,Serie A,away,home,False,1.73,0.7207753468518124,0.577454180266131,0.2481948723959866,Fold2 (2025-26)
2025-12-08 19:45:00,Serie A,away,away,True,1.77,0.7077759571653908,0.5657627796668286,0.25101187742005937,Fold2 (2025-26)
2025-12-08 20:00:00,Premier League,away,away,True,1.69,0.7238406320096963,0.5918858330143802,0.22293961374829885,Fold2 (2025-26)
2025-12-14 14:00:00,Premier League,away,home,False,2.22,0.5515942715127032,0.45092838196286467,0.22324141388405372,Fold2 (2025-26)
2025-12-20 13:00:00,La Liga,away,draw,False,2.29,0.545008174589192,0.4359404280501035,0.2501895660995066,Fold2 (2025-26)
2025-12-21 15:15:00,La Liga,away,away,True,1.85,0.6931727237874569,0.5407114624505929,0.2819641748408377,Fold2 (2025-26)
2025-12-27 14:00:00,Serie A,away,away,True,1.89,0.6805892531028626,0.5292652552926526,0.285913341744938,Fold2 (2025-26)
2026-01-03 16:00:00,Ligue 1,home,away,False,2.22,0.5680060299908235,0.45051194539249145,0.260801263540237,Fold2 (2025-26)
2026-01-06 20:00:00,Premier League,away,away,True,2.44,0.6400006045592245,0.40930979133226325,0.5636093201584189,Fold2 (2025-26)
2026-01-07 19:30:00,Premier League,away,draw,False,2.36,0.6411361770108915,0.42285270112708895,0.5162163450818236,Fold2 (2025-26)
2026-01-09 20:00:00,La Liga,away,away,True,2.48,0.5702414853228845,0.40293767368003175,0.41521014928901123,Fold2 (2025-26)
2026-01-15 17:30:00,Serie A,away,away,True,2.28,0.5802602053232646,0.43812451960030746,0.3244184686413458,Fold2 (2025-26)
2026-01-25 14:30:00,Bundesliga,away,away,True,2.27,0.5322779694871194,0.43963204292832503,0.21073515465727488,Fold2 (2025-26)
2026-01-31 14:30:00,Bundesliga,away,away,True,2.27,0.5416189468500434,0.44113461720899344,0.22778609005296957,Fold2 (2025-26)
2026-01-31 15:00:00,Premier League,away,away,True,2.47,0.4894332366220208,0.4041204437400951,0.2111073423862555,Fold2 (2025-26)
2026-01-31 16:00:00,Ligue 1,away,draw,False,1.9,0.6421776760425678,0.5261599210266535,0.2204990353304337,Fold2 (2025-26)
2026-02-07 15:00:00,Premier League,away,draw,False,2.49,0.6273340938135461,0.4020260838352012,0.560431322836016,Fold2 (2025-26)
2026-02-07 15:00:00,Premier League,away,away,True,2.32,0.623698584488538,0.43088803088803085,0.4474725213488473,Fold2 (2025-26)
2026-02-07 15:30:00,Primeira Liga,away,away,True,2.23,0.5702158940403779,0.4484202512371526,0.27161048696440804,Fold2 (2025-26)
2026-02-08 14:00:00,Ligue 1,away,draw,False,2.21,0.5588947142552767,0.4527177959791511,0.2345322388895339,Fold2 (2025-26)
2026-02-08 16:15:00,Ligue 1,away,home,False,2.23,0.600083921171006,0.4484202512371526,0.3382177087574132,Fold2 (2025-26)
2026-02-10 19:30:00,Premier League,away,away,True,2.29,0.5470625651890579,0.4365343242714649,0.2531948457937514,Fold2 (2025-26)
2026-02-11 20:15:00,Premier League,away,away,True,1.88,0.7110776743643218,0.5326961294596385,0.3348654796602928,Fold2 (2025-26)
2026-02-14 17:00:00,Serie A,away,away,True,2.29,0.5455361176466956,0.4365343242714649,0.24969810462704056,Fold2 (2025-26)
2026-02-15 13:00:00,La Liga,away,away,True,2.36,0.5322152607944546,0.4240687679083095,0.2550211217382745,Fold2 (2025-26)
2026-02-20 19:45:00,Ligue 1,away,home,False,1.97,0.6208684751670716,0.5082095387021109,0.2216781226748994,Fold2 (2025-26)
2026-02-21 19:45:00,Serie A,away,draw,False,2.48,0.5768005601142724,0.40293767368003175,0.431488286628426,Fold2 (2025-26)
2026-02-28 17:30:00,Bundesliga,away,away,True,1.77,0.7331791440931538,0.5653773669568339,0.2967960639095255,Fold2 (2025-26)
2026-03-01 14:00:00,Serie A,away,home,False,2.16,0.5571226305769468,0.46400294605045117,0.20068770105690392,Fold2 (2025-26)
2026-03-01 16:15:00,Ligue 1,away,away,True,2.2,0.5857594972983822,0.45434298440979953,0.28924516807340006,Fold2 (2025-26)
2026-03-02 19:45:00,Serie A,away,home,False,2.48,0.560673102367592,0.403040304030403,0.3911092681323953,Fold2 (2025-26)
2026-03-06 20:00:00,La Liga,away,away,True,2.38,0.5233173017167031,0.41929720071471116,0.24808203065673928,Fold2 (2025-26)
2026-03-07 20:05:00,Ligue 1,away,away,True,2.34,0.5441305704757703,0.42702468601126026,0.2742368024630364,Fold2 (2025-26)
2026-03-08 15:30:00,Primeira Liga,away,draw,False,1.96,0.6718058138966322,0.5109501319394255,0.3148167930726291,Fold2 (2025-26)
2026-03-14 15:00:00,Premier League,away,draw,False,1.85,0.7689194648491778,0.539701816903434,0.4247116477407682,Fold2 (2025-26)
2026-03-14 15:00:00,Premier League,away,away,True,2.22,0.5888685605405962,0.45051194539249145,0.307109759381778,Fold2 (2025-26)
2026-03-14 18:00:00,Ligue 1,away,away,True,2.43,0.635424737625365,0.41212601545472566,0.5418214667284695,Fold2 (2025-26)
2026-03-14 20:00:00,Premier League,away,draw,False,1.76,0.6949731593235651,0.5692192187805826,0.22092356757099774,Fold2 (2025-26)
2026-03-16 19:45:00,Serie A,away,away,True,2.06,0.7643119134345094,0.48519443453442745,0.5752693333506835,Fold2 (2025-26)
2026-03-21 12:30:00,Premier League,away,home,False,2.27,0.5547889390253304,0.4407039020657995,0.25887004046199125,Fold2 (2025-26)
2026-03-21 17:30:00,Premier League,away,home,False,2.38,0.5435478548583701,0.41929720071471116,0.29633075043636836,Fold2 (2025-26)
2026-04-04 13:30:00,Bundesliga,away,away,True,2.01,0.6545964773112586,0.49799419006778256,0.3144660929119689,Fold2 (2025-26)
2026-04-04 16:00:00,Serie A,away,away,True,2.21,0.5843770678093846,0.4527177959791511,0.29081974024342694,Fold2 (2025-26)
2026-04-04 17:00:00,Ligue 1,away,away,True,2.47,0.49906792095155833,0.4041204437400951,0.2349484632173855,Fold2 (2025-26)
2026-04-05 13:00:00,Serie A,away,away,True,2.36,0.5720050677353897,0.42285270112708895,0.3527288963999613,Fold2 (2025-26)
2026-04-06 19:00:00,La Liga,away,home,False,2.35,0.6467125816354788,0.42538593481989706,0.5202961092479201,Fold2 (2025-26)
