date,match_id,league,outcome,actual,ws_home,ws_away,ws_dominant,ws_weak,ws_gap,odds,p_elo,p_market,won
2024-10-26 13:00:00,1697,Serie A,home,home,115,4,115,4,111,1.41,0.6751055087892857,0.7093184979137691,True
2024-10-26 13:00:00,6657,Serie B,home,home,56,11,56,11,45,1.93,0.5412624031937463,0.5185185185185186,True
2024-10-26 13:00:00,6655,Serie B,home,home,30,27,30,27,3,1.97,0.4730002100486095,0.5088777796931563,True
2024-10-26 13:30:00,1371,Bundesliga,away,home,14,123,123,14,109,1.93,0.5753441887535513,0.5186936112128375,False
2024-10-26 13:30:00,1373,Bundesliga,home,home,83,2,83,2,81,1.32,0.5933846604859576,0.7588317816605025,True
2024-10-26 13:30:00,1374,Bundesliga,home,home,63,21,63,21,42,1.94,0.5406304980980176,0.5158730158730157,True
2024-10-26 14:00:00,6337,Jupiler Pro League,home,away,19,10,19,10,9,2.26,0.4958443717060168,0.44155844155844154,False
2024-10-26 14:15:00,969,La Liga,home,home,37,11,37,11,26,2.22,0.5627048116936175,0.45121263395375066,True
2024-10-26 14:30:00,5442,Eredivisie,home,home,11,11,11,11,0,2.11,0.5338016248983539,0.473491773308958,True
2024-10-26 14:30:00,7026,Primeira Liga,away,home,11,32,32,11,21,2.49,0.5061561949783676,0.4012133468149647,False
2024-10-26 15:00:00,2068,Ligue 1,away,home,6,17,17,6,11,3.19,0.5157517386828814,0.3138041733547351,False
2024-10-26 15:15:00,6659,Serie B,home,home,79,6,79,6,73,1.95,0.6027365949895315,0.5116751269035532,True
2024-10-26 15:15:00,6658,Serie B,away,home,10,16,16,10,6,3.27,0.488731308157508,0.3056915790318696,False
2024-10-26 16:15:00,6338,Jupiler Pro League,away,away,5,22,22,5,17,2.67,0.5210982644970484,0.3739565943238731,True
2024-10-26 16:30:00,970,La Liga,away,home,11,64,64,11,53,2.68,0.5711333691929198,0.3735144312393888,False
2024-10-26 16:45:00,5448,Eredivisie,home,home,121,5,121,5,116,1.15,0.7164388531746329,0.8709270789564154,True
2024-10-26 17:00:00,2069,Ligue 1,home,away,45,4,45,4,41,2.01,0.5569803164262648,0.49843695727683224,False
2024-10-26 17:00:00,7027,Primeira Liga,away,away,11,64,64,11,53,2.33,0.5555513616086283,0.42834645669291344,True
2024-10-26 18:00:00,5453,Eredivisie,home,home,78,1,78,1,77,1.81,0.6295132305115084,0.5539358600583091,True
2024-10-26 18:45:00,1698,Serie A,home,home,101,2,101,2,99,1.35,0.564351908928,0.7412398921832885,True
2024-10-26 18:45:00,6339,Jupiler Pro League,away,home,8,15,15,8,7,2.73,0.5149952694461559,0.36649214659685864,False
2024-10-26 19:00:00,5458,Eredivisie,away,home,15,48,48,15,33,3.07,0.5532539797412778,0.32611264277274515,False
2024-10-26 19:00:00,971,La Liga,home,away,59,48,59,48,11,2.0,0.4935430280982924,0.5011933174224343,False
2024-10-26 19:00:00,2070,Ligue 1,away,away,23,26,26,23,3,3.51,0.48377991598192704,0.28526829268292686,True
2024-10-26 19:30:00,7028,Primeira Liga,away,away,12,145,145,12,133,1.38,0.6242673289191562,0.7242136064374544,True
2024-10-27 11:15:00,5464,Eredivisie,away,away,60,69,69,60,9,1.95,0.44706295861419154,0.513157894736842,True
2024-10-27 12:00:00,972,La Liga,away,home,12,52,52,12,40,2.17,0.5429644372146025,0.4612804025719877,False
2024-10-27 12:30:00,6340,Jupiler Pro League,home,home,37,26,37,26,11,1.73,0.5223829323635508,0.579116955499434,True
2024-10-27 13:00:00,1700,Serie A,home,home,96,2,96,2,94,1.47,0.5897484345258306,0.6803939122649956,True
2024-10-27 13:30:00,5470,Eredivisie,home,home,99,3,99,3,96,1.34,0.5666567213288154,0.7480079367578973,True
2024-10-27 14:00:00,6662,Serie B,home,home,30,8,30,8,22,1.73,0.49222138635327656,0.5770665220044755,True
2024-10-27 14:00:00,6660,Serie B,away,home,7,24,24,7,17,3.75,0.4956748082207627,0.2663378545006165,False
2024-10-27 14:30:00,1376,Bundesliga,away,away,3,145,145,3,142,1.2,0.715941444278041,0.832159774676738,True
2024-10-27 15:00:00,2072,Ligue 1,away,away,10,37,37,10,27,2.23,0.5270164854190481,0.4485336400230017,True
2024-10-27 15:00:00,2074,Ligue 1,away,home,16,119,119,16,103,2.05,0.6068526158734404,0.4866595517609392,False
2024-10-27 15:00:00,2073,Ligue 1,home,home,23,12,23,12,11,1.95,0.5138180865217258,0.5116751269035532,True
2024-10-27 15:00:00,6341,Jupiler Pro League,home,home,82,2,82,2,80,1.75,0.5556039021328186,0.5704256252742431,True
2024-10-27 15:30:00,7029,Primeira Liga,home,home,92,5,92,5,87,1.4,0.6313895062768239,0.7151598592626587,True
2024-10-27 15:45:00,5475,Eredivisie,home,home,98,7,98,7,91,1.25,0.5791081878168814,0.8012162051113485,True
2024-10-27 16:30:00,974,La Liga,away,home,12,93,93,12,81,2.36,0.5733008221879595,0.423076923076923,False
2024-10-27 17:30:00,6342,Jupiler Pro League,away,away,12,114,114,12,102,2.34,0.571783708801719,0.42654028436018954,True
2024-10-27 18:00:00,7030,Primeira Liga,home,home,115,3,115,3,112,1.25,0.6217100727670027,0.8025682182985554,True
2024-10-27 18:15:00,6343,Jupiler Pro League,home,away,96,9,96,9,87,1.52,0.5860942245192764,0.6590181430096052,False
2024-10-27 19:45:00,1703,Serie A,home,home,36,25,36,25,11,2.5,0.5418640866321628,0.39988968560397137,True
2024-10-27 19:45:00,2075,Ligue 1,away,away,42,93,93,42,51,1.9,0.5505895683591975,0.5257095980311731,True
2024-10-27 20:00:00,975,La Liga,home,away,27,9,27,9,18,1.75,0.47630356130163065,0.5698045584364675,False
2024-10-28 20:15:00,7032,Primeira Liga,away,away,9,137,137,9,128,1.35,0.6402604781974894,0.7404069018799897,True
2024-10-29 17:30:00,1704,Serie A,away,away,2,23,23,2,21,2.36,0.5274668126152005,0.42285270112708895,True
2024-10-29 17:30:00,1705,Serie A,away,home,14,28,28,14,14,3.68,0.5264800033104314,0.2714007782101167,False
2024-10-29 19:30:00,6665,Serie B,home,away,19,14,19,14,5,2.47,0.4984204775852728,0.4041204437400951,False
2024-10-29 19:45:00,1706,Serie A,away,away,48,92,92,48,44,2.77,0.574573026118625,0.3608184017384886,True
2024-10-30 17:00:00,5486,Eredivisie,home,away,47,39,47,39,8,2.11,0.5149962968661365,0.47291361639824303,False
2024-10-30 17:30:00,1708,Serie A,away,home,8,72,72,8,64,2.9,0.6291338804511754,0.34437086092715236,False
2024-10-30 17:30:00,1707,Serie A,away,away,9,137,137,9,128,1.5,0.5887650605436835,0.6674116604369774,True
2024-10-30 19:45:00,1710,Serie A,home,home,111,1,111,1,110,1.37,0.5734552644269714,0.7282229965156795,True
2024-10-31 17:30:00,1711,Serie A,away,away,2,121,121,2,119,1.79,0.64735676262154,0.5594817432273262,True
2024-10-31 19:45:00,1712,Serie A,home,home,39,6,39,6,33,1.92,0.47072727582220786,0.5220012055455093,True
2024-10-31 19:45:00,1713,Serie A,away,away,13,94,94,13,81,2.52,0.58103099339897,0.39616613418530355,True
2024-11-01 18:00:00,2076,Ligue 1,home,away,102,2,102,2,100,1.31,0.6319943830857772,0.7612456747404844,False
2024-11-01 19:45:00,6344,Jupiler Pro League,home,home,20,20,20,20,0,1.91,0.474078661067883,0.5231388329979879,True
2024-11-01 20:00:00,977,La Liga,away,home,2,86,86,2,84,3.77,0.6256650939001203,0.2655889145496536,False
2024-11-01 20:15:00,7033,Primeira Liga,home,home,121,4,121,4,117,1.15,0.7289153691147497,0.8732569377329836,True
2024-11-02 13:00:00,978,La Liga,home,home,74,3,74,3,71,1.8,0.6282533797218733,0.556783031374282,True
2024-11-02 14:00:00,1714,Serie A,home,home,61,7,61,7,54,1.86,0.5837363847715219,0.5362776025236593,True
2024-11-02 14:00:00,6673,Serie B,home,home,70,3,70,3,67,2.48,0.6241878890632758,0.40293767368003175,True
2024-11-02 14:30:00,1382,Bundesliga,home,away,13,13,13,13,0,2.0,0.5338659086792158,0.49982680983720124,False
2024-11-02 14:30:00,1384,Bundesliga,away,home,8,76,76,8,68,2.97,0.5867835818719653,0.33707865168539325,False
2024-11-02 14:30:00,1380,Bundesliga,home,home,83,16,83,16,67,1.22,0.5583215342589102,0.8168266285480907,True
2024-11-02 14:30:00,1381,Bundesliga,home,home,85,3,85,3,82,1.54,0.6746504588956682,0.6494236716333989,True
2024-11-02 15:00:00,6345,Jupiler Pro League,away,home,5,13,13,5,8,3.5,0.5204834744489049,0.2858844550327576,False
2024-11-02 15:15:00,979,La Liga,home,home,24,15,24,15,9,1.77,0.4931556218676812,0.5652759084791386,True
2024-11-02 15:30:00,5492,Eredivisie,away,away,5,120,120,5,115,1.78,0.5696591355408047,0.5613836121349589,True
2024-11-02 16:00:00,2078,Ligue 1,home,home,109,20,109,20,89,1.5,0.6049272693577636,0.668724279835391,True
2024-11-02 17:00:00,1715,Serie A,away,away,14,77,77,14,63,2.01,0.5692150562988438,0.4969950705651969,True
2024-11-02 17:15:00,6346,Jupiler Pro League,away,away,9,124,124,9,115,1.81,0.5717933126572683,0.5521115846571096,True
2024-11-02 17:30:00,1385,Bundesliga,away,home,30,108,108,30,78,3.27,0.61064868999273,0.3057110862262038,False
2024-11-02 17:45:00,5497,Eredivisie,away,home,47,103,103,47,56,2.6,0.5662254895213755,0.38501866709031696,False
2024-11-02 17:45:00,5502,Eredivisie,away,home,4,66,66,4,62,3.43,0.5657242199802108,0.29127725856697817,False
2024-11-02 18:00:00,2079,Ligue 1,away,away,21,29,29,21,8,2.61,0.5273239574391595,0.3835842441740565,True
2024-11-02 18:00:00,7035,Primeira Liga,away,away,8,135,135,8,127,1.19,0.7013764235804245,0.8379888268156424,True
2024-11-02 19:45:00,1716,Serie A,away,away,4,126,126,4,122,1.7,0.5796502062218714,0.5892620527978799,True
2024-11-02 20:00:00,5508,Eredivisie,home,home,73,28,73,28,45,1.72,0.5578357933313267,0.5815383774327575,True
2024-11-02 20:00:00,5514,Eredivisie,home,home,27,1,27,1,26,2.28,0.5414683384839827,0.43785365853658537,True
2024-11-02 20:00:00,2080,Ligue 1,away,home,8,90,90,8,82,2.18,0.6038876752322784,0.45971385542168675,False
2024-11-02 20:30:00,7036,Primeira Liga,home,away,50,11,50,11,39,1.83,0.5608350012902317,0.5474785570898474,False
2024-11-03 12:30:00,6348,Jupiler Pro League,home,home,73,40,73,40,33,1.79,0.5589488435018868,0.5579074690051407,True
2024-11-03 13:00:00,980,La Liga,home,home,90,2,90,2,88,1.42,0.6279397309076654,0.7030022330659168,True
2024-11-03 13:30:00,5531,Eredivisie,away,away,5,88,88,5,83,2.91,0.6417808814581836,0.34385964912280703,True
2024-11-03 13:30:00,5525,Eredivisie,home,home,13,11,13,11,2,2.06,0.5091300507339581,0.48550254909861773,True
2024-11-03 14:00:00,6680,Serie B,home,away,62,7,62,7,55,1.81,0.6011312924108132,0.5518087063151441,False
2024-11-03 14:00:00,6679,Serie B,away,away,21,55,55,21,34,3.82,0.5603649901725642,0.26164462334675104,True
2024-11-03 14:00:00,6677,Serie B,home,home,34,3,34,3,31,2.28,0.5486480462678904,0.43812451960030746,True
2024-11-03 15:00:00,6349,Jupiler Pro League,home,home,10,1,10,1,9,2.32,0.5150105497097028,0.4317656129529684,True
2024-11-03 15:15:00,981,La Liga,home,home,123,3,123,3,120,1.21,0.7244013121636723,0.8267477203647416,True
2024-11-03 15:45:00,5536,Eredivisie,away,home,11,62,62,11,51,2.76,0.5732420719142473,0.36175395858708886,False
2024-11-03 16:00:00,2083,Ligue 1,away,home,12,18,18,12,6,3.48,0.49169000790785755,0.28754298815437523,False
2024-11-03 16:00:00,2082,Ligue 1,home,home,24,22,24,22,2,3.38,0.48176276101102833,0.29609793420045905,True
2024-11-03 16:15:00,6681,Serie B,home,away,48,1,48,1,47,1.81,0.5228411799147277,0.5521115846571096,False
2024-11-03 16:15:00,6682,Serie B,home,home,90,0,90,0,90,1.65,0.6179656488974311,0.6075949367088608,True
2024-11-03 16:30:00,1387,Bundesliga,away,home,4,36,36,4,32,3.27,0.5413598518550478,0.3059482022578503,False
2024-11-03 17:30:00,982,La Liga,away,away,27,34,34,27,7,2.42,0.45615454633259456,0.41395531164249316,True
2024-11-03 17:30:00,6350,Jupiler Pro League,home,home,35,15,35,15,20,1.55,0.5328558453315732,0.6436512580456407,True
2024-11-03 19:45:00,2084,Ligue 1,away,away,7,112,112,7,105,2.22,0.579263179344322,0.45092838196286467,True
2024-11-04 17:30:00,1722,Serie A,home,away,46,15,46,15,31,1.86,0.5652711279085305,0.5389221556886227,False
2024-11-04 17:30:00,1721,Serie A,away,home,14,16,16,14,2,2.9,0.46674218049483274,0.3449691991786448,False
2024-11-04 19:45:00,1723,Serie A,home,home,107,4,107,4,103,1.64,0.6155132167957951,0.6112852664576802,True
2024-11-04 20:00:00,984,La Liga,away,home,7,17,17,7,10,4.11,0.5153402658200619,0.24307518371961562,False
2024-11-04 20:15:00,7041,Primeira Liga,away,home,6,75,75,6,69,2.78,0.6331433905061414,0.3595989725743641,False
2024-11-08 19:00:00,5542,Eredivisie,home,home,92,2,92,2,90,1.57,0.6575066763674008,0.6355932203389831,True
2024-11-08 19:45:00,6352,Jupiler Pro League,away,home,7,82,82,7,75,3.0,0.5792436522985027,0.3338709677419355,False
2024-11-08 19:45:00,2085,Ligue 1,home,away,84,22,84,22,62,1.53,0.5759076143147741,0.6543046357615894,False
2024-11-08 20:00:00,985,La Liga,home,away,58,1,58,1,57,1.97,0.597648737756152,0.507172131147541,False
2024-11-08 20:15:00,7042,Primeira Liga,home,home,27,1,27,1,26,2.27,0.5389132028055157,0.44113461720899344,True
2024-11-09 13:00:00,986,La Liga,home,home,82,16,82,16,66,1.32,0.5662549112810306,0.7564469914040115,True
2024-11-09 14:00:00,1726,Serie A,away,away,12,38,38,12,26,3.38,0.5227381382513123,0.29609793420045905,True
2024-11-09 14:00:00,6687,Serie B,home,home,63,13,63,13,50,2.25,0.636534238174591,0.4439252336448598,True
2024-11-09 14:00:00,6686,Serie B,away,home,4,32,32,4,28,4.47,0.5295951831872798,0.2238966630785791,False
2024-11-09 14:00:00,6685,Serie B,away,away,4,129,129,4,125,2.24,0.675676171547409,0.4469434832756632,True
2024-11-09 14:00:00,6684,Serie B,away,away,4,15,15,4,11,3.39,0.4856089797913278,0.2948717948717948,True
2024-11-09 14:30:00,1390,Bundesliga,away,away,7,134,134,7,127,1.26,0.6785826212651317,0.7913043478260869,True
2024-11-09 14:30:00,1392,Bundesliga,home,home,65,10,65,10,55,1.68,0.5850925250397596,0.5964499519258584,True
2024-11-09 14:30:00,1391,Bundesliga,away,home,11,102,102,11,91,2.0,0.5540290058539434,0.49930651872399445,False
2024-11-09 15:00:00,6353,Jupiler Pro League,away,away,10,113,113,10,103,2.26,0.6031296017961738,0.44155844155844154,True
2024-11-09 15:15:00,987,La Liga,home,home,83,3,83,3,80,1.65,0.6262614507050408,0.607741694196846,True
2024-11-09 15:30:00,5547,Eredivisie,away,home,11,31,31,11,20,3.04,0.5437248821767104,0.32914725541827017,False
2024-11-09 16:00:00,2086,Ligue 1,away,away,9,92,92,9,83,2.05,0.5599345944243146,0.4885133350937418,True
2024-11-09 16:15:00,6688,Serie B,away,home,9,83,83,9,74,2.02,0.5643156589933791,0.4945015963107485,False
2024-11-09 17:45:00,5553,Eredivisie,away,home,4,86,86,4,82,2.97,0.5941117407078151,0.3371104815864023,False
2024-11-09 18:00:00,2087,Ligue 1,home,home,51,16,51,16,35,1.72,0.5663711310125854,0.5811043763554469,True
2024-11-09 19:00:00,5560,Eredivisie,away,away,24,136,136,24,112,1.45,0.6722551034655967,0.6885593220338984,True
2024-11-09 19:45:00,6355,Jupiler Pro League,away,home,10,43,43,10,33,3.33,0.563757066515258,0.30051916932907347,False
2024-11-09 19:45:00,1728,Serie A,home,home,84,4,84,4,80,1.67,0.6231526342024545,0.5977229601518026,True
2024-11-09 20:00:00,988,La Liga,away,home,6,36,36,6,30,2.76,0.550521426709039,0.36189683860232946,False
2024-11-09 20:00:00,2088,Ligue 1,away,away,1,143,143,1,142,1.31,0.6693030617588107,0.7656328303357648,True
2024-11-09 20:00:00,5567,Eredivisie,away,away,4,99,99,4,95,2.04,0.5938628768720404,0.489795918367347,True
2024-11-09 20:30:00,7046,Primeira Liga,away,away,13,15,15,13,2,2.68,0.5002818083821137,0.37281553398058254,True
2024-11-10 11:15:00,5572,Eredivisie,away,away,8,136,136,8,128,1.49,0.7070032529115532,0.6697674418604651,True
2024-11-10 11:30:00,1729,Serie A,home,home,111,3,111,3,108,1.54,0.5984818974554721,0.6485017704889973,True
2024-11-10 12:30:00,6356,Jupiler Pro League,away,away,9,54,54,9,45,2.4,0.5398082154661836,0.41651705565529623,True
2024-11-10 13:30:00,5584,Eredivisie,away,home,9,48,48,9,39,2.83,0.5652029104227678,0.3530351437699681,False
2024-11-10 14:00:00,1730,Serie A,home,home,100,2,100,2,98,1.53,0.6589496279685081,0.6543046357615894,True
2024-11-10 14:00:00,6691,Serie B,away,away,5,76,76,5,71,2.97,0.5903389848652122,0.3364485981308411,True
2024-11-10 14:00:00,6690,Serie B,away,away,5,90,90,5,85,2.7,0.5724102088771799,0.3703703703703704,True
2024-11-10 14:00:00,1731,Serie A,away,away,27,58,58,27,31,3.58,0.5555103994643369,0.2796610169491525,True
2024-11-10 15:00:00,6357,Jupiler Pro League,home,home,30,7,30,7,23,1.99,0.513211289105575,0.5022421524663677,True
2024-11-10 15:15:00,990,La Liga,away,away,4,77,77,4,73,2.47,0.5694536330203039,0.4049281314168378,True
2024-11-10 15:30:00,7047,Primeira Liga,away,home,11,21,21,11,10,3.51,0.5317182533384186,0.28526829268292686,False
2024-11-10 15:45:00,5590,Eredivisie,home,away,73,20,73,20,53,1.65,0.5510098817520375,0.6046811624762779,False
2024-11-10 16:00:00,2091,Ligue 1,away,home,5,92,92,5,87,2.63,0.6211992548462272,0.38049560351718625,False
2024-11-10 16:00:00,2092,Ligue 1,away,away,6,81,81,6,75,2.37,0.5715751547174437,0.42217898832684825,True
2024-11-10 16:00:00,2090,Ligue 1,home,away,20,18,20,18,2,2.46,0.47969206694174754,0.40590405904059046,False
2024-11-10 16:15:00,6692,Serie B,away,away,7,31,31,7,24,2.94,0.536623322134643,0.34039003024298675,True
2024-11-10 16:30:00,1395,Bundesliga,away,away,23,33,33,23,10,4.76,0.5359723772440678,0.21030484383766596,True
2024-11-10 16:30:00,7048,Primeira Liga,home,home,24,23,24,23,1,2.78,0.47037988653836194,0.35931729713544264,True
2024-11-10 17:00:00,1732,Serie A,away,away,2,135,135,2,133,1.85,0.6499964705491474,0.5411140583554376,True
2024-11-10 17:30:00,6358,Jupiler Pro League,away,home,24,111,111,24,87,3.4,0.6502309565128654,0.2938879125170865,False
2024-11-10 17:30:00,992,La Liga,away,away,9,18,18,9,9,3.38,0.5317787782523598,0.29555646147574394,True
2024-11-10 18:30:00,1396,Bundesliga,away,away,9,20,20,9,11,2.65,0.5109506392351383,0.3774574049803408,True
2024-11-10 18:45:00,7049,Primeira Liga,away,away,42,136,136,42,94,1.7,0.6084929131968551,0.5879059350503919,True
2024-11-10 19:45:00,2093,Ligue 1,home,home,74,3,74,3,71,1.4,0.5822925826083685,0.7155356795644564,True
2024-11-10 20:00:00,993,La Liga,away,home,20,124,124,20,104,2.0,0.6821442640662412,0.49982680983720124,False
2024-11-10 20:45:00,7050,Primeira Liga,away,home,47,63,63,47,16,4.07,0.5375764070014576,0.24591988130563794,False
2024-11-22 18:00:00,2094,Ligue 1,home,home,84,4,84,4,80,1.67,0.619182098891491,0.600404620505123,True
2024-11-22 19:30:00,1397,Bundesliga,home,home,115,6,115,6,109,1.19,0.6628036314168011,0.8426966292134831,True
2024-11-22 20:00:00,2095,Ligue 1,home,home,112,16,112,16,96,1.48,0.6635405635575808,0.6763403836694539,True
2024-11-22 20:00:00,994,La Liga,home,home,24,17,24,17,7,1.74,0.5286592191493015,0.5762265393480409,True
2024-11-23 13:00:00,995,La Liga,away,home,7,74,74,7,67,3.26,0.6309236638793545,0.3066287108580724,False
2024-11-23 14:00:00,6696,Serie B,home,home,99,4,99,4,95,1.67,0.6754189559321062,0.5998796228181635,True
2024-11-23 14:00:00,6694,Serie B,away,home,5,101,101,5,96,2.5,0.6810838708480762,0.3997567403202919,False
2024-11-23 14:00:00,1734,Serie A,away,away,4,146,146,4,142,1.48,0.6874639971970504,0.6756756756756757,True
2024-11-23 14:30:00,1400,Bundesliga,away,home,4,46,46,4,42,3.34,0.5565927604325777,0.2989949748743718,False
2024-11-23 14:30:00,1401,Bundesliga,home,home,85,3,85,3,82,1.26,0.6236858189295883,0.7907542579075426,True
2024-11-23 14:30:00,1402,Bundesliga,home,home,74,12,74,12,62,1.35,0.6415369302987773,0.7418011452368558,True
2024-11-23 14:30:00,1399,Bundesliga,away,home,7,120,120,7,113,2.27,0.6481106256922013,0.44134505158578524,False
2024-11-23 14:30:00,1398,Bundesliga,home,home,41,12,41,12,29,1.84,0.4757496384254849,0.5424476295479603,True
2024-11-23 15:00:00,6361,Jupiler Pro League,home,home,99,3,99,3,96,1.43,0.5789575987609679,0.6997667444185273,True
2024-11-23 15:15:00,996,La Liga,home,home,107,2,107,2,105,1.54,0.6706083735735321,0.6485017704889973,True
2024-11-23 15:30:00,5595,Eredivisie,home,home,70,14,70,14,56,1.59,0.6077158231703983,0.629757785467128,True
2024-11-23 16:00:00,2096,Ligue 1,away,away,5,35,35,5,30,3.44,0.5054324218884717,0.2906808305166586,True
2024-11-23 17:15:00,6362,Jupiler Pro League,home,home,17,9,17,9,8,2.65,0.5148802492998715,0.3773824650571791,True
2024-11-23 17:30:00,998,La Liga,home,home,66,3,66,3,63,1.68,0.579954079309518,0.5963302752293578,True
2024-11-23 17:30:00,1403,Bundesliga,home,home,51,12,51,12,39,1.83,0.5590291472552333,0.54584017471928,True
2024-11-23 17:30:00,997,La Liga,away,away,14,49,49,14,35,2.9,0.5477137519760783,0.3449691991786448,True
2024-11-23 17:45:00,5601,Eredivisie,home,home,101,5,101,5,96,1.35,0.6468390923706616,0.7427413909520594,True
2024-11-23 18:00:00,2097,Ligue 1,home,home,28,6,28,6,22,2.37,0.5383612737102912,0.4212076583210604,True
2024-11-23 19:45:00,6363,Jupiler Pro League,home,home,92,4,92,4,88,1.72,0.665716854078483,0.5830841520717642,True
2024-11-23 19:45:00,1736,Serie A,away,away,6,131,131,6,125,1.64,0.639477653525659,0.6098741529525653,True
2024-11-23 20:00:00,5612,Eredivisie,away,away,22,78,78,22,56,1.9,0.5702486067091275,0.5263157894736842,True
2024-11-23 20:00:00,5617,Eredivisie,home,home,123,7,123,7,116,1.2,0.725685874385283,0.8325171400587659,True
2024-11-24 11:15:00,5623,Eredivisie,away,away,22,86,86,22,64,3.43,0.6595593724772784,0.2916053019145803,True
2024-11-24 12:30:00,6364,Jupiler Pro League,home,home,92,2,92,2,90,1.52,0.6436790348135581,0.6590181430096052,True
2024-11-24 13:30:00,5629,Eredivisie,away,away,16,80,80,16,64,2.75,0.5573002948331126,0.36352509179926557,True
2024-11-24 14:00:00,1739,Serie A,away,away,6,122,122,6,116,2.01,0.6868305022360196,0.4971246449109679,True
2024-11-24 14:00:00,6699,Serie B,home,home,70,12,70,12,58,1.72,0.5639763355060695,0.5813953488372092,True
2024-11-24 14:00:00,6700,Serie B,home,home,66,1,66,1,65,2.01,0.69927796674783,0.4966887417218543,True
2024-11-24 14:00:00,6701,Serie B,home,home,50,5,50,5,45,1.91,0.5956444012667421,0.5223880597014926,True
2024-11-24 14:00:00,2099,Ligue 1,home,home,76,15,76,15,61,1.93,0.6213330196994139,0.5182625863770978,True
2024-11-24 14:30:00,1404,Bundesliga,away,away,1,96,96,1,95,2.44,0.612273468579523,0.41002004008016035,True
2024-11-24 15:15:00,1001,La Liga,home,home,10,8,10,8,2,2.11,0.47362343412815106,0.47291361639824303,True
2024-11-24 15:45:00,5640,Eredivisie,home,home,114,5,114,5,109,1.18,0.6747916227452491,0.850873264666368,True
2024-11-24 16:00:00,2100,Ligue 1,home,away,25,19,25,19,6,1.94,0.5320358309601804,0.5141647343482206,False
2024-11-24 16:00:00,2101,Ligue 1,home,home,67,2,67,2,65,1.81,0.5503653344084172,0.5513993621650621,True
2024-11-24 16:30:00,1405,Bundesliga,home,home,54,1,54,1,53,2.02,0.575998468426363,0.49533204157125243,True
2024-11-24 17:00:00,1740,Serie A,home,home,102,11,102,11,91,1.8,0.6494384446207567,0.556783031374282,True
2024-11-24 17:30:00,1002,La Liga,away,away,7,118,118,7,111,1.44,0.6706248289004739,0.6934812760055478,True
2024-11-24 17:30:00,6366,Jupiler Pro League,home,home,34,7,34,7,27,2.08,0.5093428839430975,0.48123637198270913,True
2024-11-24 18:15:00,6367,Jupiler Pro League,home,home,27,16,27,16,11,1.86,0.532725707271797,0.5381855458739108,True
2024-11-24 19:45:00,1741,Serie A,home,home,73,21,73,21,52,1.9,0.540715369111082,0.5263157894736842,True
2024-11-24 19:45:00,2102,Ligue 1,home,home,59,1,59,1,58,1.83,0.5783578751903096,0.5477819635580841,True
2024-11-24 20:00:00,1003,La Liga,away,home,17,24,24,17,7,3.7,0.49405135399577704,0.2705438666137356,False
2024-11-25 19:45:00,1743,Serie A,away,away,12,16,16,12,4,3.57,0.522698667649923,0.27982899339292655,True
2024-11-29 19:30:00,6703,Serie B,away,away,4,142,142,4,138,1.74,0.677672823679691,0.5745239658568614,True
2024-11-29 19:30:00,1406,Bundesliga,home,home,32,18,32,18,14,1.77,0.5390119729772184,0.5651484514786961,True
2024-11-29 19:45:00,2103,Ligue 1,away,away,7,30,30,7,23,2.36,0.5024953530974752,0.42285270112708895,True
2024-11-29 19:45:00,1744,Serie A,away,home,14,18,18,14,4,4.19,0.4746516352948882,0.23842794759825325,False
2024-11-29 19:45:00,6368,Jupiler Pro League,away,home,3,101,101,3,98,2.16,0.6310201936692132,0.4636078864934587,False
2024-11-29 20:00:00,1004,La Liga,home,home,49,1,49,1,48,2.21,0.5770019425993822,0.45163954018992153,True
2024-11-29 20:15:00,7051,Primeira Liga,away,home,9,39,39,9,30,3.43,0.5562347255646661,0.2916584109371904,False
2024-11-30 13:00:00,1005,La Liga,home,away,113,8,113,8,105,1.22,0.7081580627949383,0.8226071808768025,False
2024-11-30 14:00:00,6705,Serie B,away,away,5,106,106,5,101,2.21,0.6136079465765292,0.45312500000000006,True
2024-11-30 14:30:00,1408,Bundesliga,home,away,67,10,67,10,57,1.82,0.5534112628395517,0.5503156331229112,False
2024-11-30 14:30:00,1410,Bundesliga,away,home,9,29,29,9,20,3.57,0.5193110242869268,0.2804889172671714,False
2024-11-30 14:30:00,1411,Bundesliga,home,home,68,12,68,12,56,1.84,0.6271877816400584,0.5441860465116278,True
2024-11-30 14:30:00,1407,Bundesliga,away,away,14,104,104,14,90,1.97,0.556197289364182,0.5072616073735894,True
2024-11-30 15:30:00,7052,Primeira Liga,away,home,9,32,32,9,23,2.86,0.5462814190038404,0.3494910523723526,False
2024-11-30 15:30:00,5652,Eredivisie,home,home,68,2,68,2,66,1.69,0.6087327997119835,0.5928599046268849,True
2024-11-30 16:00:00,2104,Ligue 1,home,home,32,11,32,11,21,1.64,0.47082104787811296,0.6098357297414951,True
2024-11-30 17:00:00,1746,Serie A,home,home,70,1,70,1,69,1.41,0.5504662106661004,0.7077140835102618,True
2024-11-30 17:15:00,6369,Jupiler Pro League,home,home,106,3,106,3,103,1.27,0.6245138509249857,0.7874015748031497,True
2024-11-30 17:30:00,1007,La Liga,away,home,15,86,86,15,71,2.32,0.588512372434034,0.43029595015576316,False
2024-11-30 17:45:00,5657,Eredivisie,away,home,9,54,54,9,45,4.13,0.5623757580378801,0.24202420242024203,False
