w_inj,w_poss,w_xgr,w_elo_weak,odds_min,gap_min,N_all,N_F1,N_F2,WR_all_%,F1_ROI_%,F2_ROI_%,KellyF2_%,MaxDD_F2_%,Avg_ROI_%
7,7,3,8,1.9,80,474,97,150,48.9,20.1,9.6,9.0,38.8,14.9
7,0,0,12,2.0,90,257,52,83,48.2,31.7,-1.8,-4.4,41.7,14.9
7,3,0,12,1.9,90,337,68,109,50.4,26.6,3.1,0.2,44.9,14.9
3,10,8,10,1.9,90,361,73,117,51.0,24.4,5.3,2.7,42.1,14.9
0,5,8,15,1.9,90,357,72,116,51.0,25.7,4.0,1.2,40.1,14.9
10,7,0,8,1.9,80,473,97,152,48.8,20.1,9.6,9.0,38.8,14.9
10,7,0,10,2.0,90,273,53,95,48.7,29.6,0.1,-2.7,42.5,14.9
7,5,0,15,2.0,90,271,56,88,49.1,30.1,-0.4,-3.0,44.0,14.9
7,5,8,12,1.9,90,358,72,116,50.8,25.8,4.0,1.3,42.5,14.9
10,3,3,8,1.9,80,467,97,146,49.0,20.1,9.7,8.9,41.8,14.9
5,10,8,10,2.2,80,251,58,76,45.0,24.8,5.0,2.3,30.4,14.9
0,10,0,12,2.2,80,240,54,74,45.4,28.9,0.9,-2.1,33.7,14.9
3,5,5,8,2.1,80,308,70,92,46.1,23.5,6.3,4.1,35.6,14.9
5,3,0,10,1.9,110,98,22,31,51.0,7.0,22.8,21.6,25.0,14.9
5,10,8,10,1.9,90,361,73,117,51.0,24.4,5.3,2.7,42.1,14.9
0,0,8,8,2.0,90,258,47,86,48.8,30.2,-0.5,-3.1,41.7,14.9
0,5,5,8,2.1,80,306,69,91,46.1,25.3,4.6,2.2,39.4,14.9
7,5,5,12,1.9,90,355,72,116,50.7,25.8,4.0,1.3,42.5,14.9
7,3,5,10,1.9,90,344,68,113,50.6,26.6,3.1,0.2,44.9,14.9
5,10,8,8,1.9,90,359,73,117,51.0,24.4,5.3,2.7,42.1,14.9
5,7,8,15,1.9,90,361,72,118,51.0,25.7,4.2,1.4,39.6,14.9
7,3,5,8,1.9,90,341,68,113,50.4,26.6,3.1,0.2,44.9,14.9
10,0,5,12,2.0,90,266,52,90,48.1,31.7,-1.9,-4.8,43.9,14.9
7,3,3,12,1.9,90,343,68,113,50.4,26.6,3.2,0.3,44.8,14.9
3,7,8,15,1.9,90,359,72,118,51.0,25.7,4.2,1.4,39.6,14.9
10,7,0,8,2.0,90,271,53,95,48.7,29.6,0.1,-2.7,42.5,14.9
10,7,3,8,1.9,80,476,97,152,48.9,20.1,9.6,9.0,38.8,14.9
3,10,5,8,2.1,80,316,70,99,45.9,23.5,6.2,3.9,32.3,14.9
0,7,8,15,1.9,90,359,72,118,51.0,25.7,4.2,1.4,39.6,14.9
3,5,8,8,1.9,110,100,22,31,52.0,7.0,22.8,21.6,25.0,14.9
0,10,8,10,1.9,90,359,73,117,51.0,24.4,5.3,2.7,42.1,14.9
10,0,3,10,2.2,80,227,54,64,45.8,24.7,5.0,2.4,27.3,14.9
5,0,8,12,2.1,80,315,73,88,46.0,24.7,5.0,2.7,36.9,14.9
0,10,0,12,2.1,80,316,69,99,45.6,28.7,1.1,-1.8,40.6,14.9
7,0,3,10,2.0,90,258,52,83,48.1,31.7,-1.8,-4.4,41.7,14.9
10,0,8,10,2.0,90,269,52,90,48.7,31.7,-2.0,-4.9,44.0,14.8
10,10,0,10,1.9,110,126,33,41,52.4,17.4,12.2,11.3,28.3,14.8
5,3,3,12,1.9,110,102,24,31,51.0,6.8,22.8,21.6,25.0,14.8
3,5,5,12,1.9,110,106,24,31,51.9,6.8,22.8,21.6,25.0,14.8
7,10,3,12,1.9,90,362,75,119,50.8,24.1,5.5,2.9,38.3,14.8
3,10,0,8,2.2,80,232,54,71,45.7,24.5,5.1,2.4,29.8,14.8
10,0,8,8,2.0,90,267,52,90,48.7,31.7,-2.0,-4.9,44.0,14.8
0,7,3,8,2.0,80,375,75,119,46.9,23.4,6.2,4.2,38.3,14.8
10,0,3,12,2.0,90,264,52,88,48.1,31.7,-2.0,-4.8,41.6,14.8
7,0,5,10,2.1,80,308,72,89,46.1,23.2,6.4,4.3,35.4,14.8
10,10,3,10,1.9,110,128,33,41,52.3,17.4,12.2,11.3,28.3,14.8
7,0,3,15,2.2,80,232,56,64,46.1,24.5,5.0,2.4,28.3,14.8
7,10,5,12,1.9,90,362,75,119,50.8,24.1,5.5,2.9,38.3,14.8
3,5,8,10,1.9,110,105,24,31,51.4,6.8,22.8,21.6,25.0,14.8
0,5,8,12,2.1,80,317,71,91,45.7,25.1,4.6,2.2,39.4,14.8
10,10,5,12,2.2,80,251,58,78,45.8,24.5,5.1,2.4,30.4,14.8
3,5,5,12,2.1,80,315,72,92,46.0,23.3,6.3,4.1,35.6,14.8
10,10,8,15,1.9,90,379,77,128,50.7,23.7,6.0,3.7,37.8,14.8
5,0,0,15,2.0,90,259,52,83,48.6,31.5,-1.8,-4.4,41.7,14.8
0,7,0,8,2.0,80,373,75,119,46.9,23.4,6.2,4.2,38.3,14.8
7,0,0,15,2.2,80,231,56,64,45.9,24.5,5.0,2.4,28.3,14.8
0,3,0,10,1.9,90,329,63,107,50.5,26.5,3.1,0.1,45.0,14.8
0,5,5,12,2.1,80,313,71,91,46.0,25.1,4.6,2.2,39.4,14.8
7,7,5,15,1.9,90,361,74,118,50.7,25.3,4.2,1.4,42.0,14.7
7,7,3,15,1.9,90,360,74,118,50.8,25.3,4.2,1.4,42.0,14.7
0,10,8,12,2.2,80,253,58,76,45.5,24.4,5.0,2.3,30.4,14.7
3,0,8,12,1.9,90,339,63,111,50.4,26.1,3.3,0.3,40.1,14.7
3,10,5,12,1.9,90,358,73,117,50.8,24.4,5.1,2.4,39.6,14.7
3,0,3,12,1.9,90,331,63,107,50.2,26.1,3.3,0.3,40.1,14.7
7,7,0,8,2.0,90,266,53,90,48.9,29.6,-0.2,-2.8,43.7,14.7
5,10,5,12,1.9,90,358,73,117,50.8,24.4,5.1,2.4,39.6,14.7
3,10,3,12,1.9,90,358,73,117,50.8,24.4,5.1,2.4,39.6,14.7
5,10,3,12,1.9,90,358,73,117,50.8,24.4,5.1,2.4,39.6,14.7
7,7,3,15,2.0,80,395,82,126,47.1,21.5,7.8,6.3,36.4,14.7
0,10,5,12,1.9,90,356,73,117,50.8,24.4,5.1,2.4,39.6,14.7
7,7,5,8,2.0,80,386,80,124,47.2,21.6,7.8,6.1,35.3,14.7
7,7,0,10,2.0,90,268,53,90,48.9,29.6,-0.2,-2.8,43.7,14.7
10,3,5,12,1.9,90,351,68,118,50.4,26.6,2.7,-0.2,44.8,14.7
5,7,5,8,2.0,80,384,80,122,47.1,21.6,7.8,6.0,35.3,14.7
0,10,3,8,2.0,90,268,55,91,48.9,28.3,1.0,-1.5,41.2,14.7
5,7,0,8,2.0,80,377,79,119,46.9,23.1,6.2,4.2,38.3,14.7
0,0,3,12,1.9,90,331,63,107,50.2,26.1,3.3,0.3,40.1,14.7
3,10,0,8,2.1,80,308,69,96,45.8,25.3,4.2,1.7,35.6,14.7
10,7,3,10,2.0,80,389,80,126,47.0,21.6,7.8,6.2,35.3,14.7
7,5,5,15,1.9,90,359,74,116,50.7,25.3,4.0,1.3,42.5,14.7
5,3,3,8,2.0,80,374,79,115,47.1,23.1,6.2,4.1,38.4,14.7
0,10,3,12,1.9,90,356,73,117,50.8,24.4,5.1,2.4,39.6,14.7
0,0,8,12,1.9,90,339,63,111,50.4,26.1,3.3,0.3,40.1,14.7
10,7,8,15,1.9,90,371,74,126,50.7,25.3,4.0,1.3,40.7,14.7
0,10,8,15,2.2,80,253,58,76,45.5,24.4,5.0,2.3,30.4,14.7
10,7,5,8,2.0,80,388,80,126,47.2,21.6,7.8,6.2,35.3,14.7
7,7,3,12,2.0,80,395,82,126,47.1,21.5,7.8,6.3,36.4,14.7
10,5,8,8,2.4,90,68,11,26,45.6,20.7,8.5,5.8,15.1,14.6
3,10,8,15,1.9,90,368,75,119,50.8,24.0,5.3,2.7,39.6,14.6
0,3,3,8,1.9,110,90,19,27,52.2,12.3,17.0,15.5,25.0,14.6
0,10,8,15,2.1,80,329,73,101,45.6,25.2,4.1,1.6,37.6,14.6
10,5,8,10,2.4,90,69,11,26,44.9,20.7,8.5,5.8,15.1,14.6
5,10,8,15,1.9,90,368,75,119,50.8,24.0,5.3,2.7,39.6,14.6
5,7,3,8,1.9,90,348,69,116,50.6,25.1,4.2,1.4,42.1,14.6
10,5,5,8,2.4,90,68,11,26,45.6,20.7,8.5,5.8,15.1,14.6
10,5,8,12,2.4,90,69,11,26,44.9,20.7,8.5,5.8,15.1,14.6
3,3,5,10,2.2,80,232,56,64,45.7,20.1,9.1,6.9,31.3,14.6
3,7,3,8,1.9,90,346,69,116,50.6,25.1,4.2,1.4,42.1,14.6
10,7,5,8,1.9,90,358,72,122,50.3,25.8,3.3,0.5,43.2,14.6
0,10,3,10,2.1,80,313,68,98,45.4,27.1,2.1,-0.6,38.1,14.6
10,5,5,12,2.4,90,69,11,26,44.9,20.7,8.5,5.8,15.1,14.6
0,10,8,12,2.1,80,329,73,101,45.6,25.2,4.1,1.6,37.6,14.6
7,3,0,15,1.9,90,341,70,109,50.7,26.1,3.1,0.2,44.9,14.6
7,3,3,15,1.9,90,346,70,113,50.6,26.1,3.2,0.3,44.8,14.6
10,5,3,8,2.4,90,67,11,26,46.3,20.7,8.5,5.8,15.1,14.6
10,10,5,12,1.9,110,133,34,42,52.6,19.7,9.5,8.2,28.6,14.6
10,10,3,12,1.9,110,130,34,42,52.3,19.7,9.5,8.2,28.6,14.6
10,5,0,12,2.4,90,69,11,26,44.9,20.7,8.5,5.8,15.1,14.6
10,3,0,8,2.0,80,374,79,117,47.1,23.1,6.0,3.9,40.9,14.6
0,10,8,15,1.9,90,366,75,119,50.8,24.0,5.3,2.7,39.6,14.6
3,3,8,10,1.9,110,102,23,30,51.0,2.3,26.9,26.3,25.0,14.6
10,5,0,10,2.4,90,68,11,26,45.6,20.7,8.5,5.8,15.1,14.6
10,5,5,10,2.4,90,69,11,26,44.9,20.7,8.5,5.8,15.1,14.6
7,3,5,8,2.0,80,380,80,118,47.1,21.6,7.7,5.9,38.4,14.6
10,5,0,8,2.4,90,67,11,26,46.3,20.7,8.5,5.8,15.1,14.6
10,5,3,10,2.4,90,69,11,26,44.9,20.7,8.5,5.8,15.1,14.6
0,3,5,8,1.9,90,335,63,112,50.4,25.1,4.0,1.3,42.6,14.6
10,7,5,10,1.9,90,361,72,122,50.4,25.8,3.3,0.5,43.2,14.6
3,10,3,15,2.2,80,246,56,76,45.5,24.3,4.9,2.2,33.7,14.6
10,7,3,10,1.9,90,360,72,122,50.3,25.8,3.3,0.5,43.2,14.6
5,0,3,8,2.0,90,252,49,83,48.0,31.0,-1.8,-4.4,41.7,14.6
0,10,3,10,2.2,80,237,53,73,45.1,26.8,2.3,-0.6,32.6,14.6
10,5,3,12,2.4,90,69,11,26,44.9,20.7,8.5,5.8,15.1,14.6
3,10,3,15,2.1,80,322,71,101,45.7,25.1,4.1,1.6,40.6,14.6
10,5,3,8,2.0,90,270,53,93,48.5,29.6,-0.7,-3.6,44.0,14.5
7,7,5,10,1.9,90,356,72,117,50.6,25.8,3.3,0.4,44.4,14.5
7,3,0,8,2.0,80,372,79,115,47.0,23.1,5.9,3.8,40.9,14.5
3,5,0,15,2.2,80,236,56,69,45.8,24.3,4.7,2.0,33.7,14.5
10,3,0,15,1.9,110,117,29,36,52.1,12.1,17.0,15.6,25.4,14.5
3,3,0,10,1.9,90,331,65,107,50.5,25.9,3.1,0.1,45.0,14.5
10,0,8,15,2.0,90,275,54,92,48.7,30.8,-1.8,-4.6,41.5,14.5
7,7,3,10,1.9,90,355,72,117,50.4,25.8,3.3,0.4,44.4,14.5
3,5,0,15,2.1,80,312,71,94,45.8,25.1,3.9,1.4,40.6,14.5
7,7,0,8,1.9,80,470,97,149,48.7,20.1,8.9,8.0,41.7,14.5
3,3,0,8,1.9,90,329,65,107,50.5,25.9,3.1,0.1,45.0,14.5
0,3,5,8,1.9,110,93,21,27,51.6,12.1,17.0,15.5,25.0,14.5
0,3,8,8,1.9,110,93,21,27,51.6,12.1,17.0,15.5,25.0,14.5
7,0,0,15,2.0,90,261,54,83,48.7,30.8,-1.8,-4.4,41.7,14.5
10,5,0,12,2.0,90,271,54,92,48.3,30.9,-1.9,-4.8,46.3,14.5
5,10,5,15,1.9,90,362,75,117,50.8,24.0,5.1,2.4,39.6,14.5
3,3,3,8,1.9,90,334,65,111,50.3,25.9,3.1,0.2,44.9,14.5
10,3,8,15,2.0,80,398,83,123,47.0,20.1,9.0,7.6,35.3,14.5
10,3,8,15,1.9,110,126,31,38,52.4,11.9,17.1,15.5,24.4,14.5
7,10,5,10,2.2,80,247,57,77,45.3,22.5,6.5,3.9,30.4,14.5
7,7,8,10,1.9,90,358,72,117,50.8,25.8,3.3,0.4,44.4,14.5
7,7,5,8,1.9,90,353,72,117,50.4,25.8,3.3,0.4,44.4,14.5
5,10,3,15,1.9,90,361,75,117,51.0,24.0,5.1,2.4,39.6,14.5
10,3,5,15,1.9,110,123,31,36,52.0,11.9,17.0,15.6,25.4,14.5
7,0,5,12,2.2,80,233,57,63,46.4,22.3,6.7,4.2,27.1,14.5
0,10,3,15,1.9,90,359,75,117,51.0,24.0,5.1,2.4,39.6,14.5
5,10,5,10,2.1,80,323,73,101,45.5,24.9,4.1,1.6,37.6,14.5
10,3,3,15,1.9,110,120,29,36,52.5,12.1,17.0,15.6,25.4,14.5
5,7,3,8,1.9,80,471,97,147,48.8,20.1,8.9,7.8,41.7,14.5
7,7,8,8,1.9,90,356,72,117,50.8,25.8,3.3,0.4,44.4,14.5
10,3,8,12,2.0,80,398,83,123,47.0,20.1,9.0,7.6,35.3,14.5
5,3,0,10,1.9,90,331,65,107,50.5,25.9,3.1,0.1,45.0,14.5
5,3,0,8,1.9,90,329,65,107,50.5,25.9,3.1,0.1,45.0,14.5
7,5,5,8,1.9,90,351,72,115,50.4,25.8,3.1,0.2,44.9,14.5
0,0,0,12,2.2,80,222,53,61,45.9,26.6,2.3,-0.5,32.1,14.5
3,10,5,15,1.9,90,362,75,117,50.8,24.0,5.1,2.4,39.6,14.5
0,10,5,15,1.9,90,360,75,117,50.8,24.0,5.1,2.4,39.6,14.5
10,7,8,8,2.0,80,396,81,127,46.7,20.1,8.9,7.6,35.3,14.5
7,5,5,10,1.9,90,354,72,115,50.6,25.8,3.1,0.2,44.9,14.5
7,5,8,10,1.9,90,356,72,115,50.8,25.8,3.1,0.2,44.9,14.5
7,5,8,8,1.9,90,354,72,115,50.8,25.8,3.1,0.2,44.9,14.5
0,0,0,12,2.1,80,298,68,86,46.0,26.9,2.1,-0.6,39.2,14.5
10,10,5,12,1.9,90,368,75,125,50.5,24.1,4.8,2.3,40.7,14.5
5,3,3,8,1.9,90,334,65,111,50.3,25.9,3.1,0.2,44.9,14.5
10,10,5,8,1.9,90,363,75,123,50.4,24.1,4.8,2.3,43.2,14.5
3,10,3,15,1.9,90,361,75,117,51.0,24.0,5.1,2.4,39.6,14.5
10,10,8,10,1.9,110,133,34,42,52.6,19.6,9.5,8.2,28.6,14.5
10,10,5,10,1.9,90,366,75,123,50.5,24.1,4.8,2.3,43.2,14.5
5,0,3,12,2.2,80,230,56,62,46.1,24.5,4.2,1.5,31.5,14.4
5,0,0,8,2.2,80,220,54,60,45.9,24.7,4.0,1.3,31.5,14.4
5,0,3,12,1.9,90,333,65,107,50.2,25.5,3.3,0.3,40.1,14.4
10,3,0,10,2.0,90,262,52,87,48.1,32.1,-3.4,-6.4,46.4,14.4
3,0,0,10,2.0,90,250,47,82,48.0,32.0,-3.2,-5.8,44.2,14.4
10,3,5,15,1.9,90,355,70,118,50.4,26.1,2.7,-0.2,44.8,14.4
7,10,3,10,1.9,90,360,75,118,50.6,24.1,4.6,1.9,40.9,14.4
10,3,0,8,2.0,90,260,52,87,48.1,32.1,-3.4,-6.4,46.4,14.4
5,0,0,10,2.2,80,222,54,60,45.5,24.7,4.0,1.3,31.5,14.4
7,3,8,15,2.0,80,396,83,121,47.0,20.1,8.7,7.3,35.3,14.4
0,3,0,8,2.0,90,249,47,83,48.2,30.7,-1.9,-4.5,44.2,14.4
5,0,3,10,2.1,80,301,70,86,45.8,26.7,2.1,-0.6,39.2,14.4
3,0,3,15,1.9,90,334,65,107,50.3,25.5,3.3,0.3,40.1,14.4
3,0,0,8,2.0,90,248,47,82,48.0,32.0,-3.2,-5.8,44.2,14.4
5,0,8,12,1.9,90,341,65,111,50.4,25.5,3.3,0.3,40.1,14.4
7,10,5,15,2.2,80,251,59,77,45.8,22.4,6.5,3.9,30.4,14.4
7,10,5,8,1.9,90,358,75,118,50.6,24.1,4.6,1.9,40.9,14.4
10,0,5,15,2.0,90,270,54,90,48.1,30.8,-1.9,-4.8,43.9,14.4
7,10,5,10,1.9,90,361,75,118,50.7,24.1,4.6,1.9,40.9,14.4
5,0,0,15,2.2,80,229,56,62,45.9,24.5,4.2,1.5,31.5,14.4
5,0,3,8,2.2,80,222,54,60,45.9,24.7,4.0,1.3,31.5,14.4
10,0,3,15,2.0,90,267,54,88,48.3,30.8,-2.0,-4.8,41.6,14.4
7,3,8,8,2.0,80,387,81,119,46.8,20.1,8.7,7.1,35.3,14.4
5,10,5,15,2.2,80,251,59,77,45.8,22.4,6.5,3.9,30.4,14.4
0,5,0,15,2.1,80,308,70,91,45.8,26.9,2.0,-0.8,41.9,14.4
0,5,0,15,2.2,80,232,55,66,45.7,26.6,2.2,-0.8,36.6,14.4
7,3,8,12,2.0,80,396,83,121,47.0,20.1,8.7,7.3,35.3,14.4
5,0,3,15,2.2,80,230,56,62,46.1,24.5,4.2,1.5,31.5,14.4
7,3,3,10,2.0,80,380,80,118,47.1,21.6,7.1,5.2,38.4,14.4
7,10,0,12,1.9,90,359,75,118,50.7,24.1,4.6,1.9,40.9,14.4
7,3,3,10,1.9,90,341,68,112,50.1,26.6,2.2,-0.8,47.1,14.4
3,10,8,15,2.2,80,255,59,77,45.5,22.3,6.5,3.9,30.4,14.4
0,0,3,15,1.9,90,334,65,107,50.3,25.5,3.3,0.3,40.1,14.4
0,0,0,10,2.0,90,250,47,82,48.0,32.0,-3.2,-5.8,44.2,14.4
3,10,8,15,2.1,80,331,74,102,45.6,23.5,5.3,2.9,37.6,14.4
0,0,0,8,2.1,80,292,67,85,45.9,25.3,3.3,0.7,39.2,14.3
0,0,0,8,2.2,80,216,52,60,45.8,24.5,4.0,1.3,31.5,14.3
3,3,5,10,2.1,80,308,71,89,45.8,21.7,7.0,4.9,36.9,14.3
0,10,5,8,2.4,90,64,11,23,45.3,17.3,11.3,8.4,13.9,14.3
0,5,5,15,2.1,80,314,71,92,45.9,25.1,3.5,0.9,41.9,14.3
7,3,0,10,2.0,80,377,80,116,46.9,21.6,6.9,5.0,40.9,14.3
3,10,5,8,1.9,90,354,73,116,50.6,24.4,4.2,1.4,42.1,14.3
10,7,0,12,1.9,110,118,30,37,51.7,14.8,13.9,12.5,25.4,14.3
3,5,0,8,2.0,90,258,51,87,48.4,30.3,-1.7,-4.4,46.4,14.3
7,7,8,15,1.9,90,364,74,119,50.8,25.3,3.3,0.4,42.0,14.3
0,10,3,10,1.9,90,354,73,116,50.6,24.4,4.2,1.4,42.1,14.3
0,10,8,8,2.4,90,65,11,23,44.6,17.3,11.3,8.4,13.9,14.3
10,0,5,15,2.2,80,236,57,66,46.2,22.3,6.2,3.7,28.6,14.3
0,10,0,8,2.4,90,63,11,23,46.0,17.3,11.3,8.4,13.9,14.3
10,7,0,10,1.9,110,118,30,37,51.7,14.8,13.9,12.5,25.4,14.3
5,10,5,8,1.9,90,354,73,116,50.6,24.4,4.2,1.4,42.1,14.3
5,5,0,8,2.0,90,258,51,87,48.4,30.3,-1.7,-4.4,46.4,14.3
0,10,5,10,1.9,90,355,73,116,50.7,24.4,4.2,1.4,42.1,14.3
3,10,5,10,1.9,90,357,73,116,50.7,24.4,4.2,1.4,42.1,14.3
10,0,5,12,2.2,80,236,57,66,46.2,22.3,6.2,3.7,28.6,14.3
0,0,3,8,2.2,80,218,52,60,45.9,24.5,4.0,1.3,31.5,14.3
5,10,5,10,1.9,90,357,73,116,50.7,24.4,4.2,1.4,42.1,14.3
3,5,0,10,2.0,90,260,51,87,48.5,30.3,-1.7,-4.4,46.4,14.3
0,0,3,8,2.1,80,294,67,85,45.9,25.3,3.3,0.7,39.2,14.3
7,0,3,8,2.0,90,254,51,83,48.0,30.3,-1.8,-4.4,41.7,14.3
5,10,3,10,1.9,90,356,73,116,50.6,24.4,4.2,1.4,42.1,14.3
0,0,0,10,2.1,80,294,67,85,45.6,25.3,3.3,0.7,39.2,14.3
3,10,3,10,1.9,90,356,73,116,50.6,24.4,4.2,1.4,42.1,14.3
0,5,8,15,2.1,80,318,71,92,45.6,25.1,3.5,0.9,41.9,14.3
0,0,0,10,2.2,80,218,52,60,45.4,24.5,4.0,1.3,31.5,14.3
10,7,5,15,1.9,90,367,74,124,50.4,25.3,3.3,0.5,40.7,14.3
10,7,3,15,1.9,90,366,74,124,50.5,25.3,3.3,0.5,40.7,14.3
3,10,0,12,1.9,90,355,73,116,50.7,24.4,4.2,1.4,42.1,14.3
10,5,5,12,1.9,90,359,72,120,50.4,25.8,2.7,-0.2,44.8,14.3
0,10,0,12,1.9,90,353,73,116,50.7,24.4,4.2,1.4,42.1,14.3
10,5,8,12,1.9,90,362,72,120,50.6,25.8,2.7,-0.2,44.8,14.3
3,5,5,15,2.1,80,318,72,95,45.9,23.3,5.3,3.0,40.6,14.3
3,5,5,15,2.2,80,242,57,70,45.9,22.1,6.6,4.2,33.7,14.3
5,5,0,10,2.0,90,260,51,87,48.5,30.3,-1.7,-4.4,46.4,14.3
10,10,5,15,1.9,90,372,77,125,50.5,23.7,4.8,2.3,40.7,14.3
0,10,3,8,2.4,90,63,11,23,46.0,17.3,11.3,8.4,13.9,14.3
10,3,5,8,1.9,80,472,98,148,48.9,18.8,9.7,8.8,38.9,14.3
0,5,0,10,2.0,90,260,51,87,48.5,30.3,-1.7,-4.4,46.4,14.3
5,0,8,15,2.2,80,239,57,63,45.6,22.3,6.3,3.9,31.3,14.3
5,0,8,12,2.2,80,238,57,63,45.8,22.3,6.3,3.9,31.3,14.3
5,10,0,12,1.9,90,355,73,116,50.7,24.4,4.2,1.4,42.1,14.3
7,5,5,8,2.0,80,383,80,121,47.0,21.6,6.9,4.9,37.9,14.2
3,0,8,8,1.9,90,335,63,110,50.4,26.1,2.3,-0.7,42.6,14.2
0,5,8,15,2.2,80,242,56,67,45.5,24.3,4.2,1.5,36.6,14.2
10,0,5,8,2.0,90,262,52,89,47.7,31.7,-3.2,-6.2,46.3,14.2
7,7,0,10,1.9,80,475,98,150,48.6,18.8,9.6,9.1,41.7,14.2
10,0,0,12,2.0,90,261,52,87,47.9,31.7,-3.3,-6.2,44.0,14.2
10,7,0,10,1.9,80,477,98,152,48.6,18.8,9.6,9.0,38.8,14.2
10,5,3,8,1.9,80,472,97,150,48.7,20.1,8.2,7.0,41.3,14.2
10,0,5,10,2.0,90,265,52,89,47.9,31.7,-3.2,-6.2,46.3,14.2
10,7,0,15,2.0,80,395,82,127,46.8,21.5,7.0,5.2,36.4,14.2
10,10,0,8,2.0,80,387,79,129,46.8,23.1,5.3,3.1,35.3,14.2
10,10,3,8,2.0,80,389,79,129,46.8,23.1,5.3,3.1,35.3,14.2
0,0,5,12,1.9,90,334,63,110,50.0,26.1,2.3,-0.7,42.5,14.2
0,0,3,10,1.9,90,329,63,106,49.8,26.1,2.3,-0.8,42.6,14.2
10,0,3,10,2.0,90,262,52,87,47.7,31.7,-3.3,-6.2,44.0,14.2
10,3,3,12,1.9,90,349,68,117,50.1,26.6,1.9,-1.3,47.0,14.2
0,0,5,8,2.0,90,253,47,85,47.8,30.2,-1.7,-4.3,44.0,14.2
7,5,8,15,1.9,90,362,74,117,50.8,25.3,3.1,0.3,42.5,14.2
3,0,3,10,1.9,90,329,63,106,49.8,26.1,2.3,-0.8,42.6,14.2
3,0,0,12,1.9,90,328,63,106,50.0,26.1,2.3,-0.8,42.6,14.2
10,3,0,12,1.9,90,343,68,113,50.1,26.6,1.8,-1.4,47.1,14.2
7,10,3,8,2.0,80,387,79,127,46.8,23.1,5.2,3.0,35.3,14.2
10,7,3,15,2.0,80,396,82,127,47.0,21.5,7.0,5.2,36.4,14.2
7,3,3,8,1.9,80,464,97,143,48.9,20.1,8.4,7.1,41.8,14.2
10,3,5,10,1.9,90,350,68,117,50.3,26.6,1.8,-1.3,47.1,14.2
7,7,3,10,1.9,80,479,98,152,48.9,18.8,9.6,9.0,38.8,14.2
3,0,8,10,1.9,90,337,63,110,50.4,26.1,2.3,-0.7,42.6,14.2
10,7,3,12,2.0,80,396,82,127,47.0,21.5,7.0,5.2,36.4,14.2
10,3,5,8,1.9,90,347,68,117,50.1,26.6,1.8,-1.3,47.1,14.2
10,7,5,12,1.9,110,124,32,37,51.6,14.5,13.9,12.5,25.4,14.2
10,3,3,15,2.0,80,388,82,121,47.2,21.5,6.8,5.0,38.4,14.2
7,10,0,8,2.0,80,385,79,127,46.8,23.1,5.2,3.0,35.3,14.2
10,7,3,12,1.9,110,122,32,37,51.6,14.5,13.9,12.5,25.4,14.2
0,5,5,15,2.2,80,238,56,67,45.8,24.3,4.2,1.5,36.6,14.2
10,3,3,10,2.0,80,383,80,121,47.0,21.6,6.8,5.0,38.4,14.2
10,7,5,10,1.9,110,123,32,37,51.2,14.5,13.9,12.5,25.4,14.2
10,3,3,12,2.0,80,388,82,121,47.2,21.5,6.8,5.0,38.4,14.2
10,7,3,10,1.9,110,122,32,37,51.6,14.5,13.9,12.5,25.4,14.2
3,0,5,12,1.9,90,334,63,110,50.0,26.1,2.3,-0.7,42.5,14.2
0,0,8,10,1.9,90,337,63,110,50.4,26.1,2.3,-0.7,42.6,14.2
0,0,0,12,1.9,90,328,63,106,50.0,26.1,2.3,-0.8,42.6,14.2
7,7,0,15,2.0,80,393,82,125,46.8,21.5,6.9,5.2,39.4,14.2
5,3,0,12,2.0,80,380,81,116,47.1,23.0,5.1,2.8,40.9,14.1
0,5,3,12,1.9,90,348,68,115,50.6,23.3,4.9,2.3,40.1,14.1
0,10,0,15,1.9,90,357,75,116,51.0,24.0,4.2,1.4,42.1,14.1
3,5,5,10,2.2,80,235,56,67,45.5,20.1,8.1,5.7,29.8,14.1
10,5,0,15,2.0,90,275,56,92,48.7,30.1,-1.9,-4.8,46.3,14.1
3,5,3,12,1.9,90,348,68,115,50.6,23.3,4.9,2.3,40.1,14.1
10,7,0,12,1.9,80,483,99,154,48.7,20.1,8.2,7.1,39.2,14.1
3,10,3,10,2.1,80,316,69,100,45.3,25.3,2.9,0.2,40.6,14.1
7,3,0,12,2.0,80,382,81,118,47.1,23.0,5.1,2.9,40.9,14.1
5,3,0,8,2.0,80,371,79,114,46.9,23.1,5.0,2.7,40.9,14.1
5,0,3,15,1.9,90,336,67,107,50.3,25.0,3.3,0.3,40.1,14.1
7,5,3,8,1.9,80,468,97,146,48.7,20.1,8.2,6.8,44.1,14.1
5,0,5,12,2.1,80,309,73,87,46.3,24.7,3.5,0.9,39.2,14.1
7,10,5,15,1.9,90,367,77,120,50.7,23.7,4.6,1.9,38.3,14.1
7,3,8,10,2.0,80,391,82,120,46.8,18.6,9.6,8.2,35.3,14.1
0,3,3,8,2.0,80,369,75,114,46.9,23.4,4.8,2.6,42.1,14.1
5,5,3,12,1.9,90,348,68,115,50.6,23.3,4.9,2.3,40.1,14.1
7,7,0,12,1.9,80,481,99,152,48.6,20.1,8.2,7.1,42.1,14.1
