w_inj,w_poss,w_xgr,w_elo_weak,odds_min,gap_min,N_all,N_F1,N_F2,WR_all_%,F1_ROI_%,F2_ROI_%,KellyF2_%,MaxDD_F2_%,Avg_ROI_%
5,10,8,12,2.4,90,68,12,23,45.6,31.5,11.3,8.4,13.9,21.4
3,10,0,12,2.4,90,67,12,23,46.3,31.5,11.3,8.4,13.9,21.4
3,10,8,12,2.4,90,68,12,23,45.6,31.5,11.3,8.4,13.9,21.4
0,10,3,12,2.4,90,66,12,23,45.5,31.5,11.3,8.4,13.9,21.4
0,10,5,12,2.4,90,66,12,23,45.5,31.5,11.3,8.4,13.9,21.4
3,10,8,10,2.4,90,68,12,23,45.6,31.5,11.3,8.4,13.9,21.4
5,10,5,10,2.4,90,67,12,23,46.3,31.5,11.3,8.4,13.9,21.4
3,10,3,10,2.4,90,67,12,23,46.3,31.5,11.3,8.4,13.9,21.4
0,10,0,12,2.4,90,66,12,23,45.5,31.5,11.3,8.4,13.9,21.4
3,10,5,10,2.4,90,67,12,23,46.3,31.5,11.3,8.4,13.9,21.4
5,10,0,10,2.4,90,66,12,23,47.0,31.5,11.3,8.4,13.9,21.4
3,10,3,12,2.4,90,67,12,23,46.3,31.5,11.3,8.4,13.9,21.4
5,10,3,10,2.4,90,67,12,23,46.3,31.5,11.3,8.4,13.9,21.4
0,10,3,10,2.4,90,66,12,23,45.5,31.5,11.3,8.4,13.9,21.4
0,10,8,10,2.4,90,67,12,23,44.8,31.5,11.3,8.4,13.9,21.4
3,10,3,8,2.4,90,65,12,23,47.7,31.5,11.3,8.4,13.9,21.4
0,10,8,12,2.4,90,67,12,23,44.8,31.5,11.3,8.4,13.9,21.4
5,10,3,12,2.4,90,67,12,23,46.3,31.5,11.3,8.4,13.9,21.4
0,0,0,15,2.4,90,63,11,21,46.0,20.7,21.9,18.9,11.5,21.3
5,0,0,15,2.4,90,63,11,21,46.0,20.7,21.9,18.9,11.5,21.3
7,0,5,8,2.4,90,62,11,21,46.8,20.7,21.9,18.9,11.5,21.3
7,0,3,12,2.4,90,63,11,21,46.0,20.7,21.9,18.9,11.5,21.3
7,0,3,10,2.4,90,63,11,21,46.0,20.7,21.9,18.9,11.5,21.3
7,0,0,12,2.4,90,63,11,21,46.0,20.7,21.9,18.9,11.5,21.3
7,0,3,8,2.4,90,61,11,21,47.5,20.7,21.9,18.9,11.5,21.3
3,3,0,15,2.4,90,63,11,21,46.0,20.7,21.9,18.9,11.5,21.3
7,0,0,10,2.4,90,62,11,21,46.8,20.7,21.9,18.9,11.5,21.3
7,0,0,8,2.4,90,61,11,21,47.5,20.7,21.9,18.9,11.5,21.3
0,0,3,15,2.4,90,63,11,21,46.0,20.7,21.9,18.9,11.5,21.3
10,3,8,10,2.1,90,223,49,69,49.8,41.0,1.5,-1.3,39.1,21.3
7,3,8,12,2.4,90,63,11,21,46.0,20.7,21.9,18.9,11.5,21.3
5,0,5,15,2.4,90,63,11,21,46.0,20.7,21.9,18.9,11.5,21.3
7,3,0,8,2.4,90,61,11,21,47.5,20.7,21.9,18.9,11.5,21.3
0,3,0,15,2.4,90,63,11,21,46.0,20.7,21.9,18.9,11.5,21.3
7,3,0,10,2.4,90,62,11,21,46.8,20.7,21.9,18.9,11.5,21.3
0,7,0,8,2.2,90,150,33,47,50.7,35.1,7.6,4.7,28.4,21.3
7,3,0,12,2.4,90,63,11,21,46.0,20.7,21.9,18.9,11.5,21.3
5,3,5,15,2.4,90,63,11,21,46.0,20.7,21.9,18.9,11.5,21.3
0,3,3,15,2.4,90,63,11,21,46.0,20.7,21.9,18.9,11.5,21.3
7,3,3,8,2.4,90,61,11,21,47.5,20.7,21.9,18.9,11.5,21.3
5,3,0,15,2.4,90,63,11,21,46.0,20.7,21.9,18.9,11.5,21.3
7,3,3,10,2.4,90,63,11,21,46.0,20.7,21.9,18.9,11.5,21.3
7,3,8,10,2.4,90,63,11,21,46.0,20.7,21.9,18.9,11.5,21.3
5,3,5,15,2.1,90,216,47,66,49.5,37.3,5.3,2.7,34.0,21.3
7,3,3,12,2.4,90,63,11,21,46.0,20.7,21.9,18.9,11.5,21.3
3,0,3,15,2.4,90,63,11,21,46.0,20.7,21.9,18.9,11.5,21.3
0,3,5,15,2.4,90,63,11,21,46.0,20.7,21.9,18.9,11.5,21.3
3,0,0,15,2.4,90,63,11,21,46.0,20.7,21.9,18.9,11.5,21.3
5,3,3,15,2.1,90,215,47,66,49.8,37.3,5.3,2.7,34.0,21.3
7,3,5,8,2.4,90,62,11,21,46.8,20.7,21.9,18.9,11.5,21.3
7,3,8,8,2.4,90,62,11,21,46.8,20.7,21.9,18.9,11.5,21.3
5,3,3,15,2.4,90,63,11,21,46.0,20.7,21.9,18.9,11.5,21.3
7,3,5,10,2.4,90,63,11,21,46.0,20.7,21.9,18.9,11.5,21.3
3,3,5,15,2.1,90,216,47,66,49.5,37.3,5.3,2.7,34.0,21.3
7,3,5,12,2.4,90,63,11,21,46.0,20.7,21.9,18.9,11.5,21.3
3,3,5,15,2.4,90,63,11,21,46.0,20.7,21.9,18.9,11.5,21.3
10,3,8,8,2.1,90,221,49,69,49.8,41.0,1.5,-1.3,39.1,21.3
3,0,5,15,2.4,90,63,11,21,46.0,20.7,21.9,18.9,11.5,21.3
7,0,8,12,2.4,90,63,11,21,46.0,20.7,21.9,18.9,11.5,21.3
5,0,3,15,2.4,90,63,11,21,46.0,20.7,21.9,18.9,11.5,21.3
7,0,8,8,2.4,90,62,11,21,46.8,20.7,21.9,18.9,11.5,21.3
7,0,5,10,2.4,90,63,11,21,46.0,20.7,21.9,18.9,11.5,21.3
10,3,3,8,2.2,80,230,55,67,47.4,27.0,15.6,14.7,26.9,21.3
3,3,3,15,2.1,90,215,47,66,49.8,37.3,5.3,2.7,34.0,21.3
7,0,5,12,2.4,90,63,11,21,46.0,20.7,21.9,18.9,11.5,21.3
3,3,3,15,2.4,90,63,11,21,46.0,20.7,21.9,18.9,11.5,21.3
0,0,5,15,2.4,90,63,11,21,46.0,20.7,21.9,18.9,11.5,21.3
7,0,8,10,2.4,90,63,11,21,46.0,20.7,21.9,18.9,11.5,21.3
0,5,0,8,2.2,90,148,33,45,50.7,35.1,7.3,4.5,29.0,21.2
7,7,8,15,2.2,90,166,38,48,50.6,37.0,5.3,2.4,28.4,21.2
0,5,3,8,2.2,90,149,33,45,50.3,35.1,7.3,4.5,29.0,21.2
3,10,8,15,2.2,90,170,39,49,50.0,34.1,8.0,5.2,28.4,21.1
7,7,5,12,2.1,90,223,50,69,49.8,38.2,4.0,1.4,33.3,21.1
5,3,3,8,2.1,90,207,45,65,49.3,38.6,3.7,1.0,36.7,21.1
5,3,3,10,2.1,90,210,45,65,49.0,38.6,3.7,1.0,36.7,21.1
3,3,3,10,2.1,90,210,45,65,49.0,38.6,3.7,1.0,36.7,21.1
10,7,5,15,2.2,90,169,38,53,49.7,37.0,5.2,2.5,23.8,21.1
7,7,8,12,2.1,90,226,50,69,50.0,38.2,4.0,1.4,33.3,21.1
5,3,0,12,2.1,90,209,45,65,49.3,38.6,3.7,1.0,36.7,21.1
3,3,3,8,2.1,90,207,45,65,49.3,38.6,3.7,1.0,36.7,21.1
5,3,5,8,2.1,90,208,45,65,49.0,38.6,3.7,1.0,36.7,21.1
5,10,8,15,2.2,90,170,39,49,50.0,34.1,8.0,5.2,28.4,21.1
5,3,5,10,2.1,90,211,45,65,49.3,38.6,3.7,1.0,36.7,21.1
10,7,5,12,2.1,90,228,50,74,49.6,38.2,4.0,1.4,31.8,21.1
3,3,5,8,2.1,90,208,45,65,49.0,38.6,3.7,1.0,36.7,21.1
0,10,0,12,1.9,110,109,25,34,53.2,19.8,22.5,22.0,25.0,21.1
3,7,0,10,1.9,110,104,22,32,52.9,17.2,24.9,23.6,25.0,21.1
3,7,0,12,1.9,110,104,22,32,52.9,17.2,24.9,23.6,25.0,21.1
3,3,0,12,2.1,90,209,45,65,49.3,38.6,3.7,1.0,36.7,21.1
10,7,3,15,2.2,90,168,38,53,50.0,37.0,5.2,2.5,23.8,21.1
7,7,3,12,2.1,90,223,50,69,49.8,38.2,4.0,1.4,33.3,21.1
3,3,5,10,2.1,90,211,45,65,49.3,38.6,3.7,1.0,36.7,21.1
10,7,3,12,2.1,90,228,50,74,49.6,38.2,4.0,1.4,31.8,21.1
0,10,8,15,2.2,90,168,39,49,50.0,34.1,8.0,5.2,28.4,21.1
0,3,0,15,2.1,90,211,45,65,49.8,38.6,3.7,1.0,36.7,21.1
10,5,0,8,2.2,90,157,36,49,50.3,38.1,3.9,1.1,29.0,21.0
10,5,0,10,2.2,90,159,36,49,50.3,38.1,3.9,1.1,29.0,21.0
7,5,8,15,2.2,90,164,38,46,50.6,37.0,5.0,2.1,29.0,21.0
0,0,5,15,2.1,90,213,44,66,49.3,36.6,5.3,2.7,34.0,21.0
5,0,5,12,2.1,90,211,44,66,49.3,36.6,5.3,2.7,34.0,21.0
3,7,5,15,2.1,90,223,50,69,49.8,38.0,4.0,1.4,33.3,21.0
10,5,0,12,2.2,90,160,36,49,50.0,38.1,3.9,1.1,29.0,21.0
0,7,5,15,2.1,90,223,50,69,49.8,38.0,4.0,1.4,33.3,21.0
5,0,8,12,2.1,90,214,44,66,49.5,36.6,5.3,2.7,34.0,21.0
3,0,5,15,2.1,90,213,44,66,49.3,36.6,5.3,2.7,34.0,21.0
5,7,5,15,2.1,90,225,50,69,49.8,38.0,4.0,1.4,33.3,21.0
5,0,3,12,2.1,90,211,44,66,49.3,36.6,5.3,2.7,34.0,21.0
7,5,8,12,2.1,90,224,50,67,50.0,38.2,3.7,1.1,34.0,21.0
0,3,0,10,2.1,90,205,43,64,49.3,40.0,2.0,-0.7,39.4,21.0
0,7,3,15,2.1,90,222,50,69,50.0,38.0,4.0,1.4,33.3,21.0
7,10,8,12,1.9,110,126,31,39,54.0,24.0,17.9,17.4,28.2,21.0
3,7,3,15,2.1,90,222,50,69,50.0,38.0,4.0,1.4,33.3,21.0
7,7,0,15,2.2,90,160,37,47,50.6,34.4,7.6,4.7,28.4,21.0
7,5,5,12,2.1,90,221,50,67,49.8,38.2,3.7,1.1,34.0,21.0
5,5,0,15,1.9,110,110,26,32,53.6,17.1,24.9,23.6,25.0,21.0
10,5,3,10,2.2,90,161,36,49,49.7,38.1,3.9,1.1,29.0,21.0
10,5,3,12,2.2,90,162,36,49,50.0,38.1,3.9,1.1,29.0,21.0
0,0,3,15,2.1,90,212,44,66,49.5,36.6,5.3,2.7,34.0,21.0
10,5,3,8,2.2,90,158,36,49,50.0,38.1,3.9,1.1,29.0,21.0
5,7,3,15,2.1,90,224,50,69,50.0,38.0,4.0,1.4,33.3,21.0
3,0,3,15,2.1,90,212,44,66,49.5,36.6,5.3,2.7,34.0,21.0
5,7,8,10,2.1,90,222,48,68,50.0,39.3,2.4,-0.3,36.1,20.9
3,10,3,10,1.9,110,111,24,35,53.2,16.6,25.3,24.6,25.0,20.9
5,7,5,8,2.1,90,217,48,68,49.3,39.3,2.4,-0.3,36.1,20.9
5,7,8,8,2.1,90,220,48,68,50.0,39.3,2.4,-0.3,36.1,20.9
3,7,8,8,2.1,90,218,48,68,50.0,39.3,2.4,-0.3,36.1,20.9
5,10,8,12,2.1,90,229,51,70,49.8,36.0,5.9,3.4,33.3,20.9
3,7,3,8,2.1,90,214,48,68,49.5,39.3,2.4,-0.3,36.1,20.9
3,7,3,10,2.1,90,217,48,68,49.3,39.3,2.4,-0.3,36.1,20.9
5,5,5,15,2.1,90,221,50,67,49.8,38.0,3.7,1.1,34.0,20.9
3,7,5,8,2.1,90,215,48,68,49.3,39.3,2.4,-0.3,36.1,20.9
5,7,3,8,2.1,90,216,48,68,49.5,39.3,2.4,-0.3,36.1,20.9
3,7,5,10,2.1,90,218,48,68,49.5,39.3,2.4,-0.3,36.1,20.9
3,5,5,15,2.1,90,221,50,67,49.8,38.0,3.7,1.1,34.0,20.9
3,7,8,10,2.1,90,220,48,68,50.0,39.3,2.4,-0.3,36.1,20.9
5,7,3,10,2.1,90,219,48,68,49.3,39.3,2.4,-0.3,36.1,20.9
5,7,5,10,2.1,90,220,48,68,49.5,39.3,2.4,-0.3,36.1,20.9
3,10,8,12,2.1,90,229,51,70,49.8,36.0,5.9,3.4,33.3,20.9
3,10,0,10,1.9,110,109,24,35,53.2,16.6,25.3,24.6,25.0,20.9
0,10,8,12,2.1,90,227,51,70,49.8,36.0,5.9,3.4,33.3,20.9
3,0,5,10,1.9,110,91,19,26,52.7,12.3,29.5,28.4,21.8,20.9
0,7,8,10,2.1,90,220,48,68,50.0,39.3,2.4,-0.3,36.1,20.9
3,0,3,10,1.9,110,90,19,26,53.3,12.3,29.5,28.4,21.8,20.9
0,7,3,10,2.1,90,217,48,68,49.3,39.3,2.4,-0.3,36.1,20.9
0,7,5,10,2.1,90,218,48,68,49.5,39.3,2.4,-0.3,36.1,20.9
0,5,5,15,2.1,90,221,50,67,49.8,38.0,3.7,1.1,34.0,20.9
0,0,0,12,1.9,110,84,18,24,53.6,18.6,23.0,22.4,21.8,20.8
5,7,0,12,1.9,110,106,24,32,52.8,16.6,24.9,23.6,25.0,20.8
3,0,8,10,2.1,90,210,42,65,49.5,38.0,3.7,1.0,36.7,20.8
7,3,3,15,2.1,90,217,49,66,49.8,36.2,5.3,2.7,34.0,20.8
5,10,3,15,2.2,90,163,39,47,50.3,34.1,7.6,4.7,28.4,20.8
3,0,5,10,2.1,90,208,42,65,49.0,38.0,3.7,1.0,36.7,20.8
3,7,5,10,1.9,110,109,24,32,52.3,16.6,24.9,23.6,25.0,20.8
10,10,5,15,2.2,90,173,41,54,49.7,33.1,8.6,6.3,23.8,20.8
5,5,3,15,1.9,110,115,28,32,53.9,16.6,24.9,23.6,25.0,20.8
7,5,3,15,2.2,90,159,37,45,50.3,34.4,7.3,4.5,29.0,20.8
3,0,3,10,2.1,90,207,42,65,48.8,38.0,3.7,1.0,36.7,20.8
3,10,3,15,2.2,90,163,39,47,50.3,34.1,7.6,4.7,28.4,20.8
3,0,5,8,2.1,90,205,42,65,48.8,38.0,3.7,1.0,36.7,20.8
5,10,5,15,2.2,90,164,39,47,50.0,34.1,7.6,4.7,28.4,20.8
0,0,5,10,2.1,90,208,42,65,49.0,38.0,3.7,1.0,36.7,20.8
7,10,5,15,2.2,90,168,41,49,50.0,33.1,8.5,5.7,23.8,20.8
0,0,8,10,2.1,90,210,42,65,49.5,38.0,3.7,1.0,36.7,20.8
3,10,5,15,2.2,90,164,39,47,50.0,34.1,7.6,4.7,28.4,20.8
0,0,0,12,2.1,90,206,42,65,49.0,38.0,3.7,1.0,36.7,20.8
5,7,0,10,1.9,110,106,24,32,52.8,16.6,24.9,23.6,25.0,20.8
3,0,8,8,2.1,90,208,42,65,49.5,38.0,3.7,1.0,36.7,20.8
0,10,0,15,2.2,90,160,39,47,50.6,34.1,7.6,4.7,28.4,20.8
7,10,0,15,2.2,90,166,41,49,50.6,33.1,8.5,5.7,23.8,20.8
0,10,5,15,2.2,90,162,39,47,50.0,34.1,7.6,4.7,28.4,20.8
3,7,3,10,1.9,110,108,24,32,52.8,16.6,24.9,23.6,25.0,20.8
10,10,0,12,2.2,90,168,40,53,50.0,36.4,5.2,2.5,23.8,20.8
3,10,3,12,1.9,110,113,25,36,53.1,19.8,21.8,20.8,25.2,20.8
3,10,0,15,2.2,90,162,39,47,50.6,34.1,7.6,4.7,28.4,20.8
0,10,3,15,2.2,90,161,39,47,50.3,34.1,7.6,4.7,28.4,20.8
7,10,8,15,2.1,90,239,55,74,49.8,34.1,7.6,5.2,29.0,20.8
7,5,0,15,2.2,90,158,37,45,50.6,34.4,7.3,4.5,29.0,20.8
10,0,0,15,2.2,90,156,35,48,50.0,35.6,6.1,3.4,29.0,20.8
3,0,0,12,2.1,90,206,42,65,49.0,38.0,3.7,1.0,36.7,20.8
10,10,3,12,2.2,90,170,40,53,50.0,36.4,5.2,2.5,23.8,20.8
0,0,3,10,2.1,90,207,42,65,48.8,38.0,3.7,1.0,36.7,20.8
3,7,8,8,1.9,110,107,24,32,53.3,16.6,24.9,23.6,25.0,20.8
10,0,3,15,2.2,90,157,35,48,49.7,35.6,6.1,3.4,29.0,20.8
3,7,3,12,1.9,110,108,24,32,52.8,16.6,24.9,23.6,25.0,20.8
5,10,0,15,2.2,90,162,39,47,50.6,34.1,7.6,4.7,28.4,20.8
0,0,3,12,1.9,110,87,18,24,52.9,18.6,23.0,22.4,21.8,20.8
10,0,5,15,2.2,90,158,35,48,49.4,35.6,6.1,3.4,29.0,20.8
3,0,3,8,2.1,90,204,42,65,49.0,38.0,3.7,1.0,36.7,20.8
7,3,5,15,2.1,90,218,49,66,49.5,36.2,5.3,2.7,34.0,20.8
7,10,3,15,2.2,90,167,41,49,50.3,33.1,8.5,5.7,23.8,20.8
3,5,8,10,2.1,90,218,48,66,50.0,39.3,2.1,-0.6,36.7,20.7
5,5,8,8,2.1,90,216,48,66,50.0,39.3,2.1,-0.6,36.7,20.7
5,5,5,8,2.1,90,213,48,66,49.3,39.3,2.1,-0.6,36.7,20.7
0,5,8,10,2.1,90,218,48,66,50.0,39.3,2.1,-0.6,36.7,20.7
5,5,8,10,2.1,90,218,48,66,50.0,39.3,2.1,-0.6,36.7,20.7
3,5,5,8,2.1,90,213,48,66,49.3,39.3,2.1,-0.6,36.7,20.7
10,3,8,15,2.1,90,229,51,71,49.8,39.7,1.6,-1.2,36.4,20.7
10,3,3,8,2.1,80,308,71,93,47.4,28.4,12.9,12.3,32.9,20.7
7,10,5,12,2.1,90,227,53,70,49.8,35.1,6.2,3.7,29.0,20.7
7,0,8,12,1.9,110,102,24,30,52.9,7.3,34.1,34.9,21.8,20.7
0,5,5,10,2.1,90,216,48,66,49.5,39.3,2.1,-0.6,36.7,20.7
3,5,5,10,2.1,90,216,48,66,49.5,39.3,2.1,-0.6,36.7,20.7
3,5,8,8,2.1,90,216,48,66,50.0,39.3,2.1,-0.6,36.7,20.7
3,10,8,8,1.9,110,113,25,36,54.0,19.6,21.8,20.8,25.2,20.7
7,10,3,12,2.1,90,227,53,70,49.8,35.1,6.2,3.7,29.0,20.7
5,5,5,10,2.1,90,216,48,66,49.5,39.3,2.1,-0.6,36.7,20.7
7,3,5,8,2.1,90,210,47,65,49.0,37.5,3.7,1.0,36.7,20.6
5,5,8,15,1.9,110,119,28,34,53.8,16.6,24.5,22.9,24.0,20.6
7,3,0,12,2.1,90,211,47,65,49.3,37.5,3.7,1.0,36.7,20.6
7,3,5,10,2.1,90,213,47,65,49.3,37.5,3.7,1.0,36.7,20.6
7,3,3,8,2.1,90,209,47,65,49.3,37.5,3.7,1.0,36.7,20.6
7,0,5,12,1.9,110,100,22,30,53.0,7.0,34.1,34.9,21.8,20.6
7,0,3,12,1.9,110,98,22,30,53.1,7.0,34.1,34.9,21.8,20.6
7,0,0,12,1.9,110,96,22,30,53.1,7.0,34.1,34.9,21.8,20.6
7,3,3,10,2.1,90,212,47,65,49.1,37.5,3.7,1.0,36.7,20.6
0,10,3,8,2.2,90,155,37,47,50.3,33.6,7.6,4.7,28.4,20.6
0,10,0,8,2.2,90,154,37,47,50.6,33.6,7.6,4.7,28.4,20.6
0,10,5,8,2.2,90,156,37,47,50.0,33.6,7.6,4.7,28.4,20.6
5,7,3,8,2.2,80,232,55,68,47.0,27.0,14.0,12.9,29.8,20.5
7,3,3,15,1.9,110,114,26,34,53.5,17.1,23.9,22.9,25.0,20.5
7,7,3,15,2.1,90,226,52,69,50.0,37.0,4.0,1.4,33.3,20.5
5,10,5,10,1.9,110,119,29,36,52.9,19.3,21.8,20.8,25.2,20.5
5,7,3,10,1.9,110,110,26,32,52.7,16.1,24.9,23.6,25.0,20.5
7,7,5,15,2.1,90,227,52,69,49.8,37.0,4.0,1.4,33.3,20.5
5,3,0,15,2.1,90,213,47,65,49.8,37.3,3.7,1.0,36.7,20.5
0,7,0,12,1.9,110,100,22,29,52.0,17.2,23.7,23.3,25.0,20.5
7,5,0,15,1.9,110,113,26,34,54.0,17.1,23.9,22.9,25.0,20.5
7,3,0,15,1.9,110,111,26,34,53.2,17.1,23.9,22.9,25.0,20.5
10,10,8,15,2.1,90,244,55,79,49.6,34.1,6.9,4.8,28.4,20.5
0,7,0,10,1.9,110,100,22,29,52.0,17.2,23.7,23.3,25.0,20.5
7,7,3,8,2.2,80,234,55,70,47.0,27.0,14.0,13.0,27.5,20.5
3,3,0,15,2.1,90,213,47,65,49.8,37.3,3.7,1.0,36.7,20.5
10,5,5,15,2.2,90,165,38,49,49.7,37.0,3.9,1.1,29.0,20.5
5,7,8,8,1.9,110,109,26,32,53.2,16.1,24.9,23.6,25.0,20.5
10,7,3,10,2.1,90,226,50,73,49.1,38.2,2.6,-0.2,34.7,20.4
10,7,0,10,2.2,80,236,55,72,46.6,27.0,13.9,12.8,27.5,20.4
10,7,8,15,2.1,90,237,52,77,49.8,37.0,3.7,1.1,31.8,20.4
10,7,3,8,2.1,90,223,50,73,49.3,38.2,2.6,-0.2,34.7,20.4
7,7,3,10,2.2,80,237,55,72,46.8,27.0,13.9,12.8,27.5,20.4
7,0,3,12,2.1,90,213,46,66,49.3,35.6,5.3,2.7,34.0,20.4
10,7,5,10,2.1,90,227,50,73,49.3,38.2,2.6,-0.2,34.7,20.4
7,0,8,12,2.1,90,216,46,66,49.5,35.6,5.3,2.7,34.0,20.4
7,7,0,10,2.2,80,234,55,70,46.6,27.0,13.9,13.0,31.0,20.4
7,0,5,12,2.1,90,213,46,66,49.3,35.6,5.3,2.7,34.0,20.4
0,3,8,12,2.0,90,267,51,88,49.8,38.8,2.0,-0.6,39.1,20.4
10,7,3,8,2.2,80,236,55,72,47.0,27.0,13.9,12.8,27.5,20.4
10,7,5,8,2.1,90,224,50,73,49.1,38.2,2.6,-0.2,34.7,20.4
7,5,5,15,2.1,90,225,52,67,49.8,37.0,3.7,1.1,34.0,20.4
10,7,0,8,2.2,80,234,55,72,47.0,27.0,13.9,12.8,27.5,20.4
10,3,0,10,2.2,110,31,10,11,58.1,13.8,26.8,23.7,14.2,20.3
3,7,8,15,2.1,90,226,50,70,50.0,38.0,2.5,-0.2,33.3,20.3
10,10,8,15,1.9,110,142,37,43,54.2,28.1,12.4,11.5,24.7,20.3
10,3,3,10,2.2,110,32,10,11,59.4,13.8,26.8,23.7,14.2,20.3
7,3,5,15,1.9,110,117,28,34,53.0,16.6,23.9,22.9,25.0,20.3
0,7,8,15,2.1,90,226,50,70,50.0,38.0,2.5,-0.2,33.3,20.3
3,3,0,8,2.1,90,205,45,64,49.3,38.6,2.0,-0.7,39.4,20.3
7,7,5,10,2.1,90,222,50,68,49.5,38.2,2.4,-0.3,36.1,20.3
5,3,0,8,2.1,90,205,45,64,49.3,38.6,2.0,-0.7,39.4,20.3
5,0,3,15,2.1,90,214,46,66,49.5,35.3,5.3,2.7,34.0,20.3
5,3,0,10,2.1,90,207,45,64,49.3,38.6,2.0,-0.7,39.4,20.3
7,7,8,8,2.1,90,222,50,68,50.0,38.2,2.4,-0.3,36.1,20.3
3,3,0,10,2.1,90,207,45,64,49.3,38.6,2.0,-0.7,39.4,20.3
7,5,3,15,1.9,110,118,28,34,54.2,16.6,23.9,22.9,25.0,20.3
7,7,5,8,2.1,90,219,50,68,49.3,38.2,2.4,-0.3,36.1,20.3
7,7,8,10,2.1,90,224,50,68,50.0,38.2,2.4,-0.3,36.1,20.3
10,3,0,12,2.2,110,31,10,11,58.1,13.8,26.8,23.7,14.2,20.3
7,7,0,10,1.9,110,108,24,34,52.8,16.6,23.9,22.9,25.0,20.3
7,7,3,8,2.1,90,218,50,68,49.5,38.2,2.4,-0.3,36.1,20.3
7,7,3,10,2.1,90,221,50,68,49.3,38.2,2.4,-0.3,36.1,20.3
5,0,5,15,2.1,90,215,46,66,49.3,35.3,5.3,2.7,34.0,20.3
5,7,8,15,2.1,90,228,50,70,50.0,38.0,2.5,-0.2,33.3,20.3
5,0,8,10,1.9,110,99,24,27,52.5,7.3,33.3,32.8,21.8,20.3
10,3,3,12,2.2,110,32,10,11,59.4,13.8,26.8,23.7,14.2,20.3
10,3,8,15,2.2,80,248,58,71,46.8,24.5,15.8,15.0,24.5,20.2
3,10,8,8,2.1,90,225,51,69,49.8,36.0,4.4,1.8,36.1,20.2
7,5,5,10,2.1,90,220,50,66,49.5,38.2,2.1,-0.6,36.7,20.2
0,5,8,15,1.9,110,113,26,31,53.1,17.1,23.3,22.6,24.0,20.2
3,0,0,15,2.1,90,210,44,65,49.5,36.6,3.7,1.0,36.7,20.2
7,5,5,8,2.1,90,217,50,66,49.3,38.2,2.1,-0.6,36.7,20.2
10,3,5,12,2.1,90,220,47,70,49.1,37.5,3.0,0.4,36.4,20.2
5,0,8,10,2.1,90,212,44,65,49.5,36.6,3.7,1.0,36.7,20.2
5,0,8,8,2.1,90,210,44,65,49.5,36.6,3.7,1.0,36.7,20.2
3,10,8,10,2.1,90,227,51,69,49.8,36.0,4.4,1.8,36.1,20.2
0,7,3,12,1.9,110,104,24,29,51.9,16.6,23.7,23.3,25.0,20.2
7,5,8,8,2.1,90,220,50,66,50.0,38.2,2.1,-0.6,36.7,20.2
0,10,8,10,2.1,90,225,51,69,49.8,36.0,4.4,1.8,36.1,20.2
10,3,8,12,2.2,80,248,58,71,46.8,24.5,15.8,15.0,24.5,20.2
5,0,3,8,2.1,90,206,44,65,49.0,36.6,3.7,1.0,36.7,20.2
5,0,5,8,2.1,90,207,44,65,48.8,36.6,3.7,1.0,36.7,20.2
0,7,5,12,1.9,110,106,24,29,51.9,16.6,23.7,23.3,25.0,20.2
5,0,5,10,2.1,90,210,44,65,49.0,36.6,3.7,1.0,36.7,20.2
7,5,8,10,2.1,90,222,50,66,50.0,38.2,2.1,-0.6,36.7,20.2
5,0,3,10,2.1,90,209,44,65,48.8,36.6,3.7,1.0,36.7,20.2
5,0,0,12,2.1,90,208,44,65,49.0,36.6,3.7,1.0,36.7,20.2
0,0,0,15,2.1,90,210,44,65,49.5,36.6,3.7,1.0,36.7,20.2
0,0,8,15,2.1,90,216,44,67,49.5,36.6,3.7,1.1,34.0,20.2
5,10,8,8,2.1,90,225,51,69,49.8,36.0,4.4,1.8,36.1,20.2
7,10,3,10,1.9,110,120,29,38,53.3,19.3,21.0,20.9,28.0,20.2
10,3,3,12,2.1,90,220,47,70,49.1,37.5,3.0,0.4,36.4,20.2
3,0,8,15,2.1,90,216,44,67,49.5,36.6,3.7,1.1,34.0,20.2
5,10,8,10,2.1,90,227,51,69,49.8,36.0,4.4,1.8,36.1,20.2
0,7,5,10,1.9,110,105,24,29,51.4,16.6,23.7,23.3,25.0,20.2
0,7,3,10,1.9,110,104,24,29,51.9,16.6,23.7,23.3,25.0,20.2
10,3,5,8,2.2,80,235,56,69,47.2,24.7,15.6,14.3,23.2,20.1
10,7,0,8,2.1,80,312,71,98,47.1,28.4,11.7,11.1,35.0,20.1
10,10,5,8,2.1,90,228,53,74,49.1,35.1,5.1,2.6,34.7,20.1
3,5,8,15,2.1,90,224,50,68,50.0,38.0,2.2,-0.5,34.0,20.1
10,7,0,10,2.1,80,314,71,98,46.8,28.4,11.7,11.1,35.0,20.1
7,7,3,8,2.1,80,312,71,96,47.1,28.4,11.8,11.1,35.0,20.1
7,5,8,15,1.9,110,122,28,36,54.1,16.6,23.6,22.4,24.0,20.1
10,10,5,12,2.1,90,233,53,76,49.4,35.1,5.1,2.7,31.8,20.1
5,5,8,15,2.1,90,224,50,68,50.0,38.0,2.2,-0.5,34.0,20.1
0,5,8,15,2.1,90,224,50,68,50.0,38.0,2.2,-0.5,34.0,20.1
5,3,8,12,2.2,80,244,58,67,46.7,24.5,15.6,14.6,26.9,20.1
